Name,Score,Start,End,Fickett,pI,ORF_integrity,Label,Direction
NC_054857.1_154473_154307,2.33366e-4,none,none,0.8412,4.33343505859,0,noncoding,forward
NC_054857.1_1574185_1575274,3.06935e-4,none,none,0.9859,5.55999755859,0,noncoding,forward
NC_054857.1_1594099_1594417,7.13161e-4,none,none,0.7167,9.79742431641,0,noncoding,forward
NC_054857.1_1595652_1596772,0.0027796,none,none,0.9626,4.34344482422,0,noncoding,forward
NC_054857.1_1638028_1637937,0.00154613,none,none,0.9415,10.9400024414,0,noncoding,reverse
NC_054857.1_1681992_1682753,9.05758e-4,none,none,1.1167,9.32623291016,0,noncoding,forward
NC_054857.1_1693422_1693015,5.39182e-4,none,none,0.7499,4.96124267578,0,noncoding,forward
NC_054857.1_1704198_1704363,2.48366e-4,none,none,0.7544,5.27496337891,0,noncoding,reverse
NC_054857.1_1704421_1705327,8.6907e-5,none,none,0.6912,4.05426025391,0,noncoding,reverse
NC_054857.1_1710857_1710986,2.87613e-4,none,none,1.0732,4.28009033203,0,noncoding,forward
NC_054857.1_1712185_1712065,1.21062e-4,none,none,0.7572,9.98785400391,0,noncoding,reverse
NC_054857.1_175766_176192,6.01365e-5,none,none,0.73,8.70758056641,0,noncoding,forward
NC_054857.1_1824623_1824402,6.41729e-4,none,none,0.5862,10.9313354492,0,noncoding,reverse
NC_054857.1_1825725_1825823,8.41512e-5,none,none,0.7484,5.78948974609,0,noncoding,forward
NC_054857.1_1857023_1857550,2.90687e-4,none,none,1.1389,4.85552978516,0,noncoding,forward
NC_054857.1_1875479_1875564,2.25122e-4,none,none,0.8845,5.79437255859,0,noncoding,reverse
NC_054857.1_1879625_1879480,1.74748e-4,none,none,0.7772,9.18389892578,0,noncoding,forward
NC_054857.1_1881589_1881878,1.73755e-4,none,none,0.7974,6.49102783203,0,noncoding,reverse
NC_054857.1_1881941_1882069,4.46823e-4,none,none,0.6598,9.98443603516,0,noncoding,forward
NC_054857.1_1887830_1887395,0.00117504,none,none,0.5387,7.84588623047,0,noncoding,forward
NC_054857.1_1945425_1945506,1.03969e-4,none,none,0.6194,4.48504638672,0,noncoding,reverse
NC_054857.1_2031966_2032049,5.91479e-5,none,none,0.6353,6.37677001953,0,noncoding,forward
NC_054857.1_2062741_2062867,1.12274e-4,none,none,0.6137,6.49139404297,0,noncoding,forward
NC_054857.1_2088903_2089769,4.39548e-4,none,none,0.8909,9.47674560547,0,noncoding,reverse
NC_054857.1_214391_214616,1.68014e-4,none,none,0.965,10.0845336914,0,noncoding,reverse
NC_054857.1_2155202_2154431,5.93617e-4,none,none,0.7529,9.38006591797,0,noncoding,reverse
NC_054857.1_2222971_2223174,1.2988e-4,none,none,0.8141,5.53826904297,0,noncoding,forward
NC_054857.1_2244922_2245035,3.22634e-4,none,none,0.7512,8.88433837891,0,noncoding,forward
NC_054857.1_2269076_2268796,1.03539e-4,none,none,0.8397,9.00665283203,0,noncoding,forward
NC_054857.1_2320940_2319965,2.75013e-4,none,none,0.7542,7.65130615234,0,noncoding,forward
NC_054857.1_2375710_2375627,1.70227e-4,none,none,0.8467,9.81500244141,0,noncoding,reverse
NC_054857.1_2392940_2393201,2.54157e-4,none,none,1.0515,9.25079345703,0,noncoding,forward
NC_054857.1_2447596_2447715,4.46183e-5,none,none,0.7732,8.58709716797,0,noncoding,forward
NC_054857.1_2449753_2449624,3.91491e-4,none,none,1.1019,10.2744750977,0,noncoding,reverse
NC_054857.1_2465745_2465859,8.52551e-5,none,none,0.7763,4.35882568359,0,noncoding,forward
NC_054857.1_2477444_2478015,0.00182856,none,none,0.6119,6.97296142578,0,noncoding,forward
NC_054857.1_2501116_2501200,4.6668e-4,none,none,0.5091,3.56341552734,0,noncoding,forward
NC_054857.1_2524069_2523884,4.39865e-5,none,none,1.0322,9.62908935547,0,noncoding,forward
NC_054857.1_257343_257678,3.64842e-4,none,none,0.5592,6.25164794922,0,noncoding,forward
NC_054857.1_2612020_2612311,7.0059e-4,none,none,1.1084,4.97540283203,0,noncoding,reverse
NC_054857.1_265610_265754,5.63058e-5,none,none,1.0218,4.69842529297,0,noncoding,forward
NC_054857.1_2657425_2657556,5.84645e-4,none,none,0.8158,4.67706298828,0,noncoding,forward
NC_054857.1_2690148_2690235,4.08349e-6,none,none,0.7582,9.09759521484,0,noncoding,reverse
NC_054857.1_2740932_2740379,0.00173637,none,none,1.1669,4.53765869141,0,noncoding,forward
NC_054857.1_2755132_2755285,1.99285e-4,none,none,0.9489,5.27276611328,0,noncoding,reverse
NC_054857.1_2811608_2811495,7.07231e-4,none,none,0.9024,5.93756103516,0,noncoding,forward
NC_054857.1_2836467_2836184,2.90229e-4,none,none,0.7502,5.81878662109,0,noncoding,reverse
NC_054857.1_2859032_2859166,2.75364e-5,none,none,0.5783,8.93902587891,0,noncoding,forward
NC_054857.1_2861532_2861647,4.14262e-4,none,none,0.6493,10.6397094727,0,noncoding,reverse
NC_054857.1_2865502_2865359,2.36557e-4,none,none,0.6961,6.50189208984,0,noncoding,forward
NC_054857.1_2918407_2917708,0.00109678,none,none,0.6094,11.3632202148,0,noncoding,reverse
NC_054857.1_2937335_2937884,1.15968e-4,none,none,0.9722,4.59381103516,0,noncoding,forward
NC_054857.1_300743_300841,1.91498e-5,none,none,0.7495,4.36907958984,0,noncoding,reverse
NC_054857.1_3007976_3008075,7.47802e-5,none,none,0.6026,5.95709228516,0,noncoding,reverse
NC_054857.1_3036899_3037192,2.98977e-4,none,none,0.7696,12.0084838867,0,noncoding,reverse
NC_054857.1_3048801_3049872,0.00127787,none,none,1.1849,4.41412353516,0,noncoding,reverse
NC_054857.1_3049946_3050390,6.03128e-5,none,none,0.9733,11.7556762695,0,noncoding,reverse
NC_054857.1_3059363_3058421,4.51604e-5,none,none,1.1005,5.51861572266,0,noncoding,forward
NC_054857.1_3062689_3062778,1.54483e-4,none,none,0.6786,7.91448974609,0,noncoding,forward
NC_054857.1_3064239_3064836,7.05403e-5,none,none,0.9892,6.64654541016,0,noncoding,forward
NC_054857.1_3109846_3109756,5.78184e-5,none,none,0.7356,7.89776611328,0,noncoding,forward
NC_054857.1_3144646_3144796,0.00383237,none,none,0.773,11.0491333008,0,noncoding,reverse
NC_054857.1_3168567_3169234,0.00107872,none,none,0.8205,11.3814086914,0,noncoding,forward
NC_054857.1_3173585_3173426,2.04998e-5,none,none,1.153,8.18817138672,0,noncoding,reverse
NC_054857.1_3183845_3183685,0.00120758,none,none,0.8277,9.18353271484,0,noncoding,reverse
NC_054857.1_3184942_3183896,3.72962e-4,none,none,1.1257,10.4857788086,0,noncoding,reverse
NC_054857.1_3186707_3186829,6.21221e-6,none,none,0.6806,4.73455810547,0,noncoding,forward
NC_054857.1_3187234_3187441,3.41749e-5,none,none,0.8626,6.50189208984,0,noncoding,forward
NC_054857.1_3200545_3199521,3.17126e-4,none,none,1.1969,5.31134033203,0,noncoding,forward
NC_054857.1_3200934_3200848,2.00659e-7,none,none,0.6951,8.36541748047,0,noncoding,reverse
NC_054857.1_3207758_3208188,8.31172e-5,none,none,0.6413,9.18829345703,0,noncoding,forward
NC_054857.1_321425_321084,2.09033e-4,none,none,0.8893,10.1920776367,0,noncoding,reverse
NC_054857.1_3358793_3359131,1.85637e-4,none,none,0.8463,6.82562255859,0,noncoding,forward
NC_054857.1_337509_337414,1.10749e-4,none,none,0.79990000000000006,5.38043212891,0,noncoding,forward
NC_054857.1_3393766_3393585,4.50935e-4,none,none,0.9829,4.40435791016,0,noncoding,forward
NC_054857.1_343165_342220,3.5541e-4,none,none,0.6569,6.02606201172,0,noncoding,reverse
NC_054857.1_3510109_3510324,5.26791e-4,none,none,0.9669,9.64617919922,0,noncoding,reverse
NC_054857.1_3515361_3516134,0.0024866,none,none,0.5082,11.3558959961,0,noncoding,reverse
NC_054857.1_3516213_3516739,4.76972e-4,none,none,1.1928,7.73382568359,0,noncoding,forward
NC_054857.1_3530158_3530610,7.68597e-5,none,none,0.8406,9.72015380859,0,noncoding,reverse
NC_054857.1_3538424_3537660,1.79901e-4,none,none,0.873,4.77728271484,0,noncoding,forward
NC_054857.1_357236_356738,4.17367e-4,none,none,0.9165,9.69696044922,0,noncoding,forward
NC_054857.1_362096_362227,7.91219e-5,none,none,0.8655,5.56414794922,0,noncoding,forward
NC_054857.1_3633614_3633708,1.49641e-4,none,none,0.9522,6.50457763672,0,noncoding,forward
NC_054857.1_3634262_3634526,2.4424e-4,none,none,0.823,8.71380615234,0,noncoding,forward
NC_054857.1_3643026_3643203,3.98661e-5,none,none,0.9263,6.69659423828,0,noncoding,reverse
NC_054857.1_3663703_3663228,3.94488e-4,none,none,0.8902,9.96160888672,0,noncoding,reverse
NC_054857.1_3682868_3682685,1.24671e-4,none,none,0.7117,5.27496337891,0,noncoding,forward
NC_054857.1_3686796_3686877,1.10646e-4,none,none,0.8941,8.05804443359,0,noncoding,forward
NC_054857.1_3687631_3687823,4.11351e-4,none,none,0.996,6.89337158203,0,noncoding,forward
NC_054857.1_369274_370051,1.31105e-4,none,none,1.0433,5.11431884766,0,noncoding,forward
NC_054857.1_3736552_3735778,4.15091e-4,none,none,1.2214,5.18914794922,0,noncoding,forward
NC_054857.1_3744725_3744227,2.62144e-4,none,none,1.0222,10.6524047852,0,noncoding,reverse
NC_054857.1_3810006_3809312,0.00028089500000000003,none,none,0.9451,9.47381591797,0,noncoding,reverse
NC_054857.1_3877031_3876739,6.19344e-5,none,none,0.9611,4.71734619141,0,noncoding,forward
NC_054857.1_3890261_3889942,1.12279e-4,none,none,0.6268,6.80938720703,0,noncoding,reverse
NC_054857.1_3936117_3935836,1.18163e-6,none,none,1.125,4.33538818359,0,noncoding,reverse
NC_054857.1_3980768_3980505,0.00112865,none,none,1.1074,4.46051025391,0,noncoding,forward
NC_054857.1_3998622_3998170,1.10051e-4,none,none,0.9741,4.63385009766,0,noncoding,reverse
NC_054857.1_4073983_4074924,0.00170809,none,none,0.6538,5.77838134766,0,noncoding,forward
NC_054857.1_4139011_4138159,1.16058e-4,none,none,0.6963,5.74505615234,0,noncoding,reverse
NC_054857.1_4161071_4160641,6.16304e-4,none,none,1.1646,4.28973388672,0,noncoding,forward
NC_054857.1_4236709_4237256,4.27041e-4,none,none,0.7973,4.54669189453,0,noncoding,forward
NC_054857.1_4279450_4279178,3.48899e-4,none,none,0.9242,7.72064208984,0,noncoding,reverse
NC_054857.1_4287962_4288306,1.24471e-4,none,none,0.864,9.49700927734,0,noncoding,reverse
NC_054857.1_4288723_4289298,1.32837e-4,none,none,0.8343,10.3462524414,0,noncoding,reverse
NC_054857.1_4355118_4354798,5.25563e-5,none,none,0.7044,5.82330322266,0,noncoding,reverse
NC_054857.1_4378005_4378125,2.17535e-4,none,none,0.5574,6.00213623047,0,noncoding,forward
NC_054857.1_4408949_4407954,5.75042e-4,none,none,0.6935,8.56549072266,0,noncoding,forward
NC_054857.1_4449291_4449501,1.63562e-4,none,none,0.6243,9.29840087891,0,noncoding,reverse
NC_054857.1_4464390_4464718,5.83394e-4,none,none,0.6673,9.50445556641,0,noncoding,forward
NC_054857.1_4503113_4504056,5.38315e-4,none,none,0.8835,6.92547607422,0,noncoding,forward
NC_054857.1_4564230_4563943,0.00333181,none,none,0.5093,8.93975830078,0,noncoding,reverse
NC_054857.1_4572606_4573371,1.97581e-4,none,none,0.7671,8.59564208984,0,noncoding,forward
NC_054857.1_4574555_4574641,4.85755e-5,none,none,0.8229,4.31610107422,0,noncoding,reverse
NC_054857.1_462130_462661,1.27033e-4,none,none,0.9337,7.63690185547,0,noncoding,forward
NC_054857.1_4648826_4649024,1.745e-4,none,none,0.9113,8.84271240234,0,noncoding,forward
NC_054857.1_4660499_4661403,7.6679e-5,none,none,0.9933,6.12396240234,0,noncoding,forward
NC_054857.1_4661454_4662560,1.18731e-4,none,none,1.2328,8.49725341797,0,noncoding,reverse
NC_054857.1_4721987_4721886,1.31941e-4,none,none,0.8931,7.89776611328,0,noncoding,forward
NC_054857.1_4728037_4728378,2.68574e-4,none,none,0.7138,7.82501220703,0,noncoding,forward
NC_054857.1_4784210_4785131,0.00838258,none,none,1.2606,7.93402099609,0,noncoding,reverse
NC_054857.1_4814665_4814539,2.79503e-4,none,none,0.9838,4.84576416016,0,noncoding,reverse
NC_054857.1_4820435_4820281,9.62797e-4,none,none,1.0634,9.99200439453,0,noncoding,reverse
NC_054857.1_4822234_4823003,1.47437e-4,none,none,0.6812,5.70660400391,0,noncoding,reverse
NC_054857.1_4824284_4824124,2.18745e-4,none,none,1.0352,11.5767211914,0,noncoding,reverse
NC_054857.1_4863615_4863471,9.14449e-4,none,none,0.6108,9.99395751953,0,noncoding,forward
NC_054857.1_4877398_4877068,1.72648e-4,none,none,1.0466,11.2025756836,0,noncoding,forward
NC_054857.1_4899003_4898691,4.35501e-4,none,none,0.789,5.33599853516,0,noncoding,forward
NC_054857.1_4927418_4927893,4.30938e-4,none,none,0.7107,9.29473876953,0,noncoding,forward
NC_054857.1_4960162_4960354,1.17946e-4,none,none,1.0358,6.23480224609,0,noncoding,forward
NC_054857.1_4973363_4974119,6.3988e-4,none,none,0.6531,5.09588623047,0,noncoding,reverse
NC_054857.1_4999063_4999162,1.25788e-4,none,none,0.6642,6.02423095703,0,noncoding,reverse
NC_054857.1_5048382_5047281,0.0013601,none,none,0.7238,9.23419189453,0,noncoding,reverse
NC_054857.1_5140064_5139491,1.54838e-4,none,none,0.7357,10.1112670898,0,noncoding,reverse
NC_054857.1_515639_516220,8.37152e-4,none,none,0.8246,4.58843994141,0,noncoding,forward
NC_054857.1_5163319_5163220,1.01589e-4,none,none,0.6497,5.89788818359,0,noncoding,reverse
NC_054857.1_517081_516765,9.35852e-5,none,none,0.8714,8.08489990234,0,noncoding,forward
NC_054857.1_5205587_5205089,4.01667e-4,none,none,0.9706,12.1271362305,0,noncoding,reverse
NC_054857.1_529183_528133,4.13989e-4,none,none,0.8613,5.43951416016,0,noncoding,reverse
NC_054857.1_5410025_5410727,1.66553e-4,none,none,0.7501,9.59600830078,0,noncoding,forward
NC_054857.1_5424740_5425248,8.54506e-5,none,none,0.956,6.80377197266,0,noncoding,reverse
NC_054857.1_5465244_5465328,3.69956e-4,none,none,0.9269,10.8344116211,0,noncoding,forward
NC_054857.1_547021_547138,6.42885e-5,none,none,0.6433,7.77923583984,0,noncoding,forward
NC_054857.1_5487300_5486956,2.20377e-4,none,none,0.8667,4.32025146484,0,noncoding,reverse
NC_054857.1_5498959_5499218,2.88963e-4,none,none,1.101,7.93475341797,0,noncoding,reverse
NC_054857.1_5530778_5530910,2.41755e-4,none,none,0.5597,9.69415283203,0,noncoding,forward
NC_054857.1_5531251_5531335,7.70792e-4,none,none,0.4364,12.3010864258,0,noncoding,forward
NC_054857.1_5544445_5544285,3.45321e-4,none,none,0.6697,10.9467163086,0,noncoding,forward
NC_054857.1_5549034_5549135,3.42349e-4,none,none,0.9634,9.86260986328,0,noncoding,forward
NC_054857.1_5590938_5591733,0.00110888,none,none,1.1006,7.04705810547,0,noncoding,forward
NC_054857.1_5623331_5623234,1.42282e-4,none,none,1.0262,5.74749755859,0,noncoding,forward
NC_054857.1_5644012_5644609,6.30538e-4,none,none,0.982,4.14178466797,0,noncoding,forward
NC_054857.1_5655997_5656219,9.59653e-4,none,none,0.669,5.44097900391,0,noncoding,forward
NC_054857.1_5692877_5692459,1.92381e-4,none,none,0.8026,8.36761474609,0,noncoding,forward
NC_054857.1_575040_574572,3.45974e-4,none,none,0.8952,6.82904052734,0,noncoding,forward
NC_054857.1_5767930_5767653,4.91281e-5,none,none,0.8945,8.13995361328,0,noncoding,reverse
NC_054857.1_5778968_5779220,1.22833e-4,none,none,0.869,5.98358154297,0,noncoding,reverse
NC_054857.1_5786354_5786079,3.08397e-4,none,none,1.0819,10.8681030273,0,noncoding,reverse
NC_054857.1_5813448_5813307,5.09306e-4,none,none,1.0447,4.35198974609,0,noncoding,forward
NC_054857.1_5824477_5824642,8.10878e-5,none,none,1.0021,9.09613037109,0,noncoding,forward
NC_054857.1_5839253_5839163,1.50742e-4,none,none,1.0208,9.51995849609,0,noncoding,reverse
NC_054857.1_5854875_5855280,1.76992e-4,none,none,0.9521,10.1911010742,0,noncoding,reverse
NC_054857.1_5867280_5867627,2.17196e-4,none,none,0.8338,7.70159912109,0,noncoding,forward
NC_054857.1_5867673_5868126,4.64413e-4,none,none,0.746,10.0781860352,0,noncoding,reverse
NC_054857.1_592636_591848,2.63663e-4,none,none,0.7354,4.96270751953,0,noncoding,forward
NC_054857.1_5955931_5956031,4.25664e-4,none,none,0.7805,9.18402099609,0,noncoding,reverse
NC_054857.1_6001119_6001007,6.502e-6,none,none,0.6663,8.49676513672,0,noncoding,reverse
NC_054857.1_670993_671405,6.07697e-4,none,none,1.1833,5.95440673828,0,noncoding,reverse
NC_054857.1_682866_683219,6.23566e-4,none,none,0.841,6.02984619141,0,noncoding,reverse
NC_054857.1_687730_687946,2.22147e-4,none,none,0.892,11.8297729492,0,noncoding,reverse
NC_054857.1_805243_806353,5.08348e-4,none,none,0.9566,6.15142822266,0,noncoding,forward
NC_054857.1_823993_825040,2.65946e-4,none,none,1.2926,5.41241455078,0,noncoding,forward
NC_054857.1_836923_837435,4.73159e-5,none,none,1.1249,6.56317138672,0,noncoding,forward
NC_054857.1_855432_854877,1.64723e-4,none,none,1.0191,10.7500610352,0,noncoding,reverse
NC_054857.1_927595_927750,4.1522e-4,none,none,0.9111,9.97650146484,0,noncoding,reverse
NC_054857.1_94608_94738,6.09794e-4,none,none,0.9498,10.1948852539,0,noncoding,forward
NC_054858.1_1017705_1017406,8.29943e-5,none,none,0.9182,9.88787841797,0,noncoding,forward
NC_054858.1_104046_103585,2.03503e-4,none,none,0.9943,5.26007080078,0,noncoding,forward
NC_054858.1_1068279_1067820,4.70035e-5,none,none,0.9027,7.71490478516,0,noncoding,reverse
NC_054858.1_1073971_1074141,1.18989e-4,none,none,0.6612,5.93792724609,0,noncoding,forward
NC_054858.1_1092994_1093079,4.35493e-5,none,none,0.9572,9.34930419922,0,noncoding,reverse
NC_054858.1_1104866_1104985,2.05431e-4,none,none,0.6857,4.67803955078,0,noncoding,reverse
NC_054858.1_1134220_1133938,1.03504e-4,none,none,1.021,8.84539794922,0,noncoding,forward
NC_054858.1_1138002_1137792,3.34926e-5,none,none,0.552,8.63153076172,0,noncoding,reverse
NC_054858.1_1167952_1167834,9.63385e-4,none,none,0.4814,9.84613037109,0,noncoding,forward
NC_054858.1_1181192_1181543,0.00207638,none,none,0.4791,5.99212646484,0,noncoding,reverse
NC_054858.1_122584_123103,4.61121e-4,none,none,1.0709,5.59686279297,0,noncoding,forward
NC_054858.1_1227430_1227172,6.35107e-5,none,none,0.6958,4.67437744141,0,noncoding,reverse
NC_054858.1_124772_124433,7.70919e-5,none,none,0.8873,7.84930419922,0,noncoding,forward
NC_054858.1_1267151_1267399,0.00108215,none,none,0.8893,4.59918212891,0,noncoding,forward
NC_054858.1_1339498_1339388,6.70591e-5,none,none,0.7389,3.66571044922,0,noncoding,reverse
NC_054858.1_1370981_1371621,3.00027e-4,none,none,0.6332,9.14935302734,0,noncoding,reverse
NC_054858.1_1386577_1386130,7.07883e-4,none,none,0.9453,6.69366455078,0,noncoding,reverse
NC_054858.1_1392017_1392961,5.3944e-4,none,none,0.7567,10.1679077148,0,noncoding,reverse
NC_054858.1_1471038_1470843,1.309e-5,none,none,1.0754,4.88409423828,0,noncoding,forward
NC_054858.1_1490723_1490910,4.29553e-5,none,none,1.0315,9.20062255859,0,noncoding,reverse
NC_054858.1_1533667_1533967,7.26055e-5,none,none,1.0637,9.46673583984,0,noncoding,reverse
NC_054858.1_1544587_1544463,1.37794e-4,none,none,0.8217,5.12530517578,0,noncoding,forward
NC_054858.1_159152_160112,1.34645e-4,none,none,0.9454,6.39385986328,0,noncoding,forward
NC_054858.1_1603971_1604057,0.0102644,none,none,1.2649,8.93890380859,0,noncoding,reverse
NC_054858.1_164669_164411,5.1492e-5,none,none,0.5809,6.25286865234,0,noncoding,forward
NC_054858.1_1658556_1658968,1.44282e-4,none,none,1.12,7.84527587891,0,noncoding,forward
NC_054858.1_1705682_1705496,2.03477e-4,none,none,0.6777,8.83843994141,0,noncoding,forward
NC_054858.1_170633_169674,2.01866e-4,none,none,1.1259,8.92523193359,0,noncoding,forward
NC_054858.1_1743787_1743663,2.26288e-4,none,none,0.8985,5.99505615234,0,noncoding,forward
NC_054858.1_1877702_1877838,5.57373e-4,none,none,0.5871,7.59197998047,0,noncoding,forward
NC_054858.1_1879299_1879502,3.54454e-4,none,none,0.7782,8.68280029297,0,noncoding,reverse
NC_054858.1_1904991_1903869,1.41655e-4,none,none,1.0205,6.56842041016,0,noncoding,reverse
NC_054858.1_1917335_1917711,2.63285e-4,none,none,1.0487,6.95867919922,0,noncoding,reverse
NC_054858.1_204019_204247,2.56064e-5,none,none,0.9391,6.68914794922,0,noncoding,reverse
NC_054858.1_2041041_2041273,1.2293e-4,none,none,0.8466,9.03094482422,0,noncoding,forward
NC_054858.1_2042537_2041886,6.4178e-4,none,none,1.0771,11.784362793,0,noncoding,reverse
NC_054858.1_2060888_2060705,7.91332e-5,none,none,0.9509,9.97650146484,0,noncoding,reverse
NC_054858.1_206192_206338,1.25282e-4,none,none,0.9095,11.524597168,0,noncoding,reverse
NC_054858.1_2097259_2097883,6.62652e-4,none,none,0.6286,10.0173950195,0,noncoding,reverse
NC_054858.1_2153160_2152479,1.1727e-4,none,none,1.1669,4.92718505859,0,noncoding,forward
NC_054858.1_2189610_2189450,1.1483e-4,none,none,0.489,6.01617431641,0,noncoding,forward
NC_054858.1_2220758_2220664,5.81148e-5,none,none,0.811,4.36907958984,0,noncoding,forward
NC_054858.1_225144_225715,0.00191356,none,none,0.6167,4.52105712891,0,noncoding,forward
NC_054858.1_2262636_2262788,3.77621e-4,none,none,0.9015,9.68023681641,0,noncoding,reverse
NC_054858.1_2269020_2269281,0.00287604,none,none,1.229,10.626159668,0,noncoding,reverse
NC_054858.1_2285830_2285912,4.59021e-4,none,none,1.0857,11.6990356445,0,noncoding,forward
NC_054858.1_2311433_2312009,3.05479e-4,none,none,0.89,4.78057861328,0,noncoding,forward
NC_054858.1_2322422_2323285,4.04187e-4,none,none,0.8712,6.90765380859,0,noncoding,forward
NC_054858.1_2345487_2344793,3.3098e-4,none,none,0.8821,8.50360107422,0,noncoding,reverse
NC_054858.1_237921_236871,3.53057e-4,none,none,1.1199,5.46295166016,0,noncoding,forward
NC_054858.1_239421_239868,3.77122e-4,none,none,1.0095,11.4371948242,0,noncoding,reverse
NC_054858.1_244390_244231,1.2662e-4,none,none,0.6113,9.82232666016,0,noncoding,forward
NC_054858.1_2555461_2555182,2.95506e-5,none,none,0.7643,6.23797607422,0,noncoding,reverse
NC_054858.1_2614635_2614093,1.2087e-4,none,none,0.9529,10.2363891602,0,noncoding,forward
NC_054858.1_2640650_2640537,4.7728e-5,none,none,1.0298,4.91522216797,0,noncoding,reverse
NC_054858.1_2651997_2652431,6.26098e-4,none,none,0.7446,11.6381225586,0,noncoding,reverse
NC_054858.1_2655788_2656055,3.27908e-4,none,none,0.7297,8.93341064453,0,noncoding,reverse
NC_054858.1_267694_267497,8.22609e-5,none,none,0.8052,6.70953369141,0,noncoding,forward
NC_054858.1_2693341_2693232,2.1243e-4,none,none,0.6856,8.93902587891,0,noncoding,reverse
NC_054858.1_2693617_2693532,2.78253e-5,none,none,0.7459,6.48797607422,0,noncoding,reverse
NC_054858.1_2707896_2708340,6.64838e-4,none,none,1.004,10.3713989258,0,noncoding,forward
NC_054858.1_2720039_2720168,1.23198e-4,none,none,0.7254,4.39630126953,0,noncoding,forward
NC_054858.1_2740596_2740778,1.03499e-4,none,none,0.6253,3.16510009766,0,noncoding,reverse
NC_054858.1_2772553_2772351,2.34007e-6,none,none,0.9119,6.72479248047,0,noncoding,forward
NC_054858.1_2794895_2794484,1.12498e-4,none,none,0.8756,8.50689697266,0,noncoding,forward
NC_054858.1_2805478_2805285,1.54842e-4,none,none,0.8124,8.49676513672,0,noncoding,forward
NC_054858.1_284315_285029,3.81167e-4,none,none,0.6372,9.01214599609,0,noncoding,forward
NC_054858.1_285728_285940,2.81965e-4,none,none,0.5264,9.55792236328,0,noncoding,reverse
NC_054858.1_2864921_2865102,3.67581e-4,none,none,0.8218,5.61663818359,0,noncoding,forward
NC_054858.1_2890103_2891256,2.07464e-4,none,none,1.2479,6.99139404297,0,noncoding,reverse
NC_054858.1_2891908_2892001,1.22642e-4,none,none,0.9095,12.178527832,0,noncoding,reverse
NC_054858.1_2971921_2972179,0.00165036,none,none,0.6347,8.25445556641,0,noncoding,reverse
NC_054858.1_2976398_2976306,7.04753e-6,none,none,0.5389,7.72930908203,0,noncoding,reverse
NC_054858.1_305736_305911,1.09799e-4,none,none,0.9855,5.77398681641,0,noncoding,forward
NC_054858.1_3062855_3062390,4.4687e-4,none,none,0.7782,9.43304443359,0,noncoding,forward
NC_054858.1_3113494_3113773,4.91566e-4,none,none,0.5798,7.85943603516,0,noncoding,forward
NC_054858.1_3114180_3114033,5.83346e-4,none,none,0.6919,7.98065185547,0,noncoding,forward
NC_054858.1_312565_312079,0.0011055,none,none,0.9479,11.5936889648,0,noncoding,reverse
NC_054858.1_3177132_3176569,2.97411e-4,none,none,0.9303,11.9409790039,0,noncoding,reverse
NC_054858.1_3185961_3186854,1.04187e-4,none,none,0.9595,7.74310302734,0,noncoding,reverse
NC_054858.1_3222481_3222571,9.65927e-5,none,none,0.7526,8.47210693359,0,noncoding,reverse
NC_054858.1_3285837_3285951,1.32615e-4,none,none,0.9106,9.48236083984,0,noncoding,reverse
