Name,Score,Start,End
NC_066858.1_1163254_1163350_aligned.fa,84.4288,none,none
NC_066857.1_1519602_1519505_aligned.fa,-64.3744,none,none
OffPos_NC_066868.1_19242284_19242426_aligned.fa,-119.1161,none,none
NC_066867.1_26825321_26825583_aligned.fa,51.9198,none,none
NC_066860.1_921237_921096_aligned.fa,113.4658,none,none
OffNeg_NC_066858.1_21648108_21648370_aligned.fa,-37.7777,none,none
OffNeg_NC_066862.1_16685991_16686182_aligned.fa,0.0052,none,none
OffPos_NC_066865.1_11264435_11264583_aligned.fa,-53.2512,none,none
NC_066865.1_25214897_25214454_aligned.fa,376.5873,none,none
NC_066858.1_23981922_23981833_aligned.fa,95.1919,none,none
OffPos_NC_066866.1_6601987_6602304_aligned.fa,-248.1573,none,none
OffNeg_NC_066864.1_383656_382690_aligned.fa,-738.6374,none,none
NC_066863.1_28147043_28147914_aligned.fa,1597.1221,none,none
OffPos_NC_066868.1_20800952_20800827_aligned.fa,-59.7866,none,none
OffPos_NC_066861.1_1001201_1001393_aligned.fa,-80.8640,none,none
NC_066863.1_2664149_2664243_aligned.fa,-39.1467,none,none
OffNeg_NC_066862.1_6271493_6271797_aligned.fa,-145.9548,none,none
OffPos_NC_066867.1_27162008_27162104_aligned.fa,-64.3973,none,none
NC_066860.1_32257915_32257802_aligned.fa,-18.9763,none,none
OffPos_NC_066863.1_27895188_27895488_aligned.fa,-214.8473,none,none
OffPos_NC_066861.1_11382963_11382802_aligned.fa,-94.6689,none,none
OffPos_NC_066866.1_809483_809392_aligned.fa,-135.6517,none,none
NC_066868.1_24139442_24139589_aligned.fa,8.6479,none,none
OffNeg_NC_066857.1_32712614_32712476_aligned.fa,-66.2727,none,none
OffPos_NC_066868.1_6171204_6171333_aligned.fa,0.0038,none,none
OffPos_NC_066865.1_23797384_23797803_aligned.fa,-411.2436,none,none
OffNeg_NC_066865.1_800720_799975_aligned.fa,-594.8809,none,none
NC_066863.1_16719158_16719065_aligned.fa,-22.5338,none,none
OffNeg_NC_066866.1_215890_215224_aligned.fa,-183.5484,none,none
OffPos_NC_066858.1_23668236_23668048_aligned.fa,-192.3316,none,none
OffNeg_NC_066861.1_24904879_24904694_aligned.fa,-25.4157,none,none
OffNeg_NC_066859.1_26757278_26756894_aligned.fa,-348.9226,none,none
OffPos_NC_066863.1_27234444_27234536_aligned.fa,-46.9853,none,none
OffNeg_NC_066868.1_8244878_8245019_aligned.fa,-135.9676,none,none
OffNeg_NC_066864.1_3350470_3350239_aligned.fa,-297.6700,none,none
OffNeg_NC_066861.1_1579645_1579396_aligned.fa,-285.2130,none,none
NC_066861.1_4846674_4846584_aligned.fa,-27.2672,none,none
OffPos_NC_066857.1_962533_962323_aligned.fa,-193.5622,none,none
NC_066859.1_21526656_21526740_aligned.fa,-70.2007,none,none
OffNeg_NC_066859.1_30860202_30860338_aligned.fa,-47.8460,none,none
OffPos_NC_066867.1_27996898_27996753_aligned.fa,-59.4666,none,none
OffNeg_NC_066858.1_162480_162579_aligned.fa,-22.7997,none,none
NC_066860.1_28744174_28744265_aligned.fa,-10.0872,none,none
OffPos_NC_066862.1_1313401_1313230_aligned.fa,-307.6913,none,none
NC_066864.1_8073053_8072933_aligned.fa,-114.1294,none,none
OffNeg_NC_066860.1_2196342_2196228_aligned.fa,-31.5520,none,none
OffNeg_NC_066868.1_13251750_13251989_aligned.fa,-260.5602,none,none
OffNeg_NC_066865.1_2034038_2033885_aligned.fa,-88.4016,none,none
NC_066864.1_6789884_6789538_aligned.fa,671.9499,none,none
OffPos_NC_066867.1_30564075_30563978_aligned.fa,-25.6743,none,none
OffNeg_NC_066868.1_18200909_18200996_aligned.fa,-97.2663,none,none
OffNeg_NC_066861.1_21008131_21007986_aligned.fa,-82.1193,none,none
NC_066860.1_32300085_32299998_aligned.fa,-36.3481,none,none
NC_066860.1_21646642_21646557_aligned.fa,-39.4895,none,none
NC_066859.1_25155847_25156076_aligned.fa,500.7826,none,none
OffPos_NC_066866.1_10115418_10115290_aligned.fa,55.5763,none,none
NC_066864.1_6650335_6650428_aligned.fa,-84.8603,none,none
OffNeg_NC_066860.1_14823941_14823796_aligned.fa,-51.2885,none,none
OffNeg_NC_066865.1_3382692_3382881_aligned.fa,-114.3886,none,none
OffNeg_NC_066867.1_29141542_29141725_aligned.fa,-83.4643,none,none
OffPos_NC_066864.1_4978591_4978681_aligned.fa,1.2963,none,none
OffNeg_NC_066859.1_8940244_8940131_aligned.fa,0.0042,none,none
OffPos_NC_066859.1_14801442_14801903_aligned.fa,-366.7282,none,none
NC_066862.1_8609489_8609389_aligned.fa,-68.5577,none,none
OffNeg_NC_066868.1_25759461_25759624_aligned.fa,-105.4297,none,none
OffPos_NC_066862.1_34466150_34466244_aligned.fa,-24.7332,none,none
OffNeg_NC_066863.1_28109586_28109072_aligned.fa,-466.5630,none,none
NC_066865.1_3382692_3382881_aligned.fa,60.4260,none,none
OffNeg_NC_066864.1_6650335_6650428_aligned.fa,-34.3133,none,none
NC_066859.1_8940244_8940131_aligned.fa,279.6508,none,none
OffNeg_NC_066862.1_8609489_8609389_aligned.fa,-54.1501,none,none
NC_066865.1_2034038_2033885_aligned.fa,-32.5258,none,none
OffPos_NC_066861.1_27924526_27924178_aligned.fa,-114.4935,none,none
OffNeg_NC_066864.1_6789884_6789538_aligned.fa,-219.4191,none,none
OffPos_NC_066865.1_24117211_24117128_aligned.fa,-46.9813,none,none
NC_066863.1_28267823_28267910_aligned.fa,-9.2738,none,none
OffNeg_NC_066857.1_307584_307766_aligned.fa,-58.9201,none,none
NC_066857.1_30803104_30803016_aligned.fa,-43.1300,none,none
OffPos_NC_066866.1_292742_293020_aligned.fa,-248.5521,none,none
OffNeg_NC_066864.1_8073053_8072933_aligned.fa,-185.1607,none,none
NC_066860.1_2196342_2196228_aligned.fa,31.7251,none,none
OffPos_NC_066858.1_17263152_17263582_aligned.fa,-91.1995,none,none
NC_066865.1_22270853_22270988_aligned.fa,-40.3970,none,none
OffPos_NC_066860.1_3483753_3483917_aligned.fa,-82.0246,none,none
OffPos_NC_066865.1_23271740_23271858_aligned.fa,-223.4354,none,none
OffPos_NC_066868.1_27576255_27576361_aligned.fa,0.0046,none,none
OffPos_NC_066860.1_31462050_31461742_aligned.fa,-370.0655,none,none
OffNeg_NC_066867.1_27348439_27348295_aligned.fa,-56.2788,none,none
NC_066860.1_30125093_30125343_aligned.fa,-52.2052,none,none
NC_066865.1_13176188_13176100_aligned.fa,24.6612,none,none
NC_066868.1_8244878_8245019_aligned.fa,11.6893,none,none
OffPos_NC_066858.1_1851849_1851965_aligned.fa,-170.1113,none,none
NC_066864.1_3350470_3350239_aligned.fa,-22.6719,none,none
OffPos_NC_066865.1_1731799_1731669_aligned.fa,3.5979,none,none
NC_066861.1_1579645_1579396_aligned.fa,97.6091,none,none
OffNeg_NC_066861.1_4846674_4846584_aligned.fa,0.0026,none,none
OffNeg_NC_066860.1_22006241_22006362_aligned.fa,0.0035,none,none
OffNeg_NC_066863.1_27898487_27898654_aligned.fa,-210.4849,none,none
OffNeg_NC_066864.1_30741475_30740650_aligned.fa,-497.0904,none,none
NC_066862.1_28309187_28308950_aligned.fa,472.5552,none,none
NC_066857.1_28952234_28952411_aligned.fa,4.0751,none,none
NC_066862.1_6271493_6271797_aligned.fa,552.5366,none,none
OffNeg_NC_066863.1_2664149_2664243_aligned.fa,-40.8010,none,none
OffPos_NC_066867.1_23723352_23723440_aligned.fa,110.4212,none,none
NC_066867.1_30005963_30006181_aligned.fa,-49.5419,none,none
OffPos_NC_066868.1_27026467_27026314_aligned.fa,92.8812,none,none
OffNeg_NC_066864.1_22698827_22698618_aligned.fa,-138.0200,none,none
OffPos_NC_066859.1_27801107_27801213_aligned.fa,-68.9583,none,none
OffPos_NC_066865.1_2369507_2369633_aligned.fa,-155.2897,none,none
OffNeg_NC_066863.1_25335992_25335248_aligned.fa,-666.3247,none,none
OffNeg_NC_066865.1_22488003_22487892_aligned.fa,-96.7271,none,none
OffPos_NC_066862.1_7307143_7306882_aligned.fa,-197.4714,none,none
OffNeg_NC_066858.1_834512_835181_aligned.fa,-166.9925,none,none
OffPos_NC_066865.1_1280009_1279874_aligned.fa,-36.9737,none,none
OffNeg_NC_066857.1_34761952_34761869_aligned.fa,-15.8293,none,none
OffPos_NC_066863.1_197305_197125_aligned.fa,0.0034,none,none
OffPos_NC_066862.1_26297256_26297161_aligned.fa,-32.2181,none,none
OffNeg_NC_066861.1_28292228_28292104_aligned.fa,0.0040,none,none
OffPos_NC_066863.1_16182272_16182374_aligned.fa,-166.6020,none,none
OffPos_NC_066857.1_34759433_34759325_aligned.fa,-162.0298,none,none
OffPos_NC_066858.1_22137045_22136947_aligned.fa,-12.5031,none,none
OffNeg_NC_066858.1_1163254_1163350_aligned.fa,20.3008,none,none
OffNeg_NC_066857.1_1519602_1519505_aligned.fa,-149.7584,none,none
NC_066868.1_23440928_23441061_aligned.fa,-21.1834,none,none
OffPos_NC_066857.1_619755_619659_aligned.fa,-11.3627,none,none
OffNeg_NC_066863.1_319959_320116_aligned.fa,-167.8937,none,none
OffNeg_NC_066865.1_18176107_18175621_aligned.fa,0.0117,none,none
OffPos_NC_066862.1_4512337_4511954_aligned.fa,-313.2446,none,none
OffPos_NC_066864.1_7799736_7799619_aligned.fa,-76.4000,none,none
OffPos_NC_066860.1_34675509_34675400_aligned.fa,-125.7712,none,none
OffNeg_NC_066867.1_1850572_1850378_aligned.fa,-40.1430,none,none
OffNeg_NC_066860.1_929702_930619_aligned.fa,-764.4041,none,none
OffNeg_NC_066859.1_9857881_9858064_aligned.fa,-44.2637,none,none
OffPos_NC_066866.1_4963587_4963197_aligned.fa,-319.8526,none,none
NC_066865.1_1172151_1172069_aligned.fa,-61.3633,none,none
NC_066860.1_27337020_27336797_aligned.fa,-12.6189,none,none
OffNeg_NC_066867.1_29081255_29081346_aligned.fa,0.0038,none,none
OffPos_NC_066862.1_26032377_26032506_aligned.fa,475.8076,none,none
OffNeg_NC_066861.1_887981_888248_aligned.fa,-206.2452,none,none
OffPos_NC_066866.1_2700237_2700129_aligned.fa,5.2518,none,none
NC_066862.1_27396729_27396858_aligned.fa,52.0512,none,none
NC_066860.1_20863704_20863858_aligned.fa,-8.9063,none,none
OffNeg_NC_066860.1_16745875_16745329_aligned.fa,-375.3030,none,none
OffPos_NC_066857.1_36841918_36842156_aligned.fa,-184.1360,none,none
OffPos_NC_066860.1_3041480_3041642_aligned.fa,-222.3832,none,none
NC_066862.1_2661898_2661701_aligned.fa,54.0924,none,none
NC_066867.1_31661273_31661463_aligned.fa,-2.5956,none,none
OffNeg_NC_066857.1_849314_849395_aligned.fa,-17.7273,none,none
NC_066864.1_23321681_23321492_aligned.fa,0.7328,none,none
OffNeg_NC_066858.1_14814039_14814244_aligned.fa,-119.8512,none,none
OffPos_NC_066862.1_18760318_18760155_aligned.fa,-68.7041,none,none
OffPos_NC_066858.1_1665370_1665529_aligned.fa,-193.5227,none,none
NC_066868.1_25495241_25495453_aligned.fa,84.2201,none,none
OffNeg_NC_066864.1_18651989_18651875_aligned.fa,-115.9973,none,none
OffNeg_NC_066857.1_9729347_9729433_aligned.fa,78.7228,none,none
NC_066865.1_24959799_24959995_aligned.fa,-115.2890,none,none
NC_066860.1_5041590_5041492_aligned.fa,-57.7207,none,none
NC_066857.1_34047793_34047686_aligned.fa,96.3660,none,none
OffNeg_NC_066865.1_24700500_24700332_aligned.fa,-94.6976,none,none
NC_066864.1_16522258_16522176_aligned.fa,-36.9157,none,none
OffPos_NC_066857.1_35161021_35160921_aligned.fa,-88.1026,none,none
NC_066866.1_5161564_5161456_aligned.fa,-31.4732,none,none
OffNeg_NC_066863.1_4172735_4173048_aligned.fa,-371.8066,none,none
OffNeg_NC_066868.1_27869577_27869811_aligned.fa,-62.7108,none,none
NC_066859.1_17689926_17690011_aligned.fa,-39.7399,none,none
NC_066862.1_4303888_4303975_aligned.fa,-36.4997,none,none
OffNeg_NC_066866.1_70343_69860_aligned.fa,-344.3384,none,none
OffNeg_NC_066861.1_582589_582457_aligned.fa,-187.1389,none,none
NC_066858.1_24403490_24403826_aligned.fa,-268.9702,none,none
NC_066868.1_9194572_9194143_aligned.fa,1028.4901,none,none
OffPos_NC_066868.1_24621623_24621489_aligned.fa,-67.5960,none,none
OffPos_NC_066865.1_20812299_20812186_aligned.fa,-112.2265,none,none
OffNeg_NC_066864.1_3579533_3579274_aligned.fa,-189.5427,none,none
OffNeg_NC_066858.1_24230416_24229521_aligned.fa,-802.5506,none,none
NC_066865.1_23417898_23417508_aligned.fa,-73.9716,none,none
OffPos_NC_066867.1_30253149_30253285_aligned.fa,-5.7103,none,none
OffPos_NC_066868.1_28281842_28281698_aligned.fa,-188.4046,none,none
OffPos_NC_066858.1_25629437_25629122_aligned.fa,-340.6034,none,none
OffPos_NC_066861.1_4083279_4083405_aligned.fa,-47.3102,none,none
NC_066858.1_13937133_13936731_aligned.fa,430.1639,none,none
NC_066860.1_14610627_14610414_aligned.fa,-87.3921,none,none
OffPos_NC_066862.1_28154057_28154272_aligned.fa,-24.3403,none,none
OffPos_NC_066862.1_7095891_7096020_aligned.fa,-55.3250,none,none
NC_066863.1_6809732_6810014_aligned.fa,-36.0270,none,none
NC_066865.1_22185858_22185743_aligned.fa,-73.0099,none,none
OffNeg_NC_066864.1_4766181_4766027_aligned.fa,-164.9120,none,none
OffPos_NC_066868.1_1062872_1062693_aligned.fa,-183.8973,none,none
NC_066857.1_36624687_36624843_aligned.fa,-103.8437,none,none
OffNeg_NC_066861.1_10569546_10569945_aligned.fa,-212.3340,none,none
NC_066864.1_2769536_2769633_aligned.fa,3.7246,none,none
OffNeg_NC_066862.1_1940061_1940189_aligned.fa,19.3900,none,none
OffPos_NC_066867.1_32861942_32862032_aligned.fa,-21.5841,none,none
OffPos_NC_066857.1_37657131_37656339_aligned.fa,-767.9888,none,none
OffNeg_NC_066867.1_31417556_31417857_aligned.fa,-383.5293,none,none
OffNeg_NC_066863.1_25217759_25217857_aligned.fa,-129.8132,none,none
OffNeg_NC_066866.1_3411687_3411810_aligned.fa,-104.3284,none,none
OffNeg_NC_066858.1_22345475_22345602_aligned.fa,-53.7708,none,none
OffPos_NC_066865.1_17440227_17439924_aligned.fa,-6.8089,none,none
OffPos_NC_066861.1_5612262_5612173_aligned.fa,3.8597,none,none
NC_066859.1_30304556_30304643_aligned.fa,-53.4793,none,none
OffNeg_NC_066857.1_36747366_36747559_aligned.fa,-176.9008,none,none
OffNeg_NC_066864.1_6410893_6410661_aligned.fa,-151.5671,none,none
OffNeg_NC_066862.1_27661107_27661005_aligned.fa,-112.7194,none,none
OffPos_NC_066862.1_29200424_29200293_aligned.fa,-33.5225,none,none
NC_066864.1_11709272_11709163_aligned.fa,-80.9473,none,none
OffPos_NC_066867.1_2507151_2507298_aligned.fa,-26.7036,none,none
OffPos_NC_066860.1_25209204_25209323_aligned.fa,-112.0827,none,none
OffPos_NC_066860.1_24385533_24386402_aligned.fa,-794.6374,none,none
OffNeg_NC_066867.1_29877263_29877088_aligned.fa,-174.9182,none,none
NC_066862.1_25374785_25374540_aligned.fa,582.0782,none,none
NC_066861.1_22371226_22370908_aligned.fa,2.2483,none,none
NC_066868.1_24787820_24787928_aligned.fa,-17.8920,none,none
OffNeg_NC_066859.1_1907693_1907849_aligned.fa,0.0035,none,none
OffPos_NC_066868.1_25262600_25262723_aligned.fa,-91.5969,none,none
OffPos_NC_066865.1_1346048_1346159_aligned.fa,-64.0966,none,none
OffNeg_NC_066864.1_5472725_5472602_aligned.fa,-6.6102,none,none
NC_066867.1_15347660_15347798_aligned.fa,133.7824,none,none
NC_066865.1_9182648_9182558_aligned.fa,10.3893,none,none
OffPos_NC_066868.1_25580427_25580636_aligned.fa,-123.9347,none,none
NC_066867.1_32247806_32248036_aligned.fa,-85.0433,none,none
OffPos_NC_066865.1_24339790_24339952_aligned.fa,-175.1853,none,none
NC_066864.1_32612138_32612050_aligned.fa,-27.2302,none,none
NC_066862.1_2999887_2999659_aligned.fa,199.4096,none,none
OffNeg_NC_066862.1_1407235_1407830_aligned.fa,-456.8797,none,none
OffNeg_NC_066864.1_5148867_5148962_aligned.fa,-61.4630,none,none
OffNeg_NC_066860.1_2234500_2234372_aligned.fa,-125.9128,none,none
OffNeg_NC_066860.1_2180362_2180647_aligned.fa,-271.2748,none,none
OffPos_NC_066860.1_33128628_33128343_aligned.fa,-186.5895,none,none
OffNeg_NC_066867.1_9925407_9925505_aligned.fa,-37.7827,none,none
NC_066867.1_10491184_10491270_aligned.fa,-26.9375,none,none
OffNeg_NC_066862.1_7900203_7900343_aligned.fa,-50.1935,none,none
OffPos_NC_066865.1_24007944_24008062_aligned.fa,-94.4679,none,none
OffNeg_NC_066858.1_17114086_17114208_aligned.fa,14.7205,none,none
OffNeg_NC_066866.1_1037010_1037195_aligned.fa,-185.3712,none,none
OffNeg_NC_066860.1_33412163_33412329_aligned.fa,-89.5700,none,none
OffPos_NC_066857.1_15413202_15412541_aligned.fa,-635.9903,none,none
NC_066863.1_2937023_2937228_aligned.fa,-68.7001,none,none
OffPos_NC_066859.1_25726130_25726332_aligned.fa,-215.3998,none,none
OffPos_NC_066857.1_32873730_32873649_aligned.fa,-45.2865,none,none
OffNeg_NC_066858.1_2842933_2842740_aligned.fa,-293.1145,none,none
OffNeg_NC_066861.1_23246001_23245836_aligned.fa,0.0041,none,none
NC_066861.1_14456527_14456834_aligned.fa,491.2845,none,none
OffPos_NC_066864.1_4245072_4244550_aligned.fa,-135.8692,none,none
OffNeg_NC_066859.1_23863069_23862414_aligned.fa,-545.4045,none,none
OffPos_NC_066867.1_30271666_30271565_aligned.fa,-83.5454,none,none
OffPos_NC_066857.1_33503834_33503946_aligned.fa,-99.8389,none,none
OffNeg_NC_066865.1_3380248_3380898_aligned.fa,-466.9080,none,none
NC_066861.1_1390523_1390622_aligned.fa,-19.2312,none,none
