Name,Score,Label,Direction
NC_066858.1_23549004_23548266,0.99657,coding,forward
NC_066858.1_23554077_23554203,0.15637,noncoding,forward
NC_066858.1_23668236_23668048,0.5203,coding,forward
NC_066858.1_23876831_23876324,0.9944,coding,forward
NC_066858.1_23981922_23981833,0.3061,noncoding,reverse
NC_066858.1_24230416_24229521,0.99863,coding,forward
NC_066858.1_24236266_24236133,0.54458,coding,forward
NC_066858.1_24347644_24348145,0.99023,coding,forward
NC_066858.1_24403490_24403826,0.82189,coding,reverse
NC_066858.1_2452785_2452890,0.14431,noncoding,reverse
NC_066858.1_24920998_24920916,0.07285,noncoding,forward
NC_066858.1_25130003_25130146,0.12137,noncoding,forward
NC_066858.1_25393273_25393090,0.08101,noncoding,forward
NC_066858.1_25487001_25486815,0.93571,coding,forward
NC_066858.1_25601641_25601269,0.9131,coding,forward
NC_066858.1_25614664_25614799,0.75929,coding,reverse
NC_066858.1_25629437_25629122,0.81335,coding,forward
NC_066858.1_25691650_25691542,0.133,noncoding,reverse
NC_066858.1_25738125_25738043,0.34649,noncoding,reverse
NC_066858.1_25754406_25754198,0.90323,coding,forward
NC_066858.1_25795550_25795848,0.96516,coding,forward
NC_066858.1_26003271_26003435,0.02984,noncoding,forward
NC_066858.1_26160882_26161068,0.92144,coding,forward
NC_066858.1_2842933_2842740,0.44393,noncoding,reverse
NC_066858.1_3170850_3171101,0.96619,coding,forward
NC_066858.1_3209327_3209515,0.80706,coding,forward
NC_066858.1_4292571_4292454,0.61793,coding,reverse
NC_066858.1_5221045_5221127,0.4821,noncoding,forward
NC_066858.1_6623767_6623674,0.12691,noncoding,forward
NC_066858.1_7021138_7020761,0.99273,coding,forward
NC_066858.1_7825044_7825159,0.21747,noncoding,forward
NC_066858.1_7919889_7919998,0.19596,noncoding,reverse
NC_066858.1_834512_835181,0.99582,coding,forward
NC_066858.1_885561_884694,0.99735,coding,forward
NC_066858.1_931188_931330,0.29596,noncoding,reverse
NC_066858.1_9837735_9837954,0.53983,coding,forward
NC_066859.1_12981162_12981415,0.23554,noncoding,forward
NC_066859.1_1339814_1339685,0.08691,noncoding,reverse
NC_066859.1_14801442_14801903,0.99789,coding,forward
NC_066859.1_17689926_17690011,0.75085,coding,reverse
NC_066859.1_17747060_17747353,0.68127,coding,forward
NC_066859.1_1907693_1907849,0.75955,coding,reverse
NC_066859.1_1921438_1921861,0.97254,coding,forward
NC_066859.1_1973489_1973365,0.85327,coding,forward
NC_066859.1_20444867_20444705,0.96452,coding,forward
NC_066859.1_21526656_21526740,0.73453,coding,forward
NC_066859.1_21876360_21876570,0.33402,noncoding,reverse
NC_066859.1_22630173_22630258,0.52789,coding,reverse
NC_066859.1_23623046_23623164,0.43186,noncoding,forward
NC_066859.1_23863069_23862414,0.99468,coding,forward
NC_066859.1_24147605_24147773,0.4979,noncoding,reverse
NC_066859.1_2431320_2431230,0.39655,noncoding,reverse
NC_066859.1_24995669_24995397,0.46965,noncoding,forward
NC_066859.1_25155847_25156076,0.28285,noncoding,forward
NC_066859.1_25215761_25215655,0.61351,coding,forward
NC_066859.1_25225644_25225857,0.71645,coding,reverse
NC_066859.1_25245297_25245387,0.16372,noncoding,forward
NC_066859.1_25295289_25295520,0.53769,coding,reverse
NC_066859.1_25322141_25322034,0.49502,noncoding,forward
NC_066859.1_25392891_25392621,0.71894,coding,forward
NC_066859.1_25675436_25675617,0.8979,coding,reverse
NC_066859.1_25726130_25726332,0.6892,coding,forward
NC_066859.1_26336941_26336534,0.80837,coding,forward
NC_066859.1_26460431_26460340,0.65597,coding,reverse
NC_066859.1_26713402_26714068,0.95271,coding,forward
NC_066859.1_26757278_26756894,0.9909,coding,forward
NC_066859.1_26984136_26984019,0.74271,coding,forward
NC_066859.1_27295447_27295589,0.72642,coding,reverse
NC_066859.1_27801107_27801213,0.51965,coding,reverse
NC_066859.1_27865799_27865707,0.81932,coding,forward
NC_066859.1_28150038_28150236,0.20235,noncoding,forward
NC_066859.1_28195561_28196027,0.99865,coding,forward
NC_066859.1_28304321_28304150,0.87077,coding,forward
NC_066859.1_28491681_28491770,0.752,coding,reverse
NC_066859.1_28670913_28670825,0.83537,coding,reverse
NC_066859.1_28909699_28910094,0.99789,coding,forward
NC_066859.1_28927288_28927411,0.81197,coding,forward
NC_066859.1_29091823_29091712,0.23761,noncoding,reverse
NC_066859.1_29195777_29195563,0.78498,coding,reverse
NC_066859.1_29292708_29293462,0.99782,coding,forward
NC_066859.1_29680204_29679906,0.79812,coding,forward
NC_066859.1_29755824_29756328,0.99931,coding,forward
NC_066859.1_29811535_29811407,0.15342,noncoding,forward
NC_066859.1_30199164_30199068,0.34266,noncoding,reverse
NC_066859.1_30304556_30304643,0.79177,coding,reverse
NC_066859.1_30321755_30322142,0.54498,coding,reverse
NC_066859.1_30483707_30483600,0.03899,noncoding,forward
NC_066859.1_30732911_30733018,0.1139,noncoding,forward
NC_066859.1_30739541_30739381,0.27504,noncoding,reverse
NC_066859.1_30853640_30853819,0.63169,coding,forward
NC_066859.1_30860202_30860338,0.31965,noncoding,forward
NC_066859.1_461030_461180,0.12835,noncoding,forward
NC_066859.1_6141893_6141987,0.27149,noncoding,reverse
NC_066859.1_8294785_8294568,0.31513,noncoding,reverse
NC_066859.1_8940244_8940131,0.74181,coding,forward
NC_066859.1_9857881_9858064,0.92109,coding,forward
NC_066860.1_10205416_10205509,0.14911,noncoding,forward
NC_066860.1_1131575_1131461,0.74704,coding,forward
NC_066860.1_1246316_1246451,0.16764,noncoding,reverse
NC_066860.1_14576321_14576439,0.20744,noncoding,reverse
NC_066860.1_14610627_14610414,0.8304,coding,forward
NC_066860.1_14823941_14823796,0.76346,coding,reverse
NC_066860.1_14853282_14853601,0.14869,noncoding,reverse
NC_066860.1_15119532_15119653,0.33084,noncoding,forward
NC_066860.1_1549281_1549369,0.27013,noncoding,forward
NC_066860.1_16164179_16164097,0.16354,noncoding,reverse
NC_066860.1_16300990_16301139,0.72473,coding,reverse
NC_066860.1_16446906_16446815,0.25641,noncoding,forward
NC_066860.1_16745875_16745329,0.98695,coding,reverse
NC_066860.1_16754586_16755023,0.98887,coding,forward
NC_066860.1_16849246_16849549,0.96576,coding,forward
NC_066860.1_1866698_1866869,0.41451,noncoding,reverse
NC_066860.1_20468752_20468844,0.81537,coding,reverse
NC_066860.1_20863704_20863858,0.28369,noncoding,reverse
NC_066860.1_20864112_20864238,0.40521,noncoding,reverse
NC_066860.1_21129970_21130141,0.46029,noncoding,reverse
NC_066860.1_21522020_21522124,0.67933,coding,forward
NC_066860.1_21646642_21646557,0.25406,noncoding,reverse
NC_066860.1_2180362_2180647,0.93139,coding,forward
NC_066860.1_2196342_2196228,0.73258,coding,reverse
NC_066860.1_22006241_22006362,0.07627,noncoding,forward
NC_066860.1_2234500_2234372,0.17096,noncoding,forward
NC_066860.1_24385533_24386402,0.99786,coding,forward
NC_066860.1_2442124_2441983,0.73906,coding,reverse
NC_066860.1_24550866_24551126,0.90088,coding,forward
NC_066860.1_2464894_2465019,0.44124,noncoding,forward
NC_066860.1_2499234_2499453,0.84981,coding,forward
NC_066860.1_25209204_25209323,0.17056,noncoding,reverse
NC_066860.1_26554442_26554279,0.6708,coding,reverse
NC_066860.1_27337020_27336797,0.83454,coding,forward
NC_066860.1_2747657_2747545,0.22883,noncoding,forward
NC_066860.1_28218077_28217956,0.31774,noncoding,reverse
NC_066860.1_28744174_28744265,0.46968,noncoding,forward
NC_066860.1_28751789_28751639,0.8216,coding,forward
NC_066860.1_28947322_28947223,0.27837,noncoding,forward
NC_066860.1_28950489_28950380,0.23128,noncoding,reverse
NC_066860.1_28951806_28951700,0.31779,noncoding,reverse
NC_066860.1_28970275_28970172,0.13324,noncoding,forward
NC_066860.1_29350410_29350746,0.63117,coding,reverse
NC_066860.1_29377379_29377100,0.98631,coding,forward
NC_066860.1_29553587_29553477,0.3847,noncoding,forward
NC_066860.1_29869304_29869392,0.54131,coding,reverse
NC_066860.1_29930008_29930172,0.27203,noncoding,forward
NC_066860.1_29945182_29945098,0.69374,coding,forward
NC_066860.1_30125093_30125343,0.83514,coding,reverse
NC_066860.1_30149316_30149118,0.54557,coding,forward
NC_066860.1_30281884_30282514,0.99317,coding,forward
NC_066860.1_3033397_3033497,0.48003,noncoding,reverse
NC_066860.1_3041480_3041642,0.12257,noncoding,reverse
NC_066860.1_30455495_30455402,0.34176,noncoding,reverse
NC_066860.1_30554004_30554196,0.30694,noncoding,forward
NC_066860.1_30575059_30575201,0.33102,noncoding,reverse
NC_066860.1_30602796_30602346,0.58671,coding,forward
NC_066860.1_30620626_30620469,0.15812,noncoding,forward
NC_066860.1_3069323_3069673,0.97905,coding,forward
NC_066860.1_30767774_30767614,0.14508,noncoding,forward
NC_066860.1_31462050_31461742,0.14529,noncoding,forward
NC_066860.1_31652039_31651924,0.44309,noncoding,reverse
NC_066860.1_31778830_31778688,0.58128,coding,forward
NC_066860.1_31885383_31885223,0.93575,coding,forward
NC_066860.1_31888328_31888428,0.07878,noncoding,forward
NC_066860.1_31893630_31893845,0.89167,coding,forward
NC_066860.1_32066358_32066129,0.1687,noncoding,forward
NC_066860.1_32257915_32257802,0.76414,coding,forward
NC_066860.1_32300085_32299998,0.74088,coding,reverse
NC_066860.1_32393868_32393650,0.20354,noncoding,forward
NC_066860.1_32611438_32611537,0.08528,noncoding,reverse
NC_066860.1_3295847_3296114,0.11704,noncoding,reverse
NC_066860.1_33008819_33008046,0.98876,coding,forward
NC_066860.1_33082293_33082203,0.63998,coding,forward
NC_066860.1_33128628_33128343,0.96329,coding,forward
NC_066860.1_33140020_33139924,0.17639,noncoding,reverse
NC_066860.1_33176407_33176306,0.28267,noncoding,forward
NC_066860.1_33345184_33344647,0.98951,coding,forward
NC_066860.1_33412163_33412329,0.12593,noncoding,forward
NC_066860.1_33755534_33755898,0.6268,coding,forward
NC_066860.1_33758134_33758041,0.11971,noncoding,forward
NC_066860.1_34027788_34027980,0.45777,noncoding,forward
NC_066860.1_34187759_34187652,0.38266,noncoding,reverse
NC_066860.1_34206039_34205906,0.52296,coding,forward
NC_066860.1_3431512_3431668,0.10102,noncoding,forward
NC_066860.1_3432735_3432833,0.10398,noncoding,reverse
NC_066860.1_34373751_34374348,0.99134,coding,forward
NC_066860.1_34603580_34603743,0.72139,coding,reverse
NC_066860.1_34675509_34675400,0.63025,coding,reverse
NC_066860.1_34752710_34752843,0.56579,coding,forward
NC_066860.1_3483753_3483917,0.85754,coding,forward
NC_066860.1_3752353_3752242,0.29787,noncoding,forward
NC_066860.1_3898752_3898653,0.3239,noncoding,reverse
NC_066860.1_3902482_3902331,0.45383,noncoding,forward
NC_066860.1_452513_452630,0.75227,coding,reverse
NC_066860.1_456612_456704,0.11203,noncoding,forward
NC_066860.1_5022757_5022838,0.83737,coding,reverse
NC_066860.1_5041590_5041492,0.6328,coding,reverse
NC_066860.1_5466045_5466138,0.06441,noncoding,reverse
NC_066860.1_892066_891133,0.99443,coding,forward
NC_066860.1_921237_921096,0.94185,coding,reverse
NC_066860.1_929702_930619,0.99916,coding,forward
NC_066860.1_9497183_9497050,0.60045,coding,forward
NC_066860.1_9831721_9831848,0.49648,noncoding,forward
NC_066861.1_1001201_1001393,0.85804,coding,forward
NC_066861.1_10569546_10569945,0.99196,coding,forward
NC_066861.1_10575830_10575956,0.33267,noncoding,forward
NC_066861.1_10908153_10907976,0.4409,noncoding,forward
NC_066861.1_11382963_11382802,0.37627,noncoding,forward
NC_066861.1_1190639_1190831,0.68495,coding,forward
NC_066861.1_1237161_1237400,0.94703,coding,forward
NC_066861.1_1387705_1387584,0.87761,coding,reverse
NC_066861.1_1390523_1390622,0.56366,coding,reverse
NC_066861.1_14456527_14456834,0.17235,noncoding,reverse
NC_066861.1_15096820_15096605,0.91383,coding,forward
NC_066861.1_1579645_1579396,0.96134,coding,forward
NC_066861.1_16212522_16212647,0.3068,noncoding,reverse
NC_066861.1_1636361_1636235,0.77179,coding,forward
NC_066861.1_17520906_17520775,0.5836,coding,forward
NC_066861.1_19022250_19022403,0.76505,coding,reverse
NC_066861.1_1955160_1955420,0.42646,noncoding,forward
NC_066861.1_19883350_19883974,0.99819,coding,forward
NC_066861.1_20262149_20262316,0.48102,noncoding,reverse
NC_066861.1_20794168_20794030,0.58245,coding,reverse
NC_066861.1_21008131_21007986,0.69844,coding,reverse
NC_066861.1_21014471_21014564,0.08889,noncoding,reverse
NC_066861.1_21036446_21036323,0.74362,coding,reverse
NC_066861.1_2113227_2112836,0.99594,coding,forward
NC_066861.1_2194351_2194072,0.82184,coding,forward
NC_066861.1_22355032_22355327,0.30686,noncoding,forward
NC_066861.1_22371226_22370908,0.67645,coding,forward
NC_066861.1_22382567_22382476,0.68958,coding,forward
NC_066861.1_2281085_2280999,0.26374,noncoding,reverse
NC_066861.1_23246001_23245836,0.89217,coding,forward
NC_066861.1_23837572_23837654,0.06433,noncoding,reverse
NC_066861.1_24767611_24767705,0.11358,noncoding,forward
NC_066861.1_24865789_24865653,0.17457,noncoding,reverse
NC_066861.1_24904879_24904694,0.7863,coding,forward
NC_066861.1_25710142_25709969,0.55422,coding,forward
NC_066861.1_25923769_25923462,0.97474,coding,forward
NC_066861.1_26026579_26026045,0.99608,coding,forward
NC_066861.1_26098000_26098099,0.23299,noncoding,forward
NC_066861.1_26175215_26175340,0.65527,coding,forward
NC_066861.1_26285292_26285031,0.85229,coding,forward
NC_066861.1_26338499_26338264,0.3739,noncoding,forward
NC_066861.1_264692_264839,0.14767,noncoding,forward
NC_066861.1_26476075_26475913,0.69153,coding,reverse
NC_066861.1_26611797_26612383,0.99875,coding,forward
NC_066861.1_27671048_27670891,0.5259,coding,forward
NC_066861.1_27687460_27687351,0.09862,noncoding,reverse
NC_066861.1_27924526_27924178,0.99057,coding,forward
NC_066861.1_2801202_2801085,0.33976,noncoding,reverse
NC_066861.1_28292228_28292104,0.48407,noncoding,forward
NC_066861.1_28298167_28298057,0.196,noncoding,forward
NC_066861.1_28403291_28403588,0.8495,coding,forward
NC_066861.1_28411871_28411974,0.48519,noncoding,reverse
NC_066861.1_28695451_28695701,0.97805,coding,forward
NC_066861.1_29095128_29094990,0.08274,noncoding,reverse
NC_066861.1_29097844_29097673,0.16636,noncoding,reverse
NC_066861.1_29165585_29165411,0.80868,coding,forward
NC_066861.1_29617655_29618159,0.99802,coding,forward
NC_066861.1_29966253_29965623,0.99039,coding,forward
NC_066861.1_29975784_29975700,0.82024,coding,reverse
NC_066861.1_30106968_30106852,0.1344,noncoding,forward
NC_066861.1_30180440_30180351,0.46581,noncoding,reverse
NC_066861.1_3152638_3152550,0.14474,noncoding,reverse
NC_066861.1_3530470_3530359,0.24137,noncoding,reverse
NC_066861.1_3579800_3579569,0.81624,coding,forward
NC_066861.1_3753908_3754036,0.08766,noncoding,reverse
NC_066861.1_3931843_3931703,0.50992,coding,forward
NC_066861.1_4030658_4030794,0.61974,coding,forward
NC_066861.1_4083279_4083405,0.18722,noncoding,reverse
NC_066861.1_4846674_4846584,0.26423,noncoding,forward
NC_066861.1_494556_494651,0.0571,noncoding,forward
NC_066861.1_495167_495293,0.37134,noncoding,reverse
NC_066861.1_5612262_5612173,0.22305,noncoding,forward
NC_066861.1_582589_582457,0.67726,coding,forward
NC_066861.1_6069781_6069883,0.58293,coding,reverse
NC_066861.1_617348_617705,0.99856,coding,forward
NC_066861.1_628133_627782,0.8662,coding,forward
NC_066861.1_8707605_8707517,0.49992,noncoding,reverse
NC_066861.1_887587_887889,0.95756,coding,forward
NC_066861.1_887981_888248,0.51099000000000006,coding,forward
NC_066862.1_1024680_1024846,0.4368,noncoding,forward
NC_066862.1_1086371_1086542,0.80768,coding,forward
NC_066862.1_11180251_11180167,0.70337,coding,reverse
NC_066862.1_12138413_12138534,0.9592,coding,forward
NC_066862.1_1313401_1313230,0.47945,noncoding,reverse
NC_066862.1_1353638_1353792,0.14309,noncoding,forward
NC_066862.1_1407235_1407830,0.99894,coding,forward
NC_066862.1_14487277_14487049,0.68974,coding,forward
NC_066862.1_14488204_14488100,0.38825,noncoding,reverse
NC_066862.1_1464544_1464735,0.91537,coding,forward
NC_066862.1_1492658_1492534,0.39429,noncoding,reverse
NC_066862.1_1494404_1494319,0.48939,noncoding,forward
NC_066862.1_1538036_1537856,0.5907,coding,forward
NC_066862.1_1596621_1596502,0.90461,coding,forward
NC_066862.1_15969590_15969453,0.81575,coding,reverse
NC_066862.1_16300976_16300740,0.16533,noncoding,forward
NC_066862.1_16685991_16686182,0.76205,coding,reverse
NC_066862.1_1749399_1749524,0.22312,noncoding,reverse
NC_066862.1_1844780_1844867,0.22351,noncoding,reverse
NC_066862.1_1854519_1854618,0.17944,noncoding,reverse
NC_066862.1_18760318_18760155,0.36605,noncoding,forward
NC_066862.1_18778458_18778328,0.63887,coding,reverse
NC_066862.1_19325686_19325590,0.34083,noncoding,reverse
NC_066862.1_1940061_1940189,0.1013,noncoding,forward
NC_066862.1_1991627_1991479,0.27125,noncoding,reverse
NC_066862.1_20374449_20374580,0.2946,noncoding,forward
NC_066862.1_2093819_2093675,0.15062999999999999,noncoding,forward
NC_066862.1_2248193_2248088,0.17324,noncoding,forward
NC_066862.1_2297874_2298094,0.3176,noncoding,forward
NC_066862.1_2330618_2330510,0.31253,noncoding,forward
NC_066862.1_24072697_24072613,0.15203,noncoding,forward
NC_066862.1_24372903_24373520,0.52948,coding,forward
NC_066862.1_2449312_2450455,0.99986,coding,forward
NC_066862.1_2473307_2473460,0.18039,noncoding,reverse
NC_066862.1_2480241_2479854,0.80614,coding,reverse
NC_066862.1_25374785_25374540,0.06405,noncoding,forward
NC_066862.1_25418999_25419155,0.2346,noncoding,forward
NC_066862.1_26032377_26032506,0.07692,noncoding,forward
NC_066862.1_26297256_26297161,0.10362,noncoding,forward
NC_066862.1_2661898_2661701,0.70317,coding,reverse
NC_066862.1_26802250_26802148,0.15956,noncoding,forward
NC_066862.1_27396729_27396858,0.33779,noncoding,forward
NC_066862.1_27437284_27437431,0.74642,coding,reverse
NC_066862.1_27501794_27501705,0.53678,coding,reverse
NC_066862.1_27595570_27595474,0.47441,noncoding,forward
NC_066862.1_27661107_27661005,0.21585,noncoding,forward
NC_066862.1_2769623_2769541,0.34011,noncoding,forward
NC_066862.1_277688_277526,0.26526,noncoding,forward
NC_066862.1_27834820_27834647,0.80964,coding,forward
NC_066862.1_28154057_28154272,0.65218,coding,forward
NC_066862.1_28213815_28213713,0.05999,noncoding,forward
NC_066862.1_28309187_28308950,0.93883,coding,forward
NC_066862.1_28631493_28631757,0.8625,coding,forward
NC_066862.1_28810306_28810480,0.41344,noncoding,reverse
NC_066862.1_28846031_28846157,0.15847,noncoding,forward
NC_066862.1_28901195_28901566,0.81525,coding,forward
NC_066862.1_29200424_29200293,0.49866,noncoding,forward
NC_066862.1_2999887_2999659,0.39291,noncoding,forward
NC_066862.1_30038624_30038760,0.76627,coding,forward
NC_066862.1_30055889_30055991,0.34709,noncoding,reverse
NC_066862.1_30487498_30487594,0.58905,coding,forward
NC_066862.1_30505048_30504726,0.98318,coding,forward
NC_066862.1_30925296_30925164,0.90817,coding,forward
NC_066862.1_31142465_31142273,0.77846,coding,reverse
NC_066862.1_31189205_31189036,0.32088,noncoding,reverse
NC_066862.1_31511230_31511415,0.69001,coding,reverse
NC_066862.1_31675097_31674973,0.79774,coding,reverse
NC_066862.1_3187195_3187062,0.1482,noncoding,forward
NC_066862.1_31932310_31932440,0.79119,coding,forward
NC_066862.1_3207526_3207308,0.92393,coding,forward
NC_066862.1_32205581_32205320,0.89742,coding,reverse
NC_066862.1_34466150_34466244,0.16765,noncoding,forward
NC_066862.1_3576111_3576001,0.35764,noncoding,reverse
