Name,Score,Start,End,Pval
NC_066862.1_28901195_28901566_Cucumis_melo,185.190,76,462,0.000e+00
OffNeg_NC_066857.1_23377299_23377569_Cucumis_melo,2.706,77,85,0.868
NC_066860.1_2180362_2180647_Cucumis_melo,64.107,77,379,1.991e-12
NC_066867.1_9925407_9925505_Cucumis_melo,23.980,77,196,0.002
OffNeg_NC_066868.1_14847063_14847223_Cucumis_melo,6.523,239,298,0.968
OffNeg_NC_066863.1_6809732_6810014_Cucumis_melo,5.461,109,120,0.921
NC_066864.1_4766181_4766027_Cucumis_melo,58.134,76,234,1.422e-12
OffNeg_NC_066859.1_27865799_27865707_Cucumis_melo,14.158,65,97,0.007
NC_066862.1_7900203_7900343_Cucumis_melo,31.433,68,235,1.557e-05
OffPos_NC_066860.1_33008819_33008046_Cucumis_melo,5.218,541,564,0.296
NC_066866.1_1037010_1037195_Cucumis_melo,88.293,77,280,0.000e+00
OffPos_NC_066865.1_24024699_24024576_Cucumis_melo,4.685,64,72,0.999
NC_066865.1_24281261_24281019_Cucumis_melo,60.906,69,308,7.772e-16
NC_066859.1_24147605_24147773_Cucumis_melo,8.186,298,318,0.816
OffNeg_NC_066864.1_26691391_26691615_Cucumis_melo,3.747,333,347,0.838
OffPos_NC_066864.1_411189_411035_Cucumis_melo,7.087,108,122,0.990
OffNeg_NC_066864.1_33139978_33140355_Cucumis_melo,5.142,272,283,0.361
OffPos_NC_066862.1_985752_985528_Cucumis_melo,2.698,49,63,0.912
OffPos_NC_066857.1_31835027_31834910_Cucumis_melo,4.281,97,108,0.660
NC_066862.1_1407235_1407830_Cucumis_melo,79.362,75,662,0.000e+00
OffNeg_NC_066862.1_2999887_2999659_Cucumis_melo,5.237,333,344,0.656
NC_066864.1_5148867_5148962_Cucumis_melo,11.822,10,51,0.268
NC_066862.1_15969590_15969453_Cucumis_melo,17.291,82,189,0.058
NC_066860.1_2234500_2234372_Cucumis_melo,36.834,73,219,1.388e-09
OffPos_NC_066861.1_15096820_15096605_Cucumis_melo,10.395,185,193,0.764
OffNeg_NC_066868.1_22710524_22709885_Cucumis_melo,7.468,286,393,0.933
NC_066864.1_3579533_3579274_Cucumis_melo,101.636,74,340,0.000e+00
OffPos_NC_066860.1_28218077_28217956_Cucumis_melo,9.150,106,162,0.142
OffNeg_NC_066865.1_9182648_9182558_Cucumis_melo,4.750,98,130,0.997
OffNeg_NC_066867.1_20758752_20758470_Cucumis_melo,8.063,309,329,0.885
OffPos_NC_066862.1_2093819_2093675_Cucumis_melo,2.556,243,251,0.920
NC_066859.1_28304321_28304150_Cucumis_melo,78.917,70,252,0.000e+00
OffPos_NC_066861.1_29966253_29965623_Cucumis_melo,7.081,67,78,0.157
NC_066862.1_31675097_31674973_Cucumis_melo,61.633,74,196,0.000e+00
OffPos_NC_066866.1_3586772_3587030_Cucumis_melo,6.897,141,161,0.094
OffNeg_NC_066868.1_13515667_13515771_Cucumis_melo,6.409,8,25,0.624
OffPos_NC_066858.1_15178087_15177582,0,0,0,1
OffPos_NC_066861.1_30180440_30180351,0,0,0,1
OffNeg_NC_066863.1_24071566_24070930_Cucumis_melo,4.417,649,657,0.368
OffNeg_NC_066862.1_31511230_31511415_Cucumis_melo,10.369,8,19,0.533
NC_066864.1_5472725_5472602_Cucumis_melo,62.978,76,204,1.110e-16
OffNeg_NC_066859.1_28491681_28491770_Cucumis_melo,8.623,139,174,0.555
NC_066862.1_26802250_26802148_Cucumis_melo,29.823,62,169,1.231e-06
NC_066867.1_20996942_20997052_Cucumis_melo,10.532,71,229,0.579
OffPos_NC_066861.1_23837572_23837654_Cucumis_melo,82.807,3,224,2.191e-09
OffPos_NC_066857.1_31435156_31435033_Cucumis_melo,2.114,65,76,0.834
OffNeg_NC_066868.1_9194572_9194143_Cucumis_melo,5.049,91,111,0.722
OffPos_NC_066859.1_30739541_30739381_Cucumis_melo,9.847,158,184,0.221
OffNeg_NC_066863.1_257142_256584_Cucumis_melo,5.073,114,140,0.254
OffNeg_NC_066867.1_27671295_27671390_Cucumis_melo,12.695,180,227,0.153
OffPos_NC_066857.1_35486963_35487163_Cucumis_melo,5.907,285,305,0.604
OffPos_NC_066864.1_8152514_8152748_Cucumis_melo,7.089,305,322,0.130
OffPos_NC_066868.1_25595296_25595413_Cucumis_melo,7.088,118,159,0.979
OffPos_NC_066857.1_11401730_11401630_Cucumis_melo,16.939,63,143,0.078
OffNeg_NC_066859.1_12981162_12981415_Cucumis_melo,9.947,223,309,0.351
NC_066859.1_1907693_1907849_Cucumis_melo,56.297,77,229,3.886e-14
NC_066868.1_23525598_23525512_Cucumis_melo,25.442,73,171,1.176e-05
OffNeg_NC_066865.1_21978832_21979380_Cucumis_melo,5.554,475,495,0.186
OffNeg_NC_066862.1_4303888_4303975_Cucumis_melo,11.818,4,42,0.028
NC_066867.1_31255365_31255023_Cucumis_melo,152.449,61,417,0.000e+00
OffPos_NC_066861.1_8707605_8707517_Cucumis_melo,8.839,215,238,0.012
OffNeg_NC_066862.1_18778458_18778328_Cucumis_melo,8.310,134,154,0.974
NC_066863.1_25203537_25203421_Cucumis_melo,17.777,61,195,0.011
OffPos_NC_066866.1_4915355_4915441_Cucumis_melo,9.657,85,99,0.515
OffNeg_NC_066863.1_25365681_25366104_Cucumis_melo,3.719,5,13,0.661
OffNeg_NC_066866.1_5161564_5161456_Cucumis_melo,7.045,241,252,0.593
NC_066863.1_4172735_4173048_Cucumis_melo,64.845,80,397,1.384e-10
NC_066863.1_21091464_21091623_Cucumis_melo,67.273,77,241,0.000e+00
OffPos_NC_066866.1_27695362_27695575_Cucumis_melo,9.162,47,61,0.954
OffNeg_NC_066857.1_36746345_36746458_Cucumis_melo,8.400,126,215,0.477
OffNeg_NC_066860.1_5041590_5041492_Cucumis_melo,7.949,81,101,0.794
OffNeg_NC_066867.1_31690411_31690521_Cucumis_melo,13.657,66,125,0.144
NC_066864.1_31934959_31935040_Cucumis_melo,26.036,53,169,0.004
OffPos_NC_066862.1_1991627_1991479_Cucumis_melo,4.355,58,66,0.213
OffPos_NC_066861.1_3530470_3530359_Cucumis_melo,2.566,109,117,0.862
NC_066860.1_10205416_10205509_Cucumis_melo,41.043,74,178,1.143e-09
OffNeg_NC_066859.1_28195561_28196027_Cucumis_melo,4.494,130,141,0.818
NC_066857.1_37654047_37653915_Cucumis_melo,24.101,73,216,3.923e-04
OffPos_NC_066867.1_2456804_2456567_Cucumis_melo,4.981,123,155,0.454
OffNeg_NC_066861.1_28695451_28695701_Cucumis_melo,2.831,287,298,0.857
NC_066857.1_9729347_9729433_Cucumis_melo,16.990,7,102,0.194
OffNeg_NC_066863.1_25508507_25508630_Cucumis_melo,7.709,12,38,0.880
OffPos_NC_066865.1_24337632_24337715_Cucumis_melo,5.235,57,71,0.534
OffPos_NC_066859.1_24995669_24995397_Cucumis_melo,3.218,302,313,0.910
OffNeg_NC_066859.1_26460431_26460340_Cucumis_melo,6.319,114,146,0.051
OffNeg_NC_066859.1_29811535_29811407_Cucumis_melo,3.452,192,209,0.999
OffPos_NC_066858.1_19194719_19194471_Cucumis_melo,21.675,65,262,0.021
OffNeg_NC_066862.1_2661898_2661701_Cucumis_melo,5.149,40,54,0.357
OffPos_NC_066857.1_34037083_34036989,0,0,0,1
NC_066858.1_13587818_13587713_Cucumis_melo,37.901,76,174,1.080e-11
OffNeg_NC_066865.1_1172151_1172069_Cucumis_melo,2.200,33,41,0.763
OffNeg_NC_066858.1_24347644_24348145_Cucumis_melo,5.553,143,175,0.447
OffPos_NC_066858.1_2106042_2105351_Cucumis_melo,4.703,210,233,0.156
NC_066857.1_34442833_34442593_Cucumis_melo,51.156,58,306,1.074e-11
NC_066865.1_15899685_15899866_Cucumis_melo,41.330,86,253,2.466e-10
OffPos_NC_066860.1_1131575_1131461_Cucumis_melo,5.799,88,108,0.053
OffPos_NC_066865.1_4729878_4730151_Cucumis_melo,6.849,94,117,0.158
OffNeg_NC_066865.1_21911443_21911300_Cucumis_melo,11.944,212,229,0.386
OffPos_NC_066858.1_11898567_11898672,0,0,0,1
NC_066863.1_13247674_13247792_Cucumis_melo,20.707,66,230,0.005
NC_066867.1_1850572_1850378_Cucumis_melo,6.571,320,337,0.859
NC_066859.1_9857881_9858064_Cucumis_melo,70.541,77,274,1.221e-15
OffNeg_NC_066867.1_32362756_32362433_Cucumis_melo,4.460,32,46,0.441
OffPos_NC_066868.1_15811877_15811777_Cucumis_melo,12.755,29,70,0.418
OffNeg_NC_066866.1_23327376_23327494_Cucumis_melo,9.425,178,213,0.770
OffPos_NC_066859.1_29091823_29091712_Cucumis_melo,9.705,139,186,0.011
NC_066863.1_27491055_27491184_Cucumis_melo,38.062,71,214,4.489e-09
OffPos_NC_066868.1_22956720_22956558_Cucumis_melo,5.257,222,233,0.640
OffPos_NC_066863.1_4998286_4998415_Cucumis_melo,8.211,73,141,0.641
NC_066858.1_1163254_1163350_Cucumis_melo,35.350,74,175,4.763e-06
NC_066857.1_1519602_1519505_Cucumis_melo,3.999,232,240,0.978
OffPos_NC_066868.1_19242284_19242426_Cucumis_melo,4.641,109,126,0.413
NC_066867.1_26825321_26825583_Cucumis_melo,67.091,77,349,5.085e-14
NC_066860.1_921237_921096_Cucumis_melo,38.252,69,221,1.106e-08
OffNeg_NC_066858.1_21648108_21648370_Cucumis_melo,6.233,362,373,0.422
OffNeg_NC_066862.1_16685991_16686182,0,0,0,1
OffPos_NC_066865.1_11264435_11264583_Cucumis_melo,10.825,211,234,0.100
NC_066865.1_25214897_25214454_Cucumis_melo,144.400,75,515,0.000e+00
NC_066858.1_23981922_23981833_Cucumis_melo,33.270,67,180,4.369e-09
OffPos_NC_066866.1_6601987_6602304_Cucumis_melo,4.432,9,23,0.217
OffNeg_NC_066864.1_383656_382690_Cucumis_melo,4.398,857,877,0.392
NC_066863.1_28147043_28147914_Cucumis_melo,405.421,75,896,0.000e+00
OffPos_NC_066868.1_20800952_20800827_Cucumis_melo,6.009,228,236,0.797
OffPos_NC_066861.1_1001201_1001393_Cucumis_melo,3.124,149,163,0.654
NC_066863.1_2664149_2664243_Cucumis_melo,26.927,77,184,2.385e-07
OffNeg_NC_066862.1_6271493_6271797_Cucumis_melo,10.896,95,124,0.684
OffPos_NC_066867.1_27162008_27162104_Cucumis_melo,3.829,87,122,0.965
NC_066860.1_32257915_32257802_Cucumis_melo,46.810,48,197,6.198e-10
OffPos_NC_066863.1_27895188_27895488_Cucumis_melo,3.392,373,381,0.615
OffPos_NC_066861.1_11382963_11382802_Cucumis_melo,6.758,108,122,0.826
OffPos_NC_066866.1_809483_809392_Cucumis_melo,8.508,136,153,0.314
NC_066868.1_24139442_24139589_Cucumis_melo,36.193,74,241,0.005
OffNeg_NC_066857.1_32712614_32712476_Cucumis_melo,6.773,47,58,0.440
OffPos_NC_066868.1_6171204_6171333,0,0,0,1
OffPos_NC_066865.1_23797384_23797803_Cucumis_melo,3.185,263,271,0.701
OffNeg_NC_066865.1_800720_799975_Cucumis_melo,4.930,203,217,0.648
NC_066863.1_16719158_16719065_Cucumis_melo,14.733,85,177,0.003
OffNeg_NC_066866.1_215890_215224_Cucumis_melo,3.864,569,577,0.614
OffPos_NC_066858.1_23668236_23668048_Cucumis_melo,9.270,134,151,0.705
OffNeg_NC_066861.1_24904879_24904694_Cucumis_melo,13.192,167,256,0.086
OffNeg_NC_066859.1_26757278_26756894_Cucumis_melo,4.461,248,259,0.525
OffPos_NC_066863.1_27234444_27234536_Cucumis_melo,9.810,137,160,0.484
OffNeg_NC_066868.1_8244878_8245019_Cucumis_melo,9.829,155,232,0.210
OffNeg_NC_066864.1_3350470_3350239_Cucumis_melo,2.647,190,204,0.850
OffNeg_NC_066861.1_1579645_1579396_Cucumis_melo,4.166,311,322,0.485
NC_066861.1_4846674_4846584_Cucumis_melo,12.660,95,199,0.200
OffPos_NC_066857.1_962533_962323_Cucumis_melo,3.502,235,243,0.676
NC_066859.1_21526656_21526740_Cucumis_melo,24.768,77,154,2.672e-07
OffNeg_NC_066859.1_30860202_30860338_Cucumis_melo,11.271,156,230,0.315
OffPos_NC_066867.1_27996898_27996753_Cucumis_melo,12.815,57,89,0.092
OffNeg_NC_066858.1_162480_162579_Cucumis_melo,8.717,195,233,0.574
NC_066860.1_28744174_28744265_Cucumis_melo,17.333,71,160,0.001
OffPos_NC_066862.1_1313401_1313230_Cucumis_melo,3.760,33,41,0.672
NC_066864.1_8073053_8072933_Cucumis_melo,20.494,73,177,3.365e-05
OffNeg_NC_066860.1_2196342_2196228_Cucumis_melo,10.527,137,199,0.613
OffNeg_NC_066868.1_13251750_13251989_Cucumis_melo,4.673,310,321,0.639
OffNeg_NC_066865.1_2034038_2033885_Cucumis_melo,3.207,20,28,0.680
NC_066864.1_6789884_6789538_Cucumis_melo,156.110,71,427,0.000e+00
OffPos_NC_066867.1_30564075_30563978_Cucumis_melo,5.599,120,134,0.689
OffNeg_NC_066868.1_18200909_18200996_Cucumis_melo,8.072,220,231,0.745
OffNeg_NC_066861.1_21008131_21007986_Cucumis_melo,9.557,155,229,0.385
NC_066860.1_32300085_32299998_Cucumis_melo,27.662,75,167,3.689e-05
NC_066860.1_21646642_21646557_Cucumis_melo,33.319,74,178,1.514e-12
NC_066859.1_25155847_25156076_Cucumis_melo,119.669,76,312,0.000e+00
OffPos_NC_066866.1_10115418_10115290_Cucumis_melo,26.677,121,201,3.972e-06
NC_066864.1_6650335_6650428_Cucumis_melo,26.431,59,172,1.093e-05
OffNeg_NC_066860.1_14823941_14823796_Cucumis_melo,8.349,56,76,0.374
OffNeg_NC_066865.1_3382692_3382881_Cucumis_melo,4.648,254,286,0.593
OffNeg_NC_066867.1_29141542_29141725_Cucumis_melo,10.479,193,231,0.505
OffPos_NC_066864.1_4978591_4978681_Cucumis_melo,7.909,2,175,0.471
OffNeg_NC_066859.1_8940244_8940131,0,0,0,1
OffPos_NC_066859.1_14801442_14801903_Cucumis_melo,6.918,3,17,0.468
NC_066862.1_8609489_8609389_Cucumis_melo,18.580,37,177,0.003
OffNeg_NC_066868.1_25759461_25759624_Cucumis_melo,5.983,164,190,0.922
OffPos_NC_066862.1_34466150_34466244_Cucumis_melo,8.994,51,89,0.210
OffNeg_NC_066863.1_28109586_28109072_Cucumis_melo,4.920,157,171,0.171
NC_066865.1_3382692_3382881_Cucumis_melo,55.617,74,262,7.136e-11
OffNeg_NC_066864.1_6650335_6650428_Cucumis_melo,3.876,81,104,0.364
NC_066859.1_8940244_8940131_Cucumis_melo,68.365,76,192,0.000e+00
OffNeg_NC_066862.1_8609489_8609389_Cucumis_melo,9.210,206,250,0.038
NC_066865.1_2034038_2033885_Cucumis_melo,23.985,73,246,5.996e-04
OffPos_NC_066861.1_27924526_27924178_Cucumis_melo,5.353,243,257,0.919
OffNeg_NC_066864.1_6789884_6789538_Cucumis_melo,6.546,462,476,0.047
OffPos_NC_066865.1_24117211_24117128_Cucumis_melo,7.739,100,159,0.627
NC_066863.1_28267823_28267910_Cucumis_melo,29.387,74,157,1.469e-07
OffNeg_NC_066857.1_307584_307766_Cucumis_melo,8.167,147,230,0.792
NC_066857.1_30803104_30803016_Cucumis_melo,16.760,70,129,0.040
OffPos_NC_066866.1_292742_293020_Cucumis_melo,4.337,259,282,0.492
OffNeg_NC_066864.1_8073053_8072933_Cucumis_melo,3.961,214,228,0.748
NC_066860.1_2196342_2196228_Cucumis_melo,22.465,70,180,4.216e-04
OffPos_NC_066858.1_17263152_17263582_Cucumis_melo,11.475,275,301,0.978
NC_066865.1_22270853_22270988_Cucumis_melo,38.946,65,214,1.913e-07
OffPos_NC_066860.1_3483753_3483917_Cucumis_melo,6.394,271,294,0.906
OffPos_NC_066865.1_23271740_23271858_Cucumis_melo,2.944,28,36,0.848
OffPos_NC_066868.1_27576255_27576361,0,0,0,1
OffPos_NC_066860.1_31462050_31461742_Cucumis_melo,4.229,294,302,0.427
OffNeg_NC_066867.1_27348439_27348295_Cucumis_melo,6.609,112,132,0.675
NC_066860.1_30125093_30125343_Cucumis_melo,7.896,148,162,0.692
NC_066865.1_13176188_13176100_Cucumis_melo,44.248,74,163,6.836e-11
NC_066868.1_8244878_8245019_Cucumis_melo,20.533,56,235,0.003
OffPos_NC_066858.1_1851849_1851965_Cucumis_melo,4.036,128,142,0.655
NC_066864.1_3350470_3350239_Cucumis_melo,12.982,1,183,0.182
OffPos_NC_066865.1_1731799_1731669_Cucumis_melo,6.054,78,119,0.918
NC_066861.1_1579645_1579396_Cucumis_melo,115.472,70,354,0.000e+00
OffNeg_NC_066861.1_4846674_4846584,0,0,0,1
OffNeg_NC_066860.1_22006241_22006362,0,0,0,1
OffNeg_NC_066863.1_27898487_27898654_Cucumis_melo,2.194,88,96,0.943
OffNeg_NC_066864.1_30741475_30740650_Cucumis_melo,3.883,56,70,0.967
NC_066862.1_28309187_28308950_Cucumis_melo,131.053,76,318,0.000e+00
NC_066857.1_28952234_28952411_Cucumis_melo,36.726,71,271,5.814e-06
NC_066862.1_6271493_6271797_Cucumis_melo,121.289,54,386,0.000e+00
OffNeg_NC_066863.1_2664149_2664243_Cucumis_melo,13.066,98,145,0.377
OffPos_NC_066867.1_23723352_23723440_Cucumis_melo,46.773,41,238,4.460e-11
NC_066867.1_30005963_30006181_Cucumis_melo,51.207,52,270,7.170e-06
OffPos_NC_066868.1_27026467_27026314_Cucumis_melo,3.304,8,16,0.999
OffNeg_NC_066864.1_22698827_22698618_Cucumis_melo,7.110,9,26,0.576
OffPos_NC_066859.1_27801107_27801213_Cucumis_melo,12.930,56,82,0.165
OffPos_NC_066865.1_2369507_2369633_Cucumis_melo,18.279,43,144,0.030
OffNeg_NC_066863.1_25335992_25335248_Cucumis_melo,3.575,123,131,0.769
OffNeg_NC_066865.1_22488003_22487892_Cucumis_melo,3.714,239,256,0.932
OffPos_NC_066862.1_7307143_7306882_Cucumis_melo,3.705,257,271,0.447
OffNeg_NC_066858.1_834512_835181_Cucumis_melo,6.660,542,577,0.537
OffPos_NC_066865.1_1280009_1279874_Cucumis_melo,13.971,244,279,0.110
OffNeg_NC_066857.1_34761952_34761869_Cucumis_melo,8.572,208,216,0.534
OffPos_NC_066863.1_197305_197125,0,0,0,1
OffPos_NC_066862.1_26297256_26297161_Cucumis_melo,13.177,132,182,0.474
OffNeg_NC_066861.1_28292228_28292104,0,0,0,1
OffPos_NC_066863.1_16182272_16182374_Cucumis_melo,12.116,159,188,3.185e-04
OffPos_NC_066857.1_34759433_34759325_Cucumis_melo,3.297,145,153,0.486
OffPos_NC_066858.1_22137045_22136947_Cucumis_melo,4.626,37,54,0.288
OffNeg_NC_066858.1_1163254_1163350_Cucumis_melo,10.379,98,124,0.064
OffNeg_NC_066857.1_1519602_1519505_Cucumis_melo,10.313,131,139,0.320
NC_066868.1_23440928_23441061_Cucumis_melo,24.979,70,219,1.049e-05
OffPos_NC_066857.1_619755_619659_Cucumis_melo,4.975,209,226,0.991
OffNeg_NC_066863.1_319959_320116_Cucumis_melo,17.526,112,168,0.078
OffNeg_NC_066865.1_18176107_18175621,0,0,0,1
OffPos_NC_066862.1_4512337_4511954_Cucumis_melo,3.703,243,260,0.528
OffPos_NC_066864.1_7799736_7799619_Cucumis_melo,3.633,247,258,0.948
OffPos_NC_066860.1_34675509_34675400_Cucumis_melo,9.739,227,256,0.054
OffNeg_NC_066867.1_1850572_1850378_Cucumis_melo,23.623,202,282,0.035
OffNeg_NC_066860.1_929702_930619_Cucumis_melo,3.103,1011,1019,0.779
OffNeg_NC_066859.1_9857881_9858064_Cucumis_melo,6.263,277,303,0.945
OffPos_NC_066866.1_4963587_4963197_Cucumis_melo,4.239,108,155,0.970
NC_066865.1_1172151_1172069_Cucumis_melo,14.514,69,161,0.200
NC_066860.1_27337020_27336797_Cucumis_melo,57.608,79,303,1.416e-11
OffNeg_NC_066867.1_29081255_29081346,0,0,0,1
OffPos_NC_066862.1_26032377_26032506_Cucumis_melo,27.374,126,278,1.138e-06
OffNeg_NC_066861.1_887981_888248_Cucumis_melo,4.762,207,215,0.121
OffPos_NC_066866.1_2700237_2700129_Cucumis_melo,5.877,194,229,0.772
NC_066862.1_27396729_27396858_Cucumis_melo,50.488,77,214,0.000e+00
NC_066860.1_20863704_20863858_Cucumis_melo,29.926,63,245,1.569e-05
OffNeg_NC_066860.1_16745875_16745329_Cucumis_melo,5.919,462,482,0.102
OffPos_NC_066857.1_36841918_36842156_Cucumis_melo,3.527,190,198,0.979
OffPos_NC_066860.1_3041480_3041642_Cucumis_melo,0.903,34,42,1.000
NC_066862.1_2661898_2661701_Cucumis_melo,66.110,75,266,0.000e+00
NC_066867.1_31661273_31661463_Cucumis_melo,52.212,98,268,5.670e-09
OffNeg_NC_066857.1_849314_849395_Cucumis_melo,9.798,53,88,0.853
NC_066864.1_23321681_23321492_Cucumis_melo,9.531,161,211,0.260
OffNeg_NC_066858.1_14814039_14814244_Cucumis_melo,3.024,18,26,0.954
OffPos_NC_066862.1_18760318_18760155_Cucumis_melo,9.289,67,105,0.260
OffPos_NC_066858.1_1665370_1665529_Cucumis_melo,3.896,80,106,0.370
NC_066868.1_25495241_25495453_Cucumis_melo,82.832,74,289,0.000e+00
OffNeg_NC_066864.1_18651989_18651875_Cucumis_melo,4.387,137,148,0.772
OffNeg_NC_066857.1_9729347_9729433_Cucumis_melo,63.662,43,228,5.737e-12
NC_066865.1_24959799_24959995_Cucumis_melo,8.790,96,149,0.281
NC_066860.1_5041590_5041492_Cucumis_melo,21.541,75,176,9.300e-04
NC_066857.1_34047793_34047686_Cucumis_melo,43.723,76,183,2.581e-11
OffNeg_NC_066865.1_24700500_24700332_Cucumis_melo,9.105,57,92,0.737
NC_066864.1_16522258_16522176_Cucumis_melo,25.271,71,148,0.004
OffPos_NC_066857.1_35161021_35160921_Cucumis_melo,6.220,102,128,0.405
NC_066866.1_5161564_5161456_Cucumis_melo,39.287,90,182,7.336e-12
OffNeg_NC_066863.1_4172735_4173048_Cucumis_melo,3.840,291,314,0.376
OffNeg_NC_066868.1_27869577_27869811_Cucumis_melo,6.312,324,335,0.422
NC_066859.1_17689926_17690011_Cucumis_melo,14.796,74,172,0.151
NC_066862.1_4303888_4303975_Cucumis_melo,33.262,47,199,3.254e-06
OffNeg_NC_066866.1_70343_69860_Cucumis_melo,4.023,294,317,0.585
OffNeg_NC_066861.1_582589_582457_Cucumis_melo,2.677,222,230,0.708
NC_066858.1_24403490_24403826_Cucumis_melo,10.075,71,133,0.008
NC_066868.1_9194572_9194143_Cucumis_melo,180.659,76,501,0.000e+00
OffPos_NC_066868.1_24621623_24621489_Cucumis_melo,3.936,205,219,0.887
OffPos_NC_066865.1_20812299_20812186_Cucumis_melo,16.168,20,76,0.120
OffNeg_NC_066864.1_3579533_3579274_Cucumis_melo,4.404,266,277,0.230
OffNeg_NC_066858.1_24230416_24229521_Cucumis_melo,3.650,812,826,0.916
NC_066865.1_23417898_23417508_Cucumis_melo,29.238,157,486,3.256e-04
OffPos_NC_066867.1_30253149_30253285_Cucumis_melo,7.407,168,194,0.066
OffPos_NC_066868.1_28281842_28281698_Cucumis_melo,4.388,213,230,0.521
OffPos_NC_066858.1_25629437_25629122_Cucumis_melo,2.674,372,386,0.990
OffPos_NC_066861.1_4083279_4083405_Cucumis_melo,11.610,82,114,0.282
NC_066858.1_13937133_13936731_Cucumis_melo,136.209,94,456,0.000e+00
NC_066860.1_14610627_14610414_Cucumis_melo,23.899,7,297,0.017
OffPos_NC_066862.1_28154057_28154272_Cucumis_melo,7.644,63,74,0.869
OffPos_NC_066862.1_7095891_7096020_Cucumis_melo,6.025,217,228,0.099
NC_066863.1_6809732_6810014_Cucumis_melo,41.982,38,346,1.458e-07
NC_066865.1_22185858_22185743_Cucumis_melo,37.888,77,193,4.706e-09
OffNeg_NC_066864.1_4766181_4766027_Cucumis_melo,7.544,19,39,0.066
OffPos_NC_066868.1_1062872_1062693_Cucumis_melo,6.369,268,291,0.800
NC_066857.1_36624687_36624843_Cucumis_melo,29.549,101,235,7.079e-06
OffNeg_NC_066861.1_10569546_10569945_Cucumis_melo,5.129,347,367,0.382
NC_066864.1_2769536_2769633_Cucumis_melo,24.963,75,176,4.052e-04
OffNeg_NC_066862.1_1940061_1940189_Cucumis_melo,5.450,119,151,0.957
OffPos_NC_066867.1_32861942_32862032_Cucumis_melo,16.813,87,191,0.032
OffPos_NC_066857.1_37657131_37656339_Cucumis_melo,5.005,95,103,0.404
OffNeg_NC_066867.1_31417556_31417857_Cucumis_melo,3.995,209,220,0.447
OffNeg_NC_066863.1_25217759_25217857_Cucumis_melo,12.424,123,179,0.411
OffNeg_NC_066866.1_3411687_3411810_Cucumis_melo,2.561,173,181,0.944
OffNeg_NC_066858.1_22345475_22345602_Cucumis_melo,8.959,55,75,0.687
OffPos_NC_066865.1_17440227_17439924_Cucumis_melo,9.769,2,52,0.228
OffPos_NC_066861.1_5612262_5612173_Cucumis_melo,8.626,130,159,0.289
NC_066859.1_30304556_30304643_Cucumis_melo,15.952,77,175,0.007
OffNeg_NC_066857.1_36747366_36747559_Cucumis_melo,5.269,71,82,0.190
OffNeg_NC_066864.1_6410893_6410661_Cucumis_melo,13.214,183,272,0.748
OffNeg_NC_066862.1_27661107_27661005_Cucumis_melo,3.617,102,113,0.942
OffPos_NC_066862.1_29200424_29200293_Cucumis_melo,11.823,159,191,0.356
NC_066864.1_11709272_11709163_Cucumis_melo,19.391,63,227,0.031
OffPos_NC_066867.1_2507151_2507298_Cucumis_melo,5.816,240,248,0.912
OffPos_NC_066860.1_25209204_25209323_Cucumis_melo,6.818,103,114,0.344
