Name,Score,Start,End
OffNeg_NC_054860.1_978104_977801_aligned.fa,-127.6673,none,none
NC_054860.1_4132662_4133226_aligned.fa,-216.5376,none,none
OffPos_NC_054858.1_3113494_3113773_aligned.fa,-157.9192,none,none
NC_054858.1_1134220_1133938_aligned.fa,280.0099,none,none
OffPos_NC_054863.1_2345695_2345548_aligned.fa,24.5484,none,none
NC_054863.1_1264024_1264111_aligned.fa,25.1192,none,none
OffPos_NC_054861.1_3362770_3363359_aligned.fa,-405.3693,none,none
OffPos_NC_054859.1_3433600_3433262_aligned.fa,-98.5124,none,none
OffPos_NC_054864.1_2468672_2468386_aligned.fa,-86.1114,none,none
OffNeg_NC_054858.1_4766976_4766785_aligned.fa,-94.5360,none,none
NC_054861.1_50532_50360_aligned.fa,0.0090,none,none
OffNeg_NC_054859.1_3439280_3438489_aligned.fa,-308.0524,none,none
NC_054862.1_504328_503950_aligned.fa,101.8317,none,none
OffNeg_NC_054858.1_580034_581129_aligned.fa,-860.9784,none,none
OffNeg_NC_054861.1_3626212_3626401_aligned.fa,-39.2153,none,none
OffNeg_NC_054864.1_756808_756512_aligned.fa,0.0194,none,none
OffNeg_NC_054860.1_4257370_4257264_aligned.fa,0.0117,none,none
NC_054862.1_3142539_3142204_aligned.fa,45.6951,none,none
OffPos_NC_054862.1_1584009_1583367_aligned.fa,-132.9494,none,none
NC_054858.1_5229215_5229526_aligned.fa,15.9993,none,none
NC_054863.1_289005_289166_aligned.fa,0.0121,none,none
OffNeg_NC_054862.1_1579912_1580481_aligned.fa,-212.9189,none,none
NC_054861.1_4127009_4126500_aligned.fa,229.4265,none,none
OffNeg_NC_054863.1_1369469_1369782_aligned.fa,-52.4072,none,none
OffNeg_NC_054862.1_1749433_1749196_aligned.fa,-105.8678,none,none
OffPos_NC_054858.1_4211186_4211400_aligned.fa,0.0141,none,none
OffPos_NC_054862.1_48778_49129_aligned.fa,-264.1506,none,none
OffPos_NC_054858.1_34128_33648_aligned.fa,-68.4436,none,none
OffPos_NC_054860.1_1592990_1593085_aligned.fa,0.0083,none,none
NC_054863.1_2984359_2984794_aligned.fa,353.3662,none,none
OffNeg_NC_054859.1_2623136_2622802_aligned.fa,-155.2710,none,none
NC_054861.1_1428864_1429165_aligned.fa,368.8809,none,none
OffNeg_NC_054859.1_728003_728219_aligned.fa,-49.7171,none,none
OffPos_NC_054861.1_20337_20227_aligned.fa,0.0088,none,none
NC_054858.1_3972010_3971204_aligned.fa,2334.3075,none,none
NC_054863.1_3167621_3167445_aligned.fa,37.4496,none,none
OffNeg_NC_054858.1_124772_124433_aligned.fa,-195.0901,none,none
OffPos_NC_054858.1_4069270_4069567_aligned.fa,-218.4188,none,none
OffPos_NC_054864.1_707245_707360_aligned.fa,-74.5435,none,none
OffNeg_NC_054863.1_872935_872479_aligned.fa,-328.5687,none,none
OffNeg_NC_054858.1_3344057_3343296_aligned.fa,-273.3219,none,none
OffNeg_NC_054860.1_1955892_1955801_aligned.fa,-20.4575,none,none
OffPos_NC_054862.1_2478385_2477343_aligned.fa,-825.1322,none,none
OffNeg_NC_054858.1_3344431_3344133_aligned.fa,-230.6171,none,none
OffNeg_NC_054857.1_4236709_4237256_aligned.fa,-276.1863,none,none
OffPos_NC_054858.1_3889953_3890889_aligned.fa,-282.9680,none,none
OffNeg_NC_054864.1_2730682_2730882_aligned.fa,-85.4739,none,none
OffPos_NC_054857.1_4378005_4378125_aligned.fa,-48.7718,none,none
NC_054857.1_3686796_3686877_aligned.fa,-7.6907,none,none
OffNeg_NC_054862.1_484168_484012_aligned.fa,-14.9317,none,none
NC_054862.1_3526968_3526640_aligned.fa,54.5826,none,none
OffNeg_NC_054860.1_2087317_2087625_aligned.fa,-59.5948,none,none
OffNeg_NC_054860.1_4358332_4358444_aligned.fa,0.0100,none,none
OffNeg_NC_054859.1_2473125_2473209_aligned.fa,-7.7657,none,none
NC_054862.1_3417389_3417249_aligned.fa,-45.0579,none,none
OffPos_NC_054863.1_885199_885115_aligned.fa,-5.8900,none,none
OffPos_NC_054862.1_3004736_3004455_aligned.fa,-61.0781,none,none
OffPos_NC_054863.1_225657_226156_aligned.fa,-159.3842,none,none
OffPos_NC_054864.1_646891_647047_aligned.fa,-86.8100,none,none
OffPos_NC_054863.1_1968514_1968798_aligned.fa,-69.2527,none,none
OffNeg_NC_054864.1_551308_551466_aligned.fa,-34.3458,none,none
OffPos_NC_054857.1_3890261_3889942_aligned.fa,-77.6691,none,none
OffPos_NC_054861.1_3739842_3739485_aligned.fa,0.0194,none,none
OffNeg_NC_054864.1_1386947_1387203_aligned.fa,-50.8732,none,none
OffPos_NC_054859.1_3176071_3175722_aligned.fa,-352.0488,none,none
OffPos_NC_054864.1_1412431_1412311_aligned.fa,-28.7806,none,none
NC_054860.1_2701083_2702091_aligned.fa,2413.3534,none,none
OffNeg_NC_054859.1_1218736_1219027_aligned.fa,-57.5646,none,none
OffNeg_NC_054860.1_3735168_3734875_aligned.fa,0.0176,none,none
OffPos_NC_054859.1_256919_257018_aligned.fa,-75.7953,none,none
OffPos_NC_054861.1_934388_934508_aligned.fa,-60.1978,none,none
NC_054857.1_2811608_2811495_aligned.fa,77.6190,none,none
OffNeg_NC_054859.1_3594593_3594082_aligned.fa,-112.7983,none,none
OffPos_NC_054859.1_536937_537526_aligned.fa,0.0136,none,none
OffPos_NC_054864.1_810791_810583_aligned.fa,-177.3214,none,none
OffPos_NC_054857.1_265610_265754_aligned.fa,0.0098,none,none
OffPos_NC_054861.1_1969386_1969290_aligned.fa,0.0143,none,none
OffPos_NC_054857.1_105292_105486_aligned.fa,-56.8220,none,none
NC_054864.1_164196_163667_aligned.fa,0.0263,none,none
OffNeg_NC_054862.1_2660075_2660306_aligned.fa,-89.9344,none,none
OffPos_NC_054860.1_4275008_4275127_aligned.fa,166.2177,none,none
OffPos_NC_054860.1_4194839_4194506_aligned.fa,-135.4805,none,none
OffPos_NC_054863.1_223184_222427_aligned.fa,-256.6807,none,none
NC_054862.1_2343638_2343383_aligned.fa,340.6251,none,none
OffNeg_NC_054863.1_552726_552555_aligned.fa,-66.6184,none,none
OffNeg_NC_054860.1_3378818_3379178_aligned.fa,-33.4606,none,none
NC_054858.1_1068279_1067820_aligned.fa,305.9696,none,none
NC_054858.1_1267151_1267399_aligned.fa,167.9569,none,none
OffPos_NC_054862.1_2685929_2686236_aligned.fa,-115.5513,none,none
OffPos_NC_054863.1_1039890_1038818_aligned.fa,-452.7006,none,none
NC_054859.1_2922979_2922867_aligned.fa,14.6375,none,none
NC_054861.1_1110758_1111015_aligned.fa,14.3969,none,none
NC_054859.1_4297376_4297482_aligned.fa,-8.0846,none,none
NC_054860.1_2177184_2176969_aligned.fa,213.6601,none,none
NC_054858.1_1533667_1533967_aligned.fa,632.1543,none,none
NC_054857.1_2465745_2465859_aligned.fa,-24.2347,none,none
OffPos_NC_054862.1_1057924_1058371_aligned.fa,-249.6158,none,none
NC_054862.1_154047_153754_aligned.fa,173.0567,none,none
NC_054861.1_3179381_3178808_aligned.fa,437.5151,none,none
NC_054858.1_788843_789217_aligned.fa,-315.3737,none,none
OffNeg_NC_054862.1_129686_129441_aligned.fa,0.0164,none,none
OffPos_NC_054861.1_1006494_1006371_aligned.fa,-45.1971,none,none
NC_054861.1_2760059_2760264_aligned.fa,-44.6521,none,none
OffNeg_NC_054859.1_1939716_1939832_aligned.fa,0.0107,none,none
OffNeg_NC_054858.1_4091818_4091986_aligned.fa,-96.1782,none,none
OffPos_NC_054857.1_836923_837435_aligned.fa,-272.0021,none,none
OffNeg_NC_054857.1_3633614_3633708_aligned.fa,0.0093,none,none
OffNeg_NC_054863.1_1958882_1959002_aligned.fa,-53.7802,none,none
NC_054862.1_2888164_2887646_aligned.fa,0.0239,none,none
OffPos_NC_054857.1_2918407_2917708_aligned.fa,-465.2715,none,none
OffPos_NC_054860.1_657253_656889_aligned.fa,-228.6955,none,none
OffNeg_NC_054860.1_3688950_3689487_aligned.fa,-257.5127,none,none
NC_054863.1_2567235_2567481_aligned.fa,-87.7943,none,none
OffPos_NC_054858.1_3918139_3917093_aligned.fa,-333.2035,none,none
OffNeg_NC_054857.1_3048801_3049872_aligned.fa,70.1871,none,none
OffPos_NC_054857.1_4449291_4449501_aligned.fa,-100.0771,none,none
OffPos_NC_054857.1_4814665_4814539_aligned.fa,0.0141,none,none
OffNeg_NC_054859.1_4257679_4257812_aligned.fa,0.0108,none,none
OffPos_NC_054858.1_3429858_3429511_aligned.fa,0.0246,none,none
NC_054862.1_1268386_1268495_aligned.fa,-20.4778,none,none
NC_054857.1_3048801_3049872_aligned.fa,178.9336,none,none
OffPos_NC_054862.1_1866474_1865649_aligned.fa,-495.4844,none,none
OffPos_NC_054861.1_2935546_2935824_aligned.fa,-90.0363,none,none
NC_054859.1_4257679_4257812_aligned.fa,-21.2835,none,none
OffPos_NC_054859.1_1281101_1281619_aligned.fa,-118.9955,none,none
OffPos_NC_054860.1_2570380_2569777_aligned.fa,-180.4080,none,none
OffNeg_NC_054862.1_1268386_1268495_aligned.fa,-6.6537,none,none
NC_054859.1_456542_456859_aligned.fa,272.6592,none,none
NC_054862.1_770959_770836_aligned.fa,0.0096,none,none
NC_054857.1_3633614_3633708_aligned.fa,0.0118,none,none
OffNeg_NC_054862.1_2888164_2887646_aligned.fa,-559.9738,none,none
NC_054863.1_1958882_1959002_aligned.fa,25.5217,none,none
NC_054860.1_3688950_3689487_aligned.fa,640.6398,none,none
OffNeg_NC_054863.1_2567235_2567481_aligned.fa,-83.7695,none,none
OffPos_NC_054857.1_575040_574572_aligned.fa,-143.0767,none,none
OffPos_NC_054862.1_969502_969321_aligned.fa,0.0176,none,none
NC_054859.1_1939716_1939832_aligned.fa,6.3720,none,none
OffPos_NC_054862.1_2614101_2614269_aligned.fa,-68.5032,none,none
OffPos_NC_054862.1_742312_742393_aligned.fa,0.0103,none,none
OffPos_NC_054858.1_206192_206338_aligned.fa,-35.6033,none,none
NC_054858.1_4091818_4091986_aligned.fa,162.6343,none,none
NC_054863.1_693593_694201_aligned.fa,981.8587,none,none
OffPos_NC_054863.1_1598208_1598341_aligned.fa,0.0092,none,none
OffNeg_NC_054857.1_2465745_2465859_aligned.fa,0.0094,none,none
OffNeg_NC_054861.1_3179381_3178808_aligned.fa,-196.1080,none,none
NC_054860.1_914265_914480_aligned.fa,-88.9159,none,none
OffPos_NC_054858.1_4282106_4281908_aligned.fa,-87.9777,none,none
OffNeg_NC_054861.1_2760059_2760264_aligned.fa,-129.2394,none,none
OffPos_NC_054859.1_4295878_4295961_aligned.fa,0.0090,none,none
OffPos_NC_054863.1_87582_88659_aligned.fa,-670.8650,none,none
OffPos_NC_054857.1_1825725_1825823_aligned.fa,-9.1314,none,none
OffPos_NC_054863.1_1214327_1214030_aligned.fa,-208.0865,none,none
OffPos_NC_054862.1_1319713_1319823_aligned.fa,-44.7190,none,none
OffNeg_NC_054859.1_2922979_2922867_aligned.fa,-65.0302,none,none
OffNeg_NC_054860.1_2177184_2176969_aligned.fa,-197.7358,none,none
OffNeg_NC_054859.1_4297376_4297482_aligned.fa,0.0102,none,none
OffNeg_NC_054861.1_1110758_1111015_aligned.fa,-41.2436,none,none
OffPos_NC_054859.1_2622733_2622394_aligned.fa,-213.3748,none,none
OffNeg_NC_054858.1_1533667_1533967_aligned.fa,-98.6690,none,none
OffNeg_NC_054862.1_2343638_2343383_aligned.fa,-116.6686,none,none
NC_054860.1_3378818_3379178_aligned.fa,-16.1213,none,none
OffNeg_NC_054858.1_1068279_1067820_aligned.fa,-46.9163,none,none
OffNeg_NC_054858.1_1267151_1267399_aligned.fa,-186.5893,none,none
OffNeg_NC_054857.1_2811608_2811495_aligned.fa,0.0125,none,none
OffPos_NC_054864.1_1587538_1587321_aligned.fa,-54.1499,none,none
OffPos_NC_054861.1_212404_211746_aligned.fa,-315.7346,none,none
NC_054859.1_3594593_3594082_aligned.fa,275.2620,none,none
OffPos_NC_054862.1_538316_538202_aligned.fa,0.0116,none,none
NC_054862.1_2660075_2660306_aligned.fa,-142.3414,none,none
OffPos_NC_054863.1_1577012_1577804_aligned.fa,-208.0308,none,none
OffPos_NC_054863.1_2891682_2891884_aligned.fa,0.0144,none,none
OffNeg_NC_054860.1_2701083_2702091_aligned.fa,-272.0642,none,none
NC_054859.1_1218736_1219027_aligned.fa,172.2909,none,none
OffPos_NC_054858.1_1544587_1544463_aligned.fa,-37.6000,none,none
NC_054860.1_3735168_3734875_aligned.fa,0.0166,none,none
OffPos_NC_054858.1_4097678_4097565_aligned.fa,-62.9889,none,none
OffPos_NC_054861.1_1269593_1269925_aligned.fa,-147.2641,none,none
OffPos_NC_054862.1_3380391_3380689_aligned.fa,-163.3016,none,none
OffNeg_NC_054864.1_419849_419693_aligned.fa,-63.9579,none,none
OffNeg_NC_054864.1_459435_459631_aligned.fa,0.0164,none,none
NC_054864.1_1386947_1387203_aligned.fa,100.5441,none,none
NC_054864.1_142606_143443_aligned.fa,1168.1847,none,none
OffPos_NC_054861.1_2007630_2006732_aligned.fa,-209.8346,none,none
OffPos_NC_054860.1_4254422_4255091_aligned.fa,0.0297,none,none
NC_054862.1_701387_701232_aligned.fa,-71.5064,none,none
OffPos_NC_054860.1_2267927_2267723_aligned.fa,0.0192,none,none
NC_054858.1_659946_659560_aligned.fa,33.7283,none,none
OffNeg_NC_054857.1_3686796_3686877_aligned.fa,-112.7876,none,none
OffPos_NC_054857.1_1710857_1710986_aligned.fa,-31.1290,none,none
NC_054860.1_2087317_2087625_aligned.fa,45.9581,none,none
OffNeg_NC_054862.1_3526968_3526640_aligned.fa,-125.1676,none,none
NC_054860.1_4358332_4358444_aligned.fa,0.0081,none,none
OffNeg_NC_054862.1_3417389_3417249_aligned.fa,-77.9264,none,none
NC_054859.1_2473125_2473209_aligned.fa,-13.6356,none,none
OffPos_NC_054862.1_105806_105679_aligned.fa,0.0122,none,none
OffPos_NC_054864.1_2126272_2125696_aligned.fa,-340.9759,none,none
NC_054858.1_3344057_3343296_aligned.fa,1748.2335,none,none
NC_054858.1_3344431_3344133_aligned.fa,-59.1473,none,none
OffPos_NC_054857.1_1857023_1857550_aligned.fa,-195.4867,none,none
NC_054860.1_1955892_1955801_aligned.fa,-34.2153,none,none
OffNeg_NC_054863.1_347585_347818_aligned.fa,0.0146,none,none
NC_054857.1_4236709_4237256_aligned.fa,-276.2140,none,none
OffNeg_NC_054861.1_965152_964080_aligned.fa,-568.4676,none,none
OffPos_NC_054862.1_3524945_3524786_aligned.fa,0.0113,none,none
NC_054864.1_2730682_2730882_aligned.fa,25.1886,none,none
OffNeg_NC_054863.1_684780_685586_aligned.fa,-239.7625,none,none
NC_054859.1_2623136_2622802_aligned.fa,10.6601,none,none
OffNeg_NC_054863.1_2984359_2984794_aligned.fa,-249.5746,none,none
OffNeg_NC_054861.1_1428864_1429165_aligned.fa,-90.5108,none,none
OffNeg_NC_054863.1_3167621_3167445_aligned.fa,24.1819,none,none
OffNeg_NC_054858.1_3972010_3971204_aligned.fa,-518.3499,none,none
NC_054863.1_1369469_1369782_aligned.fa,116.0310,none,none
NC_054860.1_434085_434587_aligned.fa,419.2508,none,none
NC_054862.1_1749433_1749196_aligned.fa,37.3444,none,none
NC_054862.1_713143_712966_aligned.fa,-75.4005,none,none
OffPos_NC_054861.1_3924720_3924513_aligned.fa,6.1160,none,none
OffPos_NC_054864.1_1147932_1147710_aligned.fa,0.0167,none,none
OffNeg_NC_054862.1_3142539_3142204_aligned.fa,0.0219,none,none
OffPos_NC_054860.1_78405_78034_aligned.fa,-253.1717,none,none
OffNeg_NC_054862.1_896801_896673_aligned.fa,-25.1117,none,none
OffNeg_NC_054858.1_5229215_5229526_aligned.fa,-77.1483,none,none
OffPos_NC_054857.1_5839253_5839163_aligned.fa,25.6296,none,none
NC_054862.1_1579912_1580481_aligned.fa,47.7389,none,none
OffNeg_NC_054861.1_4127009_4126500_aligned.fa,-26.1364,none,none
NC_054859.1_3439280_3438489_aligned.fa,1551.7703,none,none
OffPos_NC_054857.1_5623331_5623234_aligned.fa,-33.9799,none,none
NC_054858.1_4766976_4766785_aligned.fa,157.1469,none,none
NC_054860.1_257464_257211_aligned.fa,210.1139,none,none
NC_054861.1_3626212_3626401_aligned.fa,-48.1794,none,none
OffPos_NC_054857.1_4572606_4573371_aligned.fa,-225.6636,none,none
NC_054860.1_4257370_4257264_aligned.fa,-36.4683,none,none
OffPos_NC_054858.1_3691888_3692402_aligned.fa,-253.9687,none,none
NC_054861.1_569514_569646_aligned.fa,-21.2963,none,none
OffNeg_NC_054860.1_4132662_4133226_aligned.fa,-213.9747,none,none
OffPos_NC_054858.1_4780044_4779761_aligned.fa,0.0153,none,none
OffPos_NC_054862.1_424213_424106_aligned.fa,-14.4712,none,none
OffPos_NC_054862.1_2923423_2924606_aligned.fa,-927.3721,none,none
OffNeg_NC_054863.1_1046922_1046823_aligned.fa,11.2478,none,none
OffPos_NC_054857.1_1420388_1420203_aligned.fa,-124.8719,none,none
NC_054862.1_3580312_3580150_aligned.fa,0.0226,none,none
NC_054861.1_904683_903836_aligned.fa,265.8207,none,none
NC_054863.1_1309797_1309420_aligned.fa,372.1328,none,none
OffPos_NC_054863.1_2749679_2749447_aligned.fa,-33.8945,none,none
OffPos_NC_054857.1_369274_370051_aligned.fa,-204.9521,none,none
OffPos_NC_054860.1_1751078_1751769_aligned.fa,-316.8133,none,none
OffPos_NC_054857.1_6001119_6001007_aligned.fa,-18.2907,none,none
OffPos_NC_054858.1_5202374_5202559_aligned.fa,-55.8640,none,none
NC_054857.1_3358793_3359131_aligned.fa,-16.0741,none,none
OffPos_NC_054859.1_4099992_4099838_aligned.fa,-36.2902,none,none
OffPos_NC_054857.1_4139011_4138159_aligned.fa,-508.1944,none,none
OffPos_NC_054858.1_312565_312079_aligned.fa,-146.0734,none,none
OffNeg_NC_054859.1_1082673_1082460_aligned.fa,0.0157,none,none
NC_054860.1_3843923_3843431_aligned.fa,-105.0744,none,none
OffNeg_NC_054857.1_2449753_2449624_aligned.fa,-49.4681,none,none
OffNeg_NC_054859.1_3744961_3745402_aligned.fa,-143.0799,none,none
NC_054858.1_4357612_4357822_aligned.fa,-55.2709,none,none
NC_054857.1_4960162_4960354_aligned.fa,-55.9732,none,none
OffNeg_NC_054859.1_2323240_2323341_aligned.fa,-23.2559,none,none
NC_054863.1_1888455_1888206_aligned.fa,151.7303,none,none
OffPos_NC_054861.1_3126083_3125934_aligned.fa,-93.1516,none,none
OffPos_NC_054857.1_3663703_3663228_aligned.fa,-143.4426,none,none
NC_054863.1_2260539_2260385_aligned.fa,100.8609,none,none
NC_054860.1_294309_294504_aligned.fa,0.0121,none,none
OffNeg_NC_054857.1_154473_154307_aligned.fa,0.0118,none,none
NC_054863.1_78850_78657_aligned.fa,138.2522,none,none
OffNeg_NC_054859.1_2107218_2106931_aligned.fa,-280.2290,none,none
NC_054860.1_159624_159821_aligned.fa,33.4980,none,none
NC_054859.1_1938005_1937705_aligned.fa,-6.6358,none,none
OffPos_NC_054864.1_179608_179501_aligned.fa,-66.2282,none,none
OffPos_NC_054857.1_3810006_3809312_aligned.fa,-499.6863,none,none
NC_054857.1_1086192_1086638_aligned.fa,-9.5907,none,none
OffPos_NC_054862.1_2624209_2624365_aligned.fa,-100.3706,none,none
OffNeg_NC_054857.1_2861532_2861647_aligned.fa,-6.6868,none,none
OffPos_NC_054863.1_587234_587325_aligned.fa,-23.5448,none,none
OffNeg_NC_054864.1_1387250_1387421_aligned.fa,-17.1980,none,none
NC_054858.1_104046_103585_aligned.fa,128.0059,none,none
OffPos_NC_054861.1_2660012_2659919_aligned.fa,-35.6403,none,none
NC_054859.1_274498_274721_aligned.fa,512.2452,none,none
NC_054860.1_3845709_3844904_aligned.fa,802.1969,none,none
OffNeg_NC_054864.1_315410_315666_aligned.fa,-75.0950,none,none
OffPos_NC_054859.1_3957444_3957255_aligned.fa,-33.0361,none,none
OffNeg_NC_054857.1_4287962_4288306_aligned.fa,-65.5529,none,none
OffPos_NC_054859.1_2163553_2163718_aligned.fa,-35.2030,none,none
NC_054858.1_1705682_1705496_aligned.fa,-102.0370,none,none
OffPos_NC_054863.1_1676960_1675847_aligned.fa,-947.8103,none,none
NC_054859.1_4296781_4296912_aligned.fa,-6.3856,none,none
OffPos_NC_054861.1_1042763_1042886_aligned.fa,0.0095,none,none
OffNeg_NC_054857.1_3516213_3516739_aligned.fa,-291.1384,none,none
OffPos_NC_054863.1_2667166_2668232_aligned.fa,-196.7184,none,none
OffNeg_NC_054861.1_3281391_3282360_aligned.fa,-379.5220,none,none
OffPos_NC_054861.1_3002138_3002441_aligned.fa,-119.0468,none,none
NC_054857.1_4822234_4823003_aligned.fa,-47.9910,none,none
OffNeg_NC_054858.1_1134220_1133938_aligned.fa,-226.0377,none,none
OffPos_NC_054858.1_531094_530305_aligned.fa,-216.4398,none,none
OffNeg_NC_054863.1_1264024_1264111_aligned.fa,0.0091,none,none
OffPos_NC_054858.1_4097506_4097282_aligned.fa,-38.7072,none,none
NC_054864.1_896222_895962_aligned.fa,150.0908,none,none
NC_054859.1_753262_753109_aligned.fa,58.0462,none,none
