Name,Score,Start,End,Label,Direction
NC_058373.1_74266697_74266812,-1.186,none,none,Non-coding,reverse
NC_058373.1_74272795_74272905,0,none,none,Non-coding,reverse
NC_058373.1_74337630_74337896,-0.51,none,none,Non-coding,forward
NC_058373.1_74727585_74727434,-0.717,none,none,Non-coding,reverse
NC_058373.1_817843_817733,0,none,none,Non-coding,forward
NC_058373.1_98139304_98139552,-1.407,none,none,Non-coding,reverse
NC_058374.1_103054699_103054577,-0.238,none,none,Non-coding,forward
NC_058374.1_103849969_103850470,-0.086,none,none,Non-coding,forward
NC_058374.1_107858058_107858187,-0.502,none,none,Non-coding,forward
NC_058374.1_11734248_11734352,0,none,none,Non-coding,reverse
NC_058374.1_117574045_117574189,0.383,none,none,Coding,reverse
NC_058374.1_117766455_117766561,1.223,none,none,Coding,forward
NC_058374.1_121431811_121431933,-1.398,none,none,Non-coding,forward
NC_058374.1_123671017_123671151,-1.294,none,none,Non-coding,reverse
NC_058374.1_124130945_124131130,-0.668,none,none,Non-coding,reverse
NC_058374.1_124981601_124981728,-0.061,none,none,Non-coding,forward
NC_058374.1_127185731_127185853,1.532,none,none,Non-coding,forward
NC_058374.1_129625125_129625246,-0.175,none,none,Non-coding,reverse
NC_058374.1_131793683_131793812,-0.317,none,none,Non-coding,forward
NC_058374.1_132103600_132103489,0,none,none,Non-coding,reverse
NC_058374.1_132391658_132391429,0,none,none,Non-coding,reverse
NC_058374.1_132697109_132696916,-1.477,none,none,Non-coding,forward
NC_058374.1_133558095_133558191,-0.312,none,none,Non-coding,reverse
