Name,Score,Start,End,Label,Direction
NC_066857.1_37180275_37180395,-0.517,none,none,Non-coding,reverse
NC_066857.1_37368414_37368273,0.208,none,none,Coding,reverse
NC_066857.1_37409909_37409819,-0.482,none,none,Non-coding,reverse
NC_066857.1_37530596_37530510,-0.644,none,none,Non-coding,reverse
NC_066857.1_37600016_37600130,2.128,none,none,Non-coding,reverse
NC_066857.1_37600282_37600888,0.351,none,none,Coding,forward
NC_066857.1_37654047_37653915,-0.576,none,none,Non-coding,reverse
NC_066857.1_37657131_37656339,0.494,none,none,Coding,forward
NC_066857.1_37703180_37703363,-1.037,none,none,Non-coding,reverse
NC_066857.1_37860920_37860721,0.111,none,none,Coding,reverse
NC_066857.1_37895762_37895889,2.454,none,none,Non-coding,reverse
NC_066857.1_38043589_38043488,-1.009,none,none,Non-coding,forward
NC_066857.1_412289_412169,0.395,none,none,Coding,reverse
NC_066857.1_619755_619659,0.545,none,none,Non-coding,reverse
NC_066857.1_6898528_6898420,-0.635,none,none,Non-coding,reverse
NC_066857.1_705171_705726,0.073,none,none,Coding,forward
NC_066857.1_766827_766551,-0.499,none,none,Non-coding,reverse
NC_066857.1_7975963_7976105,0,none,none,Non-coding,forward
NC_066857.1_849314_849395,2.049,none,none,Coding,reverse
NC_066857.1_868000_868081,-0.268,none,none,Non-coding,forward
NC_066857.1_9437883_9438093,-0.357,none,none,Non-coding,reverse
NC_066857.1_962533_962323,-1.266,none,none,Non-coding,reverse
NC_066857.1_9729347_9729433,-0.525,none,none,Non-coding,reverse
NC_066858.1_10051535_10051285,-0.612,none,none,Non-coding,reverse
NC_066858.1_1008452_1008574,-0.92,none,none,Non-coding,forward
NC_066858.1_105452_105671,-0.701,none,none,Non-coding,reverse
NC_066858.1_11527378_11527469,1.429,none,none,Coding,reverse
NC_066858.1_1163254_1163350,-0.408,none,none,Non-coding,reverse
NC_066858.1_11878761_11878572,2.521,none,none,Coding,reverse
NC_066858.1_11898567_11898672,0.449,none,none,Coding,reverse
NC_066858.1_11936281_11936077,-0.575,none,none,Non-coding,forward
NC_066858.1_1293476_1293371,0.027,none,none,Coding,reverse
NC_066858.1_1310652_1310801,-0.69,none,none,Non-coding,reverse
NC_066858.1_13343740_13343634,-0.294,none,none,Non-coding,forward
NC_066858.1_13585684_13585419,0,none,none,Non-coding,reverse
NC_066858.1_13587818_13587713,-1.172,none,none,Non-coding,forward
NC_066858.1_13937133_13936731,-0.439,none,none,Non-coding,forward
NC_066858.1_13972228_13972783,-0.001,none,none,Non-coding,forward
NC_066858.1_14491139_14491456,-1.03,none,none,Non-coding,forward
NC_066858.1_14814039_14814244,-1.104,none,none,Non-coding,reverse
NC_066858.1_15081683_15081526,0,none,none,Non-coding,forward
NC_066858.1_15178087_15177582,-0.736,none,none,Non-coding,forward
NC_066858.1_162480_162579,-0.565,none,none,Non-coding,forward
NC_066858.1_1665370_1665529,0.898,none,none,Coding,reverse
NC_066858.1_1691446_1691532,-0.161,none,none,Non-coding,forward
NC_066858.1_17114086_17114208,-0.772,none,none,Non-coding,reverse
NC_066858.1_17199970_17199751,-0.422,none,none,Non-coding,forward
NC_066858.1_17263152_17263582,-0.081,none,none,Non-coding,forward
NC_066858.1_1737426_1737548,-0.229,none,none,Non-coding,forward
NC_066858.1_1851849_1851965,-0.599,none,none,Non-coding,forward
NC_066858.1_19015050_19015185,-0.631,none,none,Non-coding,reverse
NC_066858.1_19079569_19079990,-0.253,none,none,Non-coding,forward
NC_066858.1_19080092_19080775,0.504,none,none,Coding,forward
NC_066858.1_19194719_19194471,0.276,none,none,Non-coding,forward
NC_066858.1_1981403_1981261,0.257,none,none,Non-coding,reverse
NC_066858.1_2020482_2020047,-0.123,none,none,Non-coding,forward
NC_066858.1_20645233_20644861,-1.023,none,none,Non-coding,forward
NC_066858.1_2102885_2102985,-0.669,none,none,Non-coding,reverse
NC_066858.1_2106042_2105351,0.333,none,none,Coding,forward
NC_066858.1_21561348_21560601,0.086,none,none,Coding,forward
NC_066858.1_21648108_21648370,-0.554,none,none,Non-coding,forward
NC_066858.1_22033165_22033313,-0.666,none,none,Non-coding,reverse
NC_066858.1_22137045_22136947,-0.788,none,none,Non-coding,forward
NC_066858.1_22345475_22345602,0,none,none,Non-coding,forward
NC_066858.1_22575095_22574973,0,none,none,Non-coding,forward
NC_066858.1_229765_229601,-0.261,none,none,Non-coding,forward
NC_066858.1_23549004_23548266,0.968,none,none,Coding,forward
NC_066858.1_23554077_23554203,0.101,none,none,Coding,forward
NC_066858.1_23668236_23668048,0.276,none,none,Non-coding,reverse
NC_066858.1_23876831_23876324,-0.264,none,none,Non-coding,forward
NC_066858.1_23981922_23981833,-0.801,none,none,Non-coding,reverse
NC_066858.1_24230416_24229521,-0.806,none,none,Non-coding,forward
NC_066858.1_24236266_24236133,2.525,none,none,Coding,forward
NC_066858.1_24347644_24348145,-0.254,none,none,Non-coding,forward
NC_066858.1_24403490_24403826,0.042,none,none,Coding,forward
NC_066858.1_2452785_2452890,-1.262,none,none,Non-coding,forward
NC_066858.1_24920998_24920916,-0.808,none,none,Non-coding,forward
NC_066858.1_25130003_25130146,-1.188,none,none,Non-coding,reverse
NC_066858.1_25393273_25393090,-0.197,none,none,Non-coding,reverse
NC_066858.1_25487001_25486815,-0.511,none,none,Non-coding,forward
NC_066858.1_25601641_25601269,0.689,none,none,Coding,reverse
NC_066858.1_25614664_25614799,-0.845,none,none,Non-coding,reverse
NC_066858.1_25629437_25629122,0.318,none,none,Coding,forward
NC_066858.1_25691650_25691542,-1.248,none,none,Non-coding,reverse
NC_066858.1_25738125_25738043,-0.19,none,none,Non-coding,forward
NC_066858.1_25754406_25754198,0,none,none,Non-coding,forward
NC_066858.1_25795550_25795848,-0.949,none,none,Non-coding,reverse
NC_066858.1_26003271_26003435,-1.318,none,none,Non-coding,forward
NC_066858.1_26160882_26161068,-1.416,none,none,Non-coding,reverse
NC_066858.1_2842933_2842740,-0.246,none,none,Non-coding,forward
NC_066858.1_3170850_3171101,-0.836,none,none,Non-coding,forward
NC_066858.1_3209327_3209515,-1.19,none,none,Non-coding,reverse
NC_066858.1_4292571_4292454,-0.264,none,none,Non-coding,reverse
NC_066858.1_5221045_5221127,-0.301,none,none,Non-coding,reverse
NC_066858.1_6623767_6623674,0.393,none,none,Non-coding,reverse
NC_066858.1_7021138_7020761,-0.092,none,none,Non-coding,forward
NC_066858.1_7825044_7825159,2.246,none,none,Coding,forward
NC_066858.1_7919889_7919998,-0.431,none,none,Non-coding,reverse
NC_066858.1_834512_835181,-0.22,none,none,Non-coding,forward
NC_066858.1_885561_884694,1.755,none,none,Coding,forward
NC_066858.1_931188_931330,-0.608,none,none,Non-coding,forward
NC_066858.1_9837735_9837954,-0.357,none,none,Non-coding,reverse
NC_066859.1_12981162_12981415,-1.202,none,none,Non-coding,reverse
NC_066859.1_1339814_1339685,0.153,none,none,Coding,reverse
NC_066859.1_14801442_14801903,0.052,none,none,Coding,forward
NC_066859.1_17689926_17690011,-0.688,none,none,Non-coding,reverse
NC_066859.1_17747060_17747353,-0.766,none,none,Non-coding,forward
NC_066859.1_1907693_1907849,-1.291,none,none,Non-coding,reverse
NC_066859.1_1921438_1921861,0.05,none,none,Coding,reverse
NC_066859.1_1973489_1973365,1.464,none,none,Non-coding,forward
NC_066859.1_20444867_20444705,-0.329,none,none,Non-coding,reverse
NC_066859.1_21526656_21526740,-1.256,none,none,Non-coding,reverse
NC_066859.1_21876360_21876570,-1.044,none,none,Non-coding,reverse
NC_066859.1_22630173_22630258,-1.107,none,none,Non-coding,forward
NC_066859.1_23623046_23623164,0.195,none,none,Coding,reverse
NC_066859.1_23863069_23862414,0.008,none,none,Coding,forward
NC_066859.1_24147605_24147773,-0.985,none,none,Non-coding,forward
NC_066859.1_2431320_2431230,-0.348,none,none,Non-coding,reverse
NC_066859.1_24995669_24995397,-0.304,none,none,Non-coding,reverse
NC_066859.1_25155847_25156076,-0.885,none,none,Non-coding,forward
NC_066859.1_25215761_25215655,-0.4,none,none,Non-coding,forward
NC_066859.1_25225644_25225857,-1.339,none,none,Non-coding,forward
NC_066859.1_25245297_25245387,-0.781,none,none,Non-coding,reverse
NC_066859.1_25295289_25295520,-0.457,none,none,Non-coding,forward
NC_066859.1_25322141_25322034,0,none,none,Non-coding,forward
NC_066859.1_25392891_25392621,-1.536,none,none,Non-coding,reverse
NC_066859.1_25675436_25675617,-0.624,none,none,Non-coding,forward
NC_066859.1_25726130_25726332,0.474,none,none,Coding,forward
NC_066859.1_26336941_26336534,-0.396,none,none,Non-coding,forward
NC_066859.1_26460431_26460340,-0.467,none,none,Non-coding,reverse
NC_066859.1_26713402_26714068,-0.202,none,none,Non-coding,reverse
NC_066859.1_26757278_26756894,-0.043,none,none,Non-coding,forward
NC_066859.1_26984136_26984019,-0.309,none,none,Non-coding,reverse
NC_066859.1_27295447_27295589,-0.735,none,none,Non-coding,forward
NC_066859.1_27801107_27801213,0.57,none,none,Non-coding,forward
NC_066859.1_27865799_27865707,-0.569,none,none,Non-coding,forward
NC_066859.1_28150038_28150236,-0.98,none,none,Non-coding,forward
NC_066859.1_28195561_28196027,-0.148,none,none,Non-coding,forward
NC_066859.1_28304321_28304150,-1.321,none,none,Non-coding,forward
NC_066859.1_28491681_28491770,-0.826,none,none,Non-coding,forward
NC_066859.1_28670913_28670825,-0.132,none,none,Non-coding,reverse
NC_066859.1_28909699_28910094,-0.082,none,none,Non-coding,forward
NC_066859.1_28927288_28927411,-0.759,none,none,Non-coding,reverse
NC_066859.1_29091823_29091712,-1.258,none,none,Non-coding,forward
NC_066859.1_29195777_29195563,0,none,none,Non-coding,forward
NC_066859.1_29292708_29293462,0.136,none,none,Coding,forward
NC_066859.1_29680204_29679906,-0.23,none,none,Non-coding,reverse
NC_066859.1_29755824_29756328,-0.048,none,none,Non-coding,forward
NC_066859.1_29811535_29811407,-0.38,none,none,Non-coding,reverse
NC_066859.1_30199164_30199068,-0.064,none,none,Non-coding,reverse
NC_066859.1_30304556_30304643,-0.923,none,none,Non-coding,reverse
NC_066859.1_30321755_30322142,-0.524,none,none,Non-coding,reverse
NC_066859.1_30483707_30483600,2.29,none,none,Coding,reverse
NC_066859.1_30732911_30733018,-0.235,none,none,Non-coding,reverse
NC_066859.1_30739541_30739381,-0.755,none,none,Non-coding,reverse
NC_066859.1_30853640_30853819,0.236,none,none,Coding,reverse
NC_066859.1_30860202_30860338,0.698,none,none,Coding,forward
NC_066859.1_461030_461180,-0.209,none,none,Non-coding,forward
NC_066859.1_6141893_6141987,-0.267,none,none,Non-coding,reverse
NC_066859.1_8294785_8294568,-1.031,none,none,Non-coding,forward
NC_066859.1_8940244_8940131,-1.373,none,none,Non-coding,reverse
NC_066859.1_9857881_9858064,-0.739,none,none,Non-coding,reverse
NC_066860.1_10205416_10205509,-0.629,none,none,Non-coding,reverse
NC_066860.1_1131575_1131461,-0.393,none,none,Non-coding,reverse
NC_066860.1_1246316_1246451,2.231,none,none,Non-coding,forward
NC_066860.1_14576321_14576439,0.559,none,none,Coding,reverse
NC_066860.1_14610627_14610414,-0.82,none,none,Non-coding,forward
NC_066860.1_14823941_14823796,-0.341,none,none,Non-coding,forward
NC_066860.1_14853282_14853601,-1.36,none,none,Non-coding,forward
NC_066860.1_15119532_15119653,0.553,none,none,Coding,forward
NC_066860.1_1549281_1549369,0,none,none,Non-coding,forward
NC_066860.1_16164179_16164097,-0.13,none,none,Non-coding,reverse
NC_066860.1_16300990_16301139,-0.286,none,none,Non-coding,forward
NC_066860.1_16446906_16446815,-0.178,none,none,Non-coding,reverse
NC_066860.1_16745875_16745329,-0.523,none,none,Non-coding,forward
NC_066860.1_16754586_16755023,-0.065,none,none,Non-coding,forward
NC_066860.1_16849246_16849549,-0.817,none,none,Non-coding,forward
NC_066860.1_1866698_1866869,-0.521,none,none,Non-coding,reverse
NC_066860.1_20468752_20468844,-1.3,none,none,Non-coding,forward
NC_066860.1_20863704_20863858,-1.042,none,none,Non-coding,forward
NC_066860.1_20864112_20864238,-0.945,none,none,Non-coding,reverse
NC_066860.1_21129970_21130141,0,none,none,Non-coding,forward
NC_066860.1_21522020_21522124,-0.532,none,none,Non-coding,forward
NC_066860.1_21646642_21646557,0.535,none,none,Coding,reverse
NC_066860.1_2180362_2180647,-0.214,none,none,Non-coding,reverse
NC_066860.1_2196342_2196228,0.642,none,none,Coding,reverse
NC_066860.1_22006241_22006362,0,none,none,Non-coding,forward
NC_066860.1_2234500_2234372,-1.283,none,none,Non-coding,forward
NC_066860.1_24385533_24386402,0.982,none,none,Coding,forward
NC_066860.1_2442124_2441983,-0.904,none,none,Non-coding,forward
NC_066860.1_24550866_24551126,0.126,none,none,Coding,forward
NC_066860.1_2464894_2465019,0,none,none,Non-coding,reverse
NC_066860.1_2499234_2499453,-0.763,none,none,Non-coding,forward
NC_066860.1_25209204_25209323,0.366,none,none,Coding,forward
NC_066860.1_26554442_26554279,-0.278,none,none,Non-coding,forward
NC_066860.1_27337020_27336797,-0.924,none,none,Non-coding,reverse
NC_066860.1_2747657_2747545,-0.549,none,none,Non-coding,forward
NC_066860.1_28218077_28217956,-0.299,none,none,Non-coding,reverse
NC_066860.1_28744174_28744265,-0.067,none,none,Non-coding,reverse
NC_066860.1_28751789_28751639,-0.799,none,none,Non-coding,forward
NC_066860.1_28947322_28947223,-0.648,none,none,Non-coding,forward
NC_066860.1_28950489_28950380,-0.333,none,none,Non-coding,reverse
NC_066860.1_28951806_28951700,-0.233,none,none,Non-coding,reverse
NC_066860.1_28970275_28970172,-1.356,none,none,Non-coding,forward
NC_066860.1_29350410_29350746,-0.487,none,none,Non-coding,forward
NC_066860.1_29377379_29377100,-0.434,none,none,Non-coding,forward
NC_066860.1_29553587_29553477,-1.262,none,none,Non-coding,reverse
NC_066860.1_29869304_29869392,0.259,none,none,Non-coding,reverse
NC_066860.1_29930008_29930172,0.575,none,none,Coding,reverse
NC_066860.1_29945182_29945098,0.038,none,none,Coding,reverse
NC_066860.1_30125093_30125343,-0.32,none,none,Non-coding,forward
NC_066860.1_30149316_30149118,-0.767,none,none,Non-coding,forward
NC_066860.1_30281884_30282514,0.1,none,none,Coding,forward
NC_066860.1_3033397_3033497,-0.808,none,none,Non-coding,forward
NC_066860.1_3041480_3041642,-0.693,none,none,Non-coding,forward
NC_066860.1_30455495_30455402,-0.352,none,none,Non-coding,forward
NC_066860.1_30554004_30554196,-0.41,none,none,Non-coding,reverse
NC_066860.1_30575059_30575201,-0.568,none,none,Non-coding,reverse
NC_066860.1_30602796_30602346,-0.649,none,none,Non-coding,forward
NC_066860.1_30620626_30620469,-1.306,none,none,Non-coding,reverse
NC_066860.1_3069323_3069673,-0.555,none,none,Non-coding,reverse
NC_066860.1_30767774_30767614,-0.572,none,none,Non-coding,reverse
NC_066860.1_31462050_31461742,-0.996,none,none,Non-coding,forward
NC_066860.1_31652039_31651924,-0.784,none,none,Non-coding,reverse
NC_066860.1_31778830_31778688,-1.243,none,none,Non-coding,forward
NC_066860.1_31885383_31885223,0.087,none,none,Coding,reverse
NC_066860.1_31888328_31888428,-0.124,none,none,Non-coding,reverse
NC_066860.1_31893630_31893845,-0.837,none,none,Non-coding,forward
NC_066860.1_32066358_32066129,0.104,none,none,Non-coding,reverse
NC_066860.1_32257915_32257802,-0.65,none,none,Non-coding,reverse
NC_066860.1_32300085_32299998,-0.864,none,none,Non-coding,reverse
NC_066860.1_32393868_32393650,-0.843,none,none,Non-coding,reverse
NC_066860.1_32611438_32611537,-0.885,none,none,Non-coding,reverse
NC_066860.1_3295847_3296114,-0.968,none,none,Non-coding,forward
NC_066860.1_33008819_33008046,0.681,none,none,Coding,forward
NC_066860.1_33082293_33082203,-0.705,none,none,Non-coding,forward
NC_066860.1_33128628_33128343,-0.97,none,none,Non-coding,reverse
NC_066860.1_33140020_33139924,0,none,none,Non-coding,reverse
NC_066860.1_33176407_33176306,-1.036,none,none,Non-coding,reverse
NC_066860.1_33345184_33344647,0.426,none,none,Coding,forward
NC_066860.1_33412163_33412329,-0.492,none,none,Non-coding,reverse
NC_066860.1_33755534_33755898,-1.335,none,none,Non-coding,forward
NC_066860.1_33758134_33758041,-0.515,none,none,Non-coding,reverse
NC_066860.1_34027788_34027980,-1.017,none,none,Non-coding,reverse
NC_066860.1_34187759_34187652,0.443,none,none,Non-coding,reverse
NC_066860.1_34206039_34205906,2.177,none,none,Non-coding,reverse
NC_066860.1_3431512_3431668,-0.244,none,none,Non-coding,reverse
NC_066860.1_3432735_3432833,-0.651,none,none,Non-coding,forward
NC_066860.1_34373751_34374348,-0.149,none,none,Non-coding,forward
NC_066860.1_34603580_34603743,-1.381,none,none,Non-coding,reverse
NC_066860.1_34675509_34675400,-1.046,none,none,Non-coding,reverse
NC_066860.1_34752710_34752843,-1.45,none,none,Non-coding,forward
NC_066860.1_3483753_3483917,-0.12,none,none,Non-coding,reverse
NC_066860.1_3752353_3752242,-1.194,none,none,Non-coding,forward
NC_066860.1_3898752_3898653,0.118,none,none,Non-coding,reverse
NC_066860.1_3902482_3902331,1.028,none,none,Coding,forward
NC_066860.1_452513_452630,-0.303,none,none,Non-coding,forward
NC_066860.1_456612_456704,-0.633,none,none,Non-coding,reverse
NC_066860.1_5022757_5022838,-0.988,none,none,Non-coding,forward
NC_066860.1_5041590_5041492,0,none,none,Non-coding,forward
NC_066860.1_5466045_5466138,-0.853,none,none,Non-coding,forward
NC_066860.1_892066_891133,1.126,none,none,Coding,forward
NC_066860.1_921237_921096,0.168,none,none,Coding,reverse
NC_066860.1_929702_930619,1.077,none,none,Coding,forward
NC_066860.1_9497183_9497050,0.832,none,none,Coding,forward
NC_066860.1_9831721_9831848,1.53,none,none,Coding,forward
NC_066861.1_1001201_1001393,2,none,none,Coding,forward
NC_066861.1_10569546_10569945,0.768,none,none,Coding,forward
NC_066861.1_10575830_10575956,-0.201,none,none,Non-coding,forward
NC_066861.1_10908153_10907976,-0.741,none,none,Non-coding,forward
NC_066861.1_11382963_11382802,0.595,none,none,Coding,reverse
NC_066861.1_1190639_1190831,-0.042,none,none,Non-coding,forward
NC_066861.1_1237161_1237400,-0.124,none,none,Non-coding,reverse
NC_066861.1_1387705_1387584,-0.167,none,none,Non-coding,forward
NC_066861.1_1390523_1390622,0.294,none,none,Non-coding,reverse
NC_066861.1_14456527_14456834,-1.468,none,none,Non-coding,forward
NC_066861.1_15096820_15096605,-1.411,none,none,Non-coding,reverse
NC_066861.1_1579645_1579396,-0.787,none,none,Non-coding,forward
NC_066861.1_16212522_16212647,-0.371,none,none,Non-coding,forward
NC_066861.1_1636361_1636235,-1.119,none,none,Non-coding,forward
NC_066861.1_17520906_17520775,-0.288,none,none,Non-coding,reverse
NC_066861.1_19022250_19022403,-1.028,none,none,Non-coding,forward
NC_066861.1_1955160_1955420,-0.827,none,none,Non-coding,forward
NC_066861.1_19883350_19883974,-0.085,none,none,Non-coding,forward
NC_066861.1_20262149_20262316,-0.444,none,none,Non-coding,forward
NC_066861.1_20794168_20794030,-1.237,none,none,Non-coding,reverse
NC_066861.1_21008131_21007986,-0.977,none,none,Non-coding,forward
NC_066861.1_21014471_21014564,-0.552,none,none,Non-coding,reverse
NC_066861.1_21036446_21036323,-0.531,none,none,Non-coding,forward
NC_066861.1_2113227_2112836,-0.445,none,none,Non-coding,forward
NC_066861.1_2194351_2194072,-0.232,none,none,Non-coding,forward
NC_066861.1_22355032_22355327,-0.556,none,none,Non-coding,forward
NC_066861.1_22371226_22370908,-0.821,none,none,Non-coding,reverse
NC_066861.1_22382567_22382476,-0.109,none,none,Non-coding,forward
NC_066861.1_2281085_2280999,-0.36,none,none,Non-coding,reverse
NC_066861.1_23246001_23245836,-1.177,none,none,Non-coding,forward
NC_066861.1_23837572_23837654,-0.838,none,none,Non-coding,forward
NC_066861.1_24767611_24767705,-0.301,none,none,Non-coding,forward
NC_066861.1_24865789_24865653,-0.416,none,none,Non-coding,reverse
NC_066861.1_24904879_24904694,-1.576,none,none,Non-coding,reverse
NC_066861.1_25710142_25709969,-0.169,none,none,Non-coding,reverse
NC_066861.1_25923769_25923462,-1.007,none,none,Non-coding,forward
NC_066861.1_26026579_26026045,-0.059,none,none,Non-coding,forward
NC_066861.1_26098000_26098099,0,none,none,Non-coding,reverse
NC_066861.1_26175215_26175340,-0.35,none,none,Non-coding,reverse
NC_066861.1_26285292_26285031,-0.592,none,none,Non-coding,forward
NC_066861.1_26338499_26338264,-0.708,none,none,Non-coding,reverse
NC_066861.1_264692_264839,-0.341,none,none,Non-coding,forward
NC_066861.1_26476075_26475913,0.082,none,none,Coding,forward
NC_066861.1_26611797_26612383,-0.2,none,none,Non-coding,forward
NC_066861.1_27671048_27670891,-0.617,none,none,Non-coding,reverse
NC_066861.1_27687460_27687351,-0.648,none,none,Non-coding,reverse
NC_066861.1_27924526_27924178,-0.523,none,none,Non-coding,reverse
NC_066861.1_2801202_2801085,-0.315,none,none,Non-coding,reverse
NC_066861.1_28292228_28292104,-0.366,none,none,Non-coding,forward
NC_066861.1_28298167_28298057,0.294,none,none,Non-coding,forward
NC_066861.1_28403291_28403588,-0.769,none,none,Non-coding,forward
NC_066861.1_28411871_28411974,0.239,none,none,Non-coding,reverse
NC_066861.1_28695451_28695701,-0.824,none,none,Non-coding,forward
NC_066861.1_29095128_29094990,1.645,none,none,Coding,forward
NC_066861.1_29097844_29097673,-0.79,none,none,Non-coding,forward
NC_066861.1_29165585_29165411,-0.196,none,none,Non-coding,forward
NC_066861.1_29617655_29618159,0.033,none,none,Coding,forward
NC_066861.1_29966253_29965623,-1.109,none,none,Non-coding,forward
NC_066861.1_29975784_29975700,0,none,none,Non-coding,forward
NC_066861.1_30106968_30106852,0.083,none,none,Coding,forward
NC_066861.1_30180440_30180351,-0.558,none,none,Non-coding,reverse
NC_066861.1_3152638_3152550,0.418,none,none,Non-coding,forward
NC_066861.1_3530470_3530359,-0.317,none,none,Non-coding,forward
NC_066861.1_3579800_3579569,-0.653,none,none,Non-coding,forward
NC_066861.1_3753908_3754036,0.131,none,none,Coding,forward
NC_066861.1_3931843_3931703,-0.945,none,none,Non-coding,reverse
NC_066861.1_4030658_4030794,1.046,none,none,Non-coding,reverse
NC_066861.1_4083279_4083405,1.151,none,none,Non-coding,reverse
NC_066861.1_4846674_4846584,-1.653,none,none,Non-coding,reverse
NC_066861.1_494556_494651,0.47,none,none,Coding,reverse
NC_066861.1_495167_495293,0.09,none,none,Coding,forward
