Name,Score,Start,End,Label,Direction
NC_054858.1_2189610_2189450,-0.328,none,none,Non-coding,reverse
NC_054858.1_2220758_2220664,-0.306,none,none,Non-coding,reverse
NC_054858.1_225144_225715,-0.763,none,none,Non-coding,forward
NC_054858.1_2262636_2262788,-1.762,none,none,Non-coding,forward
NC_054858.1_2269020_2269281,-0.418,none,none,Non-coding,forward
NC_054858.1_2285830_2285912,0,none,none,Non-coding,forward
NC_054858.1_2311433_2312009,-1.485,none,none,Non-coding,forward
NC_054858.1_2322422_2323285,-0.127,none,none,Non-coding,forward
NC_054858.1_2345487_2344793,-1.211,none,none,Non-coding,reverse
NC_054858.1_237921_236871,1.17,none,none,Coding,forward
NC_054858.1_239421_239868,-0.412,none,none,Non-coding,forward
NC_054858.1_244390_244231,-1.112,none,none,Non-coding,reverse
NC_054858.1_2555461_2555182,-0.934,none,none,Non-coding,forward
NC_054858.1_2614635_2614093,-0.623,none,none,Non-coding,forward
NC_054858.1_2640650_2640537,-0.605,none,none,Non-coding,forward
NC_054858.1_2651997_2652431,-1.116,none,none,Non-coding,forward
NC_054858.1_2655788_2656055,-0.941,none,none,Non-coding,forward
NC_054858.1_267694_267497,-1.256,none,none,Non-coding,reverse
NC_054858.1_2693341_2693232,-1.08,none,none,Non-coding,reverse
NC_054858.1_2693617_2693532,0,none,none,Non-coding,reverse
NC_054858.1_2707896_2708340,-0.407,none,none,Non-coding,reverse
NC_054858.1_2720039_2720168,-1.132,none,none,Non-coding,forward
NC_054858.1_2740596_2740778,-0.655,none,none,Non-coding,forward
NC_054858.1_2772553_2772351,-0.248,none,none,Non-coding,forward
NC_054858.1_2794895_2794484,-0.991,none,none,Non-coding,forward
NC_054858.1_2805478_2805285,-1.531,none,none,Non-coding,reverse
NC_054858.1_284315_285029,0.26,none,none,Coding,forward
NC_054858.1_285728_285940,-0.429,none,none,Non-coding,forward
NC_054858.1_2864921_2865102,-0.674,none,none,Non-coding,reverse
NC_054858.1_2890103_2891256,-0.21,none,none,Non-coding,reverse
NC_054858.1_2891908_2892001,-0.36,none,none,Non-coding,forward
NC_054858.1_2971921_2972179,-0.534,none,none,Non-coding,forward
NC_054858.1_2976398_2976306,-1.704,none,none,Non-coding,reverse
NC_054858.1_305736_305911,-1.27,none,none,Non-coding,forward
NC_054858.1_3062855_3062390,-0.081,none,none,Non-coding,forward
NC_054858.1_3113494_3113773,-0.377,none,none,Non-coding,forward
NC_054858.1_3114180_3114033,2.221,none,none,Coding,reverse
NC_054858.1_312565_312079,-0.919,none,none,Non-coding,forward
NC_054858.1_3177132_3176569,-0.503,none,none,Non-coding,reverse
NC_054858.1_3185961_3186854,1.352,none,none,Coding,forward
NC_054858.1_3222481_3222571,-0.598,none,none,Non-coding,reverse
NC_054858.1_3285837_3285951,-1.018,none,none,Non-coding,reverse
NC_054858.1_3338274_3338579,-0.444,none,none,Non-coding,forward
NC_054858.1_3344057_3343296,-0.02,none,none,Non-coding,forward
NC_054858.1_3344431_3344133,-0.881,none,none,Non-coding,forward
NC_054858.1_3374877_3374227,-0.213,none,none,Non-coding,forward
NC_054858.1_3383319_3383122,-0.912,none,none,Non-coding,forward
NC_054858.1_3390308_3390178,-0.465,none,none,Non-coding,reverse
NC_054858.1_34128_33648,-0.744,none,none,Non-coding,forward
NC_054858.1_3428018_3428720,0.543,none,none,Coding,forward
NC_054858.1_3429858_3429511,-1.262,none,none,Non-coding,forward
NC_054858.1_3492198_3492552,-0.682,none,none,Non-coding,forward
NC_054858.1_3506722_3506921,0.596,none,none,Non-coding,reverse
NC_054858.1_3540237_3540132,-1.278,none,none,Non-coding,forward
NC_054858.1_3594593_3594459,-1.095,none,none,Non-coding,forward
NC_054858.1_3606113_3606360,-1.011,none,none,Non-coding,reverse
NC_054858.1_3612256_3612380,-0.471,none,none,Non-coding,forward
NC_054858.1_3691888_3692402,-1.189,none,none,Non-coding,reverse
NC_054858.1_3760685_3760434,-0.401,none,none,Non-coding,forward
NC_054858.1_3793838_3793934,-0.649,none,none,Non-coding,reverse
NC_054858.1_3803533_3803929,-0.508,none,none,Non-coding,forward
NC_054858.1_3889953_3890889,0.478,none,none,Coding,forward
NC_054858.1_3918139_3917093,0.591,none,none,Coding,forward
NC_054858.1_3927279_3926247,0.773,none,none,Coding,forward
NC_054858.1_3935843_3935433,-0.701,none,none,Non-coding,reverse
NC_054858.1_3972010_3971204,0.634,none,none,Coding,forward
NC_054858.1_4000909_4001034,-0.668,none,none,Non-coding,reverse
NC_054858.1_4004399_4004256,-0.627,none,none,Non-coding,reverse
NC_054858.1_4069270_4069567,-0.106,none,none,Non-coding,forward
NC_054858.1_4070148_4070058,-0.621,none,none,Non-coding,reverse
NC_054858.1_4072886_4072105,0.713,none,none,Coding,forward
NC_054858.1_4087469_4087692,-0.937,none,none,Non-coding,forward
NC_054858.1_4091818_4091986,-0.563,none,none,Non-coding,forward
NC_054858.1_4097506_4097282,-1.727,none,none,Non-coding,forward
NC_054858.1_4097678_4097565,-1.322,none,none,Non-coding,reverse
NC_054858.1_41138_39987,1.779,none,none,Coding,forward
NC_054858.1_4169739_4169421,-0.771,none,none,Non-coding,forward
NC_054858.1_4211186_4211400,-1.292,none,none,Non-coding,forward
NC_054858.1_4211463_4211687,0.388,none,none,Coding,forward
NC_054858.1_4282106_4281908,-0.657,none,none,Non-coding,forward
NC_054858.1_4357612_4357822,-1.347,none,none,Non-coding,forward
NC_054858.1_4365630_4365257,-1.371,none,none,Non-coding,reverse
NC_054858.1_4435939_4436502,-0.193,none,none,Non-coding,forward
NC_054858.1_4589536_4590445,0.889,none,none,Coding,forward
NC_054858.1_4596358_4596272,-0.698,none,none,Non-coding,reverse
NC_054858.1_4636582_4636356,-0.115,none,none,Non-coding,reverse
NC_054858.1_4668328_4668538,-0.967,none,none,Non-coding,reverse
NC_054858.1_467064_467798,-0.551,none,none,Non-coding,reverse
NC_054858.1_4686040_4685173,1.117,none,none,Coding,forward
NC_054858.1_4686721_4686290,-1.301,none,none,Non-coding,forward
NC_054858.1_4766976_4766785,-0.748,none,none,Non-coding,reverse
NC_054858.1_4777919_4778476,-0.233,none,none,Non-coding,forward
NC_054858.1_4780044_4779761,-1.809,none,none,Non-coding,reverse
NC_054858.1_4783151_4782905,-1.509,none,none,Non-coding,forward
NC_054858.1_4788630_4788714,0.593,none,none,Coding,forward
NC_054858.1_48650_48864,-1.106,none,none,Non-coding,forward
NC_054858.1_4902421_4902868,-1.473,none,none,Non-coding,forward
NC_054858.1_4929563_4929681,-1.032,none,none,Non-coding,reverse
NC_054858.1_4938024_4937604,-1.188,none,none,Non-coding,forward
NC_054858.1_4949347_4949082,-1.107,none,none,Non-coding,forward
NC_054858.1_5029475_5030653,1.953,none,none,Coding,forward
NC_054858.1_5031670_5031953,-0.643,none,none,Non-coding,forward
NC_054858.1_5063945_5063147,0.066,none,none,Coding,forward
NC_054858.1_5098553_5098304,-0.793,none,none,Non-coding,reverse
NC_054858.1_512136_510960,1.392,none,none,Coding,forward
NC_054858.1_5181591_5182060,-1.163,none,none,Non-coding,forward
NC_054858.1_5193919_5193792,-1.047,none,none,Non-coding,reverse
NC_054858.1_5196119_5196410,-0.671,none,none,Non-coding,forward
NC_054858.1_5202374_5202559,-1.282,none,none,Non-coding,reverse
NC_054858.1_5229215_5229526,-0.007,none,none,Non-coding,forward
NC_054858.1_5255424_5256222,0.258,none,none,Coding,forward
NC_054858.1_531094_530305,0.044,none,none,Coding,forward
NC_054858.1_5387061_5386738,-1.249,none,none,Non-coding,forward
NC_054858.1_5404097_5403753,-1.2,none,none,Non-coding,forward
NC_054858.1_5418115_5417983,-1.528,none,none,Non-coding,reverse
NC_054858.1_547712_548326,0.332,none,none,Coding,forward
NC_054858.1_551810_552442,-0.563,none,none,Non-coding,reverse
NC_054858.1_572740_572413,-0.809,none,none,Non-coding,reverse
NC_054858.1_580034_581129,1.452,none,none,Coding,forward
NC_054858.1_638441_638279,-0.932,none,none,Non-coding,forward
NC_054858.1_659946_659560,0.357,none,none,Coding,forward
NC_054858.1_661253_661846,0.261,none,none,Coding,forward
NC_054858.1_710166_710633,-1.477,none,none,Non-coding,reverse
NC_054858.1_734095_733985,-1.445,none,none,Non-coding,forward
NC_054858.1_751968_752934,1.834,none,none,Coding,forward
NC_054858.1_788843_789217,-0.588,none,none,Non-coding,forward
NC_054858.1_803781_803871,-1.721,none,none,Non-coding,forward
NC_054858.1_830809_830897,0,none,none,Non-coding,forward
NC_054858.1_860099_859107,1.352,none,none,Coding,forward
NC_054858.1_890130_890461,-1.405,none,none,Non-coding,reverse
NC_054858.1_915218_915663,-1.299,none,none,Non-coding,forward
NC_054858.1_920851_920750,-1.148,none,none,Non-coding,forward
NC_054858.1_953499_953646,-0.313,none,none,Non-coding,forward
NC_054858.1_955954_956135,-1.355,none,none,Non-coding,forward
NC_054858.1_957573_957752,-0.747,none,none,Non-coding,reverse
NC_054858.1_959595_959717,-0.669,none,none,Non-coding,reverse
NC_054858.1_981620_981187,-1.709,none,none,Non-coding,reverse
NC_054858.1_98928_98831,0,none,none,Non-coding,reverse
NC_054859.1_1004979_1004535,-0.707,none,none,Non-coding,forward
NC_054859.1_1052360_1052724,-1.245,none,none,Non-coding,reverse
NC_054859.1_106295_105196,1.492,none,none,Coding,forward
NC_054859.1_1082673_1082460,-1.262,none,none,Non-coding,reverse
NC_054859.1_1139336_1139645,-1.154,none,none,Non-coding,forward
NC_054859.1_1139714_1139877,-1.417,none,none,Non-coding,forward
NC_054859.1_1173741_1173290,-0.573,none,none,Non-coding,forward
NC_054859.1_1180079_1180444,-1.083,none,none,Non-coding,forward
NC_054859.1_1218736_1219027,-1.191,none,none,Non-coding,reverse
NC_054859.1_1245236_1244834,-1.113,none,none,Non-coding,forward
NC_054859.1_1259348_1259565,-1.07,none,none,Non-coding,forward
NC_054859.1_1281101_1281619,-0.119,none,none,Non-coding,forward
NC_054859.1_1292972_1293904,-0.964,none,none,Non-coding,reverse
NC_054859.1_132032_131933,-1.011,none,none,Non-coding,reverse
NC_054859.1_1354030_1353604,-0.398,none,none,Non-coding,forward
NC_054859.1_1359887_1359430,-1.134,none,none,Non-coding,forward
NC_054859.1_1369581_1370078,-0.71,none,none,Non-coding,forward
NC_054859.1_1376686_1377328,-0.664,none,none,Non-coding,forward
NC_054859.1_1401731_1401566,-0.264,none,none,Non-coding,forward
NC_054859.1_1436205_1436658,-0.671,none,none,Non-coding,forward
NC_054859.1_1461427_1461266,-1.237,none,none,Non-coding,forward
NC_054859.1_1491334_1491212,0,none,none,Non-coding,reverse
NC_054859.1_1499663_1500502,-0.153,none,none,Non-coding,forward
NC_054859.1_150040_149862,-1.828,none,none,Non-coding,forward
NC_054859.1_1531858_1532004,-0.5,none,none,Non-coding,reverse
NC_054859.1_1537826_1537944,-1.475,none,none,Non-coding,forward
NC_054859.1_1607281_1607184,-0.609,none,none,Non-coding,reverse
NC_054859.1_1614513_1613369,1.035,none,none,Coding,forward
NC_054859.1_1617781_1617169,-0.173,none,none,Non-coding,forward
NC_054859.1_1660942_1661292,-1.178,none,none,Non-coding,reverse
NC_054859.1_1672999_1673220,-0.324,none,none,Non-coding,reverse
NC_054859.1_1676290_1676661,-0.886,none,none,Non-coding,forward
NC_054859.1_1677513_1677871,-0.779,none,none,Non-coding,forward
NC_054859.1_1681035_1681532,-0.465,none,none,Non-coding,forward
NC_054859.1_1708587_1709352,-0.722,none,none,Non-coding,forward
NC_054859.1_1709969_1710147,-1.31,none,none,Non-coding,forward
NC_054859.1_1743292_1742831,0.528,none,none,Coding,forward
NC_054859.1_1752408_1752293,-0.185,none,none,Non-coding,forward
NC_054859.1_177406_177530,-0.668,none,none,Non-coding,forward
NC_054859.1_1819969_1820119,0,none,none,Non-coding,reverse
NC_054859.1_1834751_1834531,-0.543,none,none,Non-coding,forward
NC_054859.1_1868193_1867830,-1.251,none,none,Non-coding,forward
NC_054859.1_1927726_1927587,-1.23,none,none,Non-coding,reverse
NC_054859.1_1938005_1937705,-0.675,none,none,Non-coding,reverse
