Name,Score,Start,End,Label
NC_066857.1_9729347_9729433_Cucumis_melo,0.531,34,233,Non-coding
NC_066858.1_10051535_10051285_Cucumis_melo,0.985,193,392,Coding
NC_066858.1_1008452_1008574_Cucumis_melo,0.706,34,233,Non-coding
NC_066858.1_105452_105671_Cucumis_melo,1.026,4,203,Coding
NC_066858.1_11527378_11527469_Cucumis_melo,0.885,1,200,No
NC_066858.1_1163254_1163350_Cucumis_melo,0.784,1,200,No
NC_066858.1_11878761_11878572_Cucumis_melo,1.026,49,248,Coding
NC_066858.1_11898567_11898672_Cucumis_melo,0.676,55,254,Non-coding
NC_066858.1_11936281_11936077_Cucumis_melo,0.973,4,203,Coding
NC_066858.1_1293476_1293371_Cucumis_melo,0.787,7,206,No
NC_066858.1_1310652_1310801_Cucumis_melo,1.016,94,293,Coding
NC_066858.1_13343740_13343634_Cucumis_melo,0.981,40,239,Coding
NC_066858.1_13585684_13585419_Cucumis_melo,1.233,4,203,Coding
NC_066858.1_13587818_13587713_Cucumis_melo,0.761,37,236,No
NC_066858.1_13937133_13936731_Cucumis_melo,1.215,139,338,Coding
NC_066858.1_13972228_13972783_Cucumis_melo,1.269,211,410,Coding
NC_066858.1_14491139_14491456_Cucumis_melo,1.129,196,395,Coding
NC_066858.1_14814039_14814244_Cucumis_melo,1.020,61,260,Coding
NC_066858.1_15081683_15081526_Cucumis_melo,0.923,10,209,No
NC_066858.1_15178087_15177582_Cucumis_melo,1.233,337,536,Coding
NC_066858.1_162480_162579_Cucumis_melo,0.994,13,212,Coding
NC_066858.1_1665370_1665529_Cucumis_melo,1.075,76,275,Coding
NC_066858.1_1691446_1691532_Cucumis_melo,0.660,4,203,Non-coding
NC_066858.1_17114086_17114208_Cucumis_melo,0.790,67,266,No
NC_066858.1_17199970_17199751_Cucumis_melo,1.094,97,296,Coding
NC_066858.1_17263152_17263582_Cucumis_melo,1.244,259,458,Coding
NC_066858.1_1737426_1737548_Cucumis_melo,0.997,46,245,Coding
NC_066858.1_1851849_1851965_Cucumis_melo,1.102,37,236,Coding
NC_066858.1_19015050_19015185_Cucumis_melo,0.966,1,200,Coding
NC_066858.1_19079569_19079990_Cucumis_melo,1.126,304,503,Coding
NC_066858.1_19080092_19080775_Cucumis_melo,1.208,334,533,Coding
NC_066858.1_19194719_19194471_Cucumis_melo,1.061,37,236,Coding
NC_066858.1_1981403_1981261_Cucumis_melo,0.974,85,284,Coding
NC_066858.1_2020482_2020047_Cucumis_melo,1.244,199,398,Coding
NC_066858.1_20645233_20644861_Cucumis_melo,1.062,61,260,Coding
NC_066858.1_2102885_2102985_Cucumis_melo,1.076,37,236,Coding
NC_066858.1_2106042_2105351_Cucumis_melo,1.214,190,389,Coding
NC_066858.1_21561348_21560601_Cucumis_melo,1.301,202,401,Coding
NC_066858.1_21648108_21648370_Cucumis_melo,0.987,46,245,Coding
NC_066858.1_22033165_22033313_Cucumis_melo,1.104,94,293,Coding
NC_066858.1_22137045_22136947_Cucumis_melo,0.637,40,239,Non-coding
NC_066858.1_22345475_22345602_Cucumis_melo,0.728,73,272,Non-coding
NC_066858.1_22575095_22574973_Cucumis_melo,0.580,73,272,Non-coding
NC_066858.1_229765_229601_Cucumis_melo,0.986,64,263,Coding
NC_066858.1_23549004_23548266_Cucumis_melo,1.287,382,581,Coding
NC_066858.1_23554077_23554203_Cucumis_melo,1.036,73,272,Coding
NC_066858.1_23668236_23668048_Cucumis_melo,0.961,46,245,Coding
NC_066858.1_23876831_23876324_Cucumis_melo,1.251,199,398,Coding
NC_066858.1_23981922_23981833_Cucumis_melo,0.655,28,227,Non-coding
NC_066858.1_24230416_24229521_Cucumis_melo,1.165,184,383,Coding
NC_066858.1_24236266_24236133_Cucumis_melo,1.019,55,254,Coding
NC_066858.1_24347644_24348145_Cucumis_melo,1.307,403,602,Coding
NC_066858.1_24403490_24403826_Cucumis_melo,1.178,70,269,Coding
NC_066858.1_2452785_2452890_Cucumis_melo,0.906,1,200,No
NC_066858.1_24920998_24920916_Cucumis_melo,0.669,31,230,Non-coding
NC_066858.1_25130003_25130146_Cucumis_melo,0.772,64,263,No
NC_066858.1_25393273_25393090_Cucumis_melo,0.806,67,266,No
NC_066858.1_25487001_25486815_Cucumis_melo,1.204,115,314,Coding
NC_066858.1_25601641_25601269_Cucumis_melo,0.827,271,470,No
NC_066858.1_25614664_25614799_Cucumis_melo,0.841,64,263,No
NC_066858.1_25629437_25629122_Cucumis_melo,1.145,229,428,Coding
NC_066858.1_25691650_25691542_Cucumis_melo,0.548,4,203,Non-coding
NC_066858.1_25738125_25738043_Cucumis_melo,0.517,22,221,Non-coding
NC_066858.1_25754406_25754198_Cucumis_melo,1.261,73,272,Coding
NC_066858.1_25795550_25795848_Cucumis_melo,1.309,100,299,Coding
NC_066858.1_26003271_26003435_Cucumis_melo,1.104,106,305,Coding
NC_066858.1_26160882_26161068_Cucumis_melo,1.025,49,248,Coding
NC_066858.1_2842933_2842740_Cucumis_melo,1.094,91,290,Coding
NC_066858.1_3170850_3171101_Cucumis_melo,1.071,154,353,Coding
NC_066858.1_3209327_3209515_Cucumis_melo,0.965,115,314,Coding
NC_066858.1_4292571_4292454_Cucumis_melo,0.912,28,227,No
NC_066858.1_5221045_5221127_Cucumis_melo,0.851,16,215,No
NC_066858.1_6623767_6623674_Cucumis_melo,0.794,7,206,No
NC_066858.1_7021138_7020761_Cucumis_melo,1.097,259,458,Coding
NC_066858.1_7825044_7825159_Cucumis_melo,0.952,40,239,Coding
NC_066858.1_7919889_7919998_Cucumis_melo,0.824,49,248,No
NC_066858.1_834512_835181_Cucumis_melo,1.269,97,296,Coding
NC_066858.1_885561_884694_Cucumis_melo,1.234,379,578,Coding
NC_066858.1_931188_931330_Cucumis_melo,0.899,4,203,No
NC_066858.1_9837735_9837954_Cucumis_melo,0.943,130,329,No
NC_066859.1_12981162_12981415_Cucumis_melo,1.062,4,203,Coding
NC_066859.1_1339814_1339685_Cucumis_melo,0.894,79,278,No
NC_066859.1_14801442_14801903_Cucumis_melo,1.243,184,383,Coding
NC_066859.1_17689926_17690011_Cucumis_melo,0.901,28,227,No
NC_066859.1_17747060_17747353_Cucumis_melo,0.919,214,413,No
NC_066859.1_1907693_1907849_Cucumis_melo,1.032,58,257,Coding
NC_066859.1_1921438_1921861_Cucumis_melo,1.238,25,224,Coding
NC_066859.1_1973489_1973365_Cucumis_melo,0.950,1,200,No
NC_066859.1_20444867_20444705_Cucumis_melo,1.107,1,200,Coding
NC_066859.1_21526656_21526740_Cucumis_melo,0.894,31,230,No
NC_066859.1_21876360_21876570_Cucumis_melo,0.930,28,227,No
NC_066859.1_22630173_22630258_Cucumis_melo,0.545,7,206,Non-coding
NC_066859.1_23623046_23623164_Cucumis_melo,0.734,16,215,Non-coding
NC_066859.1_23863069_23862414_Cucumis_melo,1.154,538,737,Coding
NC_066859.1_24147605_24147773_Cucumis_melo,1.037,22,221,Coding
NC_066859.1_2431320_2431230_Cucumis_melo,0.905,40,239,No
NC_066859.1_24995669_24995397_Cucumis_melo,1.101,193,392,Coding
NC_066859.1_25155847_25156076_Cucumis_melo,1.143,76,275,Coding
NC_066859.1_25215761_25215655_Cucumis_melo,0.877,52,251,No
NC_066859.1_25225644_25225857_Cucumis_melo,1.274,85,284,Coding
NC_066859.1_25245297_25245387_Cucumis_melo,0.800,40,239,No
NC_066859.1_25295289_25295520_Cucumis_melo,1.121,118,317,Coding
NC_066859.1_25322141_25322034_Cucumis_melo,0.940,52,251,No
NC_066859.1_25392891_25392621_Cucumis_melo,1.062,94,293,Coding
NC_066859.1_25675436_25675617_Cucumis_melo,1.240,76,275,Coding
NC_066859.1_25726130_25726332_Cucumis_melo,1.089,145,344,Coding
NC_066859.1_26336941_26336534_Cucumis_melo,1.186,7,206,Coding
NC_066859.1_26460431_26460340_Cucumis_melo,1.058,40,239,Coding
NC_066859.1_26713402_26714068_Cucumis_melo,1.298,268,467,Coding
NC_066859.1_26757278_26756894_Cucumis_melo,1.145,37,236,Coding
NC_066859.1_26984136_26984019_Cucumis_melo,0.801,49,248,No
NC_066859.1_27295447_27295589_Cucumis_melo,1.097,88,287,Coding
NC_066859.1_27801107_27801213_Cucumis_melo,0.917,40,239,No
NC_066859.1_27865799_27865707_Cucumis_melo,0.790,34,233,No
NC_066859.1_28150038_28150236_Cucumis_melo,1.141,55,254,Coding
NC_066859.1_28195561_28196027_Cucumis_melo,1.235,343,542,Coding
NC_066859.1_28304321_28304150_Cucumis_melo,0.884,70,269,No
NC_066859.1_28491681_28491770_Cucumis_melo,0.658,40,239,Non-coding
NC_066859.1_28670913_28670825_Cucumis_melo,1.092,34,233,Coding
NC_066859.1_28909699_28910094_Cucumis_melo,1.295,241,440,Coding
NC_066859.1_28927288_28927411_Cucumis_melo,0.881,4,203,No
NC_066859.1_29091823_29091712_Cucumis_melo,0.586,61,260,Non-coding
NC_066859.1_29195777_29195563_Cucumis_melo,0.948,94,293,No
NC_066859.1_29292708_29293462_Cucumis_melo,1.116,619,818,Coding
NC_066859.1_29680204_29679906_Cucumis_melo,1.210,82,281,Coding
NC_066859.1_29755824_29756328_Cucumis_melo,1.293,253,452,Coding
NC_066859.1_29811535_29811407_Cucumis_melo,1.076,40,239,Coding
NC_066859.1_30199164_30199068_Cucumis_melo,1.097,22,221,Coding
NC_066859.1_30304556_30304643_Cucumis_melo,0.807,22,221,No
NC_066859.1_30321755_30322142_Cucumis_melo,1.216,262,461,Coding
NC_066859.1_30483707_30483600_Cucumis_melo,0.919,46,245,No
NC_066859.1_30732911_30733018_Cucumis_melo,0.872,43,242,No
NC_066859.1_30739541_30739381_Cucumis_melo,0.927,82,281,No
NC_066859.1_30853640_30853819_Cucumis_melo,1.130,37,236,Coding
NC_066859.1_30860202_30860338_Cucumis_melo,1.257,67,266,Coding
NC_066859.1_461030_461180_Cucumis_melo,1.048,13,212,Coding
NC_066859.1_6141893_6141987_Cucumis_melo,1.088,4,203,Coding
NC_066859.1_8294785_8294568_Cucumis_melo,1.187,70,269,Coding
NC_066859.1_8940244_8940131_Cucumis_melo,1.008,25,224,Coding
NC_066859.1_9857881_9858064_Cucumis_melo,1.005,76,275,Coding
NC_066860.1_10205416_10205509_Cucumis_melo,0.785,28,227,No
NC_066860.1_1131575_1131461_Cucumis_melo,0.876,58,257,No
NC_066860.1_1246316_1246451_Cucumis_melo,0.713,25,224,Non-coding
NC_066860.1_14576321_14576439_Cucumis_melo,1.193,34,233,Coding
NC_066860.1_14610627_14610414_Cucumis_melo,0.931,43,242,No
NC_066860.1_14823941_14823796_Cucumis_melo,0.998,70,269,Coding
NC_066860.1_14853282_14853601_Cucumis_melo,1.264,202,401,Coding
NC_066860.1_15119532_15119653_Cucumis_melo,1.094,1,200,Coding
NC_066860.1_1549281_1549369_Cucumis_melo,1.012,4,203,Coding
NC_066860.1_16164179_16164097_Cucumis_melo,0.889,10,209,No
NC_066860.1_16300990_16301139_Cucumis_melo,1.093,70,269,Coding
NC_066860.1_16446906_16446815_Cucumis_melo,0.819,22,221,No
NC_066860.1_16745875_16745329_Cucumis_melo,1.260,448,647,Coding
NC_066860.1_16754586_16755023_Cucumis_melo,1.257,100,299,Coding
NC_066860.1_16849246_16849549_Cucumis_melo,1.144,97,296,Coding
NC_066860.1_1866698_1866869_Cucumis_melo,0.894,55,254,No
NC_066860.1_20468752_20468844_Cucumis_melo,0.795,43,242,No
NC_066860.1_20863704_20863858_Cucumis_melo,1.150,40,239,Coding
NC_066860.1_20864112_20864238_Cucumis_melo,1.102,76,275,Coding
NC_066860.1_21129970_21130141_Cucumis_melo,1.022,10,209,Coding
NC_066860.1_21522020_21522124_Cucumis_melo,0.667,1,200,Non-coding
NC_066860.1_21646642_21646557_Cucumis_melo,0.696,13,212,Non-coding
NC_066860.1_2180362_2180647_Cucumis_melo,1.059,73,272,Coding
NC_066860.1_2196342_2196228_Cucumis_melo,0.922,1,200,No
NC_066860.1_22006241_22006362_Cucumis_melo,1.135,49,248,Coding
NC_066860.1_2234500_2234372_Cucumis_melo,1.071,1,200,Coding
NC_066860.1_24385533_24386402_Cucumis_melo,1.211,451,650,Coding
NC_066860.1_2442124_2441983_Cucumis_melo,1.209,73,272,Coding
NC_066860.1_24550866_24551126_Cucumis_melo,1.231,70,269,Coding
NC_066860.1_2464894_2465019_Cucumis_melo,0.946,28,227,No
NC_066860.1_2499234_2499453_Cucumis_melo,1.094,169,368,Coding
NC_066860.1_25209204_25209323_Cucumis_melo,0.899,70,269,No
NC_066860.1_26554442_26554279_Cucumis_melo,1.111,79,278,Coding
NC_066860.1_27337020_27336797_Cucumis_melo,1.133,76,275,Coding
NC_066860.1_2747657_2747545_Cucumis_melo,0.813,19,218,No
NC_066860.1_28218077_28217956_Cucumis_melo,0.736,40,239,Non-coding
NC_066860.1_28744174_28744265_Cucumis_melo,0.737,7,206,Non-coding
NC_066860.1_28751789_28751639_Cucumis_melo,0.939,94,293,No
NC_066860.1_28947322_28947223_Cucumis_melo,1.228,34,233,Coding
NC_066860.1_28950489_28950380_Cucumis_melo,0.688,13,212,Non-coding
NC_066860.1_28951806_28951700_Cucumis_melo,0.844,46,245,No
NC_066860.1_28970275_28970172_Cucumis_melo,0.859,43,242,No
NC_066860.1_29350410_29350746_Cucumis_melo,1.203,19,218,Coding
NC_066860.1_29377379_29377100_Cucumis_melo,0.915,226,425,No
NC_066860.1_29553587_29553477_Cucumis_melo,0.757,52,251,No
NC_066860.1_29869304_29869392_Cucumis_melo,0.857,1,200,No
NC_066860.1_29930008_29930172_Cucumis_melo,1.122,31,230,Coding
NC_066860.1_29945182_29945098_Cucumis_melo,1.143,7,206,Coding
NC_066860.1_30125093_30125343_Cucumis_melo,1.245,88,287,Coding
NC_066860.1_30149316_30149118_Cucumis_melo,1.147,115,314,Coding
NC_066860.1_30281884_30282514_Cucumis_melo,1.274,76,275,Coding
NC_066860.1_3033397_3033497_Cucumis_melo,1.015,4,203,Coding
NC_066860.1_3041480_3041642_Cucumis_melo,0.906,70,269,No
NC_066860.1_30455495_30455402_Cucumis_melo,1.011,1,200,Coding
NC_066860.1_30554004_30554196_Cucumis_melo,1.063,91,290,Coding
NC_066860.1_30575059_30575201_Cucumis_melo,1.191,82,281,Coding
NC_066860.1_30602796_30602346_Cucumis_melo,1.255,133,332,Coding
NC_066860.1_30620626_30620469_Cucumis_melo,1.184,37,236,Coding
NC_066860.1_3069323_3069673_Cucumis_melo,1.241,103,302,Coding
NC_066860.1_30767774_30767614_Cucumis_melo,0.961,67,266,Coding
NC_066860.1_31462050_31461742_Cucumis_melo,0.744,49,248,No
NC_066860.1_31652039_31651924_Cucumis_melo,1.019,10,209,Coding
NC_066860.1_31778830_31778688_Cucumis_melo,0.943,13,212,No
NC_066860.1_31885383_31885223_Cucumis_melo,1.222,43,242,Coding
NC_066860.1_31888328_31888428_Cucumis_melo,0.886,1,200,No
NC_066860.1_31893630_31893845_Cucumis_melo,1.109,88,287,Coding
NC_066860.1_32066358_32066129_Cucumis_melo,1.128,100,299,Coding
NC_066860.1_32257915_32257802_Cucumis_melo,0.823,61,260,No
NC_066860.1_32300085_32299998_Cucumis_melo,0.775,7,206,No
NC_066860.1_32393868_32393650_Cucumis_melo,0.984,91,290,Coding
NC_066860.1_32611438_32611537_Cucumis_melo,0.649,10,209,Non-coding
NC_066860.1_3295847_3296114_Cucumis_melo,1.099,25,224,Coding
NC_066860.1_33008819_33008046_Cucumis_melo,1.163,70,269,Coding
NC_066860.1_33082293_33082203_Cucumis_melo,0.888,22,221,No
NC_066860.1_33128628_33128343_Cucumis_melo,1.055,205,404,Coding
NC_066860.1_33140020_33139924_Cucumis_melo,1.042,7,206,Coding
NC_066860.1_33176407_33176306_Cucumis_melo,0.628,52,251,Non-coding
NC_066860.1_33345184_33344647_Cucumis_melo,1.261,352,551,Coding
NC_066860.1_33412163_33412329_Cucumis_melo,0.929,91,290,No
NC_066860.1_33755534_33755898_Cucumis_melo,1.232,85,284,Coding
NC_066860.1_33758134_33758041_Cucumis_melo,0.626,40,239,Non-coding
NC_066860.1_34027788_34027980_Cucumis_melo,1.116,7,206,Coding
NC_066860.1_34187759_34187652_Cucumis_melo,0.876,4,203,No
NC_066860.1_34206039_34205906_Cucumis_melo,1.016,61,260,Coding
NC_066860.1_3431512_3431668_Cucumis_melo,0.807,64,263,No
NC_066860.1_3432735_3432833_Cucumis_melo,0.909,40,239,No
NC_066860.1_34373751_34374348_Cucumis_melo,1.272,388,587,Coding
NC_066860.1_34603580_34603743_Cucumis_melo,0.956,1,200,Coding
NC_066860.1_34675509_34675400_Cucumis_melo,0.883,22,221,No
NC_066860.1_34752710_34752843_Cucumis_melo,1.044,61,260,Coding
NC_066860.1_3483753_3483917_Cucumis_melo,0.991,28,227,Coding
NC_066860.1_3752353_3752242_Cucumis_melo,1.181,34,233,Coding
NC_066860.1_3898752_3898653_Cucumis_melo,0.988,34,233,Coding
NC_066860.1_3902482_3902331_Cucumis_melo,0.832,34,233,No
NC_066860.1_452513_452630_Cucumis_melo,0.804,34,233,No
NC_066860.1_456612_456704_Cucumis_melo,0.636,4,203,Non-coding
NC_066860.1_5022757_5022838_Cucumis_melo,0.873,13,212,No
NC_066860.1_5041590_5041492_Cucumis_melo,0.860,37,236,No
NC_066860.1_5466045_5466138_Cucumis_melo,0.638,34,233,Non-coding
NC_066860.1_892066_891133_Cucumis_melo,1.252,106,305,Coding
NC_066860.1_921237_921096_Cucumis_melo,1.100,43,242,Coding
NC_066860.1_929702_930619_Cucumis_melo,1.131,793,992,Coding
NC_066860.1_9497183_9497050_Cucumis_melo,0.973,10,209,Coding
NC_066860.1_9831721_9831848_Cucumis_melo,0.826,70,269,No
NC_066861.1_1001201_1001393_Cucumis_melo,1.192,100,299,Coding
NC_066861.1_10569546_10569945_Cucumis_melo,1.221,232,431,Coding
NC_066861.1_10575830_10575956_Cucumis_melo,1.038,31,230,Coding
NC_066861.1_10908153_10907976_Cucumis_melo,1.072,34,233,Coding
NC_066861.1_11382963_11382802_Cucumis_melo,1.071,76,275,Coding
NC_066861.1_1190639_1190831_Cucumis_melo,1.181,136,335,Coding
NC_066861.1_1237161_1237400_Cucumis_melo,1.079,34,233,Coding
NC_066861.1_1387705_1387584_Cucumis_melo,0.854,52,251,No
NC_066861.1_1390523_1390622_Cucumis_melo,0.654,19,218,Non-coding
NC_066861.1_14456527_14456834_Cucumis_melo,1.044,193,392,Coding
NC_066861.1_15096820_15096605_Cucumis_melo,1.136,55,254,Coding
NC_066861.1_1579645_1579396_Cucumis_melo,0.928,70,269,No
NC_066861.1_16212522_16212647_Cucumis_melo,0.709,16,215,Non-coding
NC_066861.1_1636361_1636235_Cucumis_melo,0.767,52,251,No
NC_066861.1_17520906_17520775_Cucumis_melo,0.743,4,203,No
NC_066861.1_19022250_19022403_Cucumis_melo,0.909,100,299,No
NC_066861.1_1955160_1955420_Cucumis_melo,1.007,67,266,Coding
NC_066861.1_19883350_19883974_Cucumis_melo,1.141,187,386,Coding
NC_066861.1_20262149_20262316_Cucumis_melo,1.082,76,275,Coding
NC_066861.1_20794168_20794030_Cucumis_melo,0.719,7,206,Non-coding
NC_066861.1_21008131_21007986_Cucumis_melo,1.000,1,200,Coding
NC_066861.1_21014471_21014564_Cucumis_melo,0.798,40,239,No
NC_066861.1_21036446_21036323_Cucumis_melo,0.688,1,200,Non-coding
NC_066861.1_2113227_2112836_Cucumis_melo,1.082,316,515,Coding
NC_066861.1_2194351_2194072_Cucumis_melo,1.050,109,308,Coding
NC_066861.1_22355032_22355327_Cucumis_melo,1.063,232,431,Coding
NC_066861.1_22371226_22370908_Cucumis_melo,1.207,79,278,Coding
NC_066861.1_22382567_22382476_Cucumis_melo,0.576,34,233,Non-coding
NC_066861.1_2281085_2280999_Cucumis_melo,0.897,31,230,No
NC_066861.1_23246001_23245836_Cucumis_melo,1.176,43,242,Coding
NC_066861.1_23837572_23837654_Cucumis_melo,0.486,25,224,Non-coding
NC_066861.1_24767611_24767705_Cucumis_melo,0.536,4,203,Non-coding
NC_066861.1_24865789_24865653_Cucumis_melo,0.914,67,266,No
NC_066861.1_24904879_24904694_Cucumis_melo,1.174,70,269,Coding
NC_066861.1_25710142_25709969_Cucumis_melo,0.641,112,311,Non-coding
NC_066861.1_25923769_25923462_Cucumis_melo,1.186,97,296,Coding
NC_066861.1_26026579_26026045_Cucumis_melo,1.256,283,482,Coding
