Name,Score,Start,End,Label
NC_054857.1_1881941_1882069_Aspergillus_puulaauensis,0.872,37,236,No
NC_054857.1_1887830_1887395_Aspergillus_puulaauensis,1.163,286,485,Coding
NC_054857.1_1945425_1945506_Aspergillus_puulaauensis,0.760,31,230,No
NC_054857.1_2031966_2032049_Aspergillus_puulaauensis,0.893,19,218,No
NC_054857.1_2062741_2062867_Aspergillus_puulaauensis,0.976,58,257,Coding
NC_054857.1_2088903_2089769_Aspergillus_puulaauensis,1.277,61,260,Coding
NC_054857.1_214391_214616_Aspergillus_puulaauensis,1.253,46,245,Coding
NC_054857.1_2155202_2154431_Aspergillus_puulaauensis,1.290,232,431,Coding
NC_054857.1_2222971_2223174_Aspergillus_puulaauensis,1.094,100,299,Coding
NC_054857.1_2244922_2245035_Aspergillus_puulaauensis,0.965,64,263,Coding
NC_054857.1_2269076_2268796_Aspergillus_puulaauensis,1.258,220,419,Coding
NC_054857.1_2320940_2319965_Aspergillus_puulaauensis,1.265,271,470,Coding
NC_054857.1_2375710_2375627_Aspergillus_puulaauensis,0.959,1,200,Coding
NC_054857.1_2392940_2393201_Aspergillus_puulaauensis,1.281,67,266,Coding
NC_054857.1_2447596_2447715_Aspergillus_puulaauensis,1.081,22,221,Coding
NC_054857.1_2449753_2449624_Aspergillus_puulaauensis,1.256,76,275,Coding
NC_054857.1_2465745_2465859_Aspergillus_puulaauensis,1.039,34,233,Coding
NC_054857.1_2477444_2478015_Aspergillus_puulaauensis,1.232,214,413,Coding
NC_054857.1_2501116_2501200_Aspergillus_puulaauensis,0.740,25,224,No
NC_054857.1_2524069_2523884_Aspergillus_puulaauensis,1.305,55,254,Coding
NC_054857.1_257343_257678_Aspergillus_puulaauensis,1.151,73,272,Coding
NC_054857.1_2612020_2612311_Aspergillus_puulaauensis,1.311,124,323,Coding
NC_054857.1_265610_265754_Aspergillus_puulaauensis,1.315,76,275,Coding
NC_054857.1_2657425_2657556_Aspergillus_puulaauensis,1.170,64,263,Coding
NC_054857.1_2690148_2690235_Aspergillus_puulaauensis,0.915,34,233,No
NC_054857.1_2740932_2740379_Aspergillus_puulaauensis,1.318,364,563,Coding
NC_054857.1_2755132_2755285_Aspergillus_puulaauensis,1.269,37,236,Coding
NC_054857.1_2811608_2811495_Aspergillus_puulaauensis,1.125,43,242,Coding
NC_054857.1_2836467_2836184_Aspergillus_puulaauensis,1.030,139,338,Coding
NC_054857.1_2859032_2859166_Aspergillus_puulaauensis,0.914,22,221,No
NC_054857.1_2861532_2861647_Aspergillus_puulaauensis,1.021,43,242,Coding
NC_054857.1_2865502_2865359_Aspergillus_puulaauensis,0.959,79,278,Coding
NC_054857.1_2918407_2917708_Aspergillus_puulaauensis,1.288,562,761,Coding
NC_054857.1_2937335_2937884_Aspergillus_puulaauensis,1.315,64,263,Coding
NC_054857.1_300743_300841_Aspergillus_puulaauensis,0.985,46,245,Coding
NC_054857.1_3007976_3008075_Aspergillus_puulaauensis,0.724,13,212,Non-coding
NC_054857.1_3036899_3037192_Aspergillus_puulaauensis,1.186,133,332,Coding
NC_054857.1_3048801_3049872_Aspergillus_puulaauensis,1.354,163,362,Coding
NC_054857.1_3049946_3050390_Aspergillus_puulaauensis,1.338,184,383,Coding
NC_054857.1_3059363_3058421_Aspergillus_puulaauensis,1.322,262,461,Coding
NC_054857.1_3062689_3062778_Aspergillus_puulaauensis,1.064,31,230,Coding
NC_054857.1_3064239_3064836_Aspergillus_puulaauensis,1.315,151,350,Coding
NC_054857.1_3109846_3109756_Aspergillus_puulaauensis,0.847,34,233,No
NC_054857.1_3144646_3144796_Aspergillus_puulaauensis,1.005,61,260,Coding
NC_054857.1_3168567_3169234_Aspergillus_puulaauensis,1.287,388,587,Coding
NC_054857.1_3173585_3173426_Aspergillus_puulaauensis,1.295,4,203,Coding
NC_054857.1_3183845_3183685_Aspergillus_puulaauensis,1.175,85,284,Coding
NC_054857.1_3184942_3183896_Aspergillus_puulaauensis,1.352,169,368,Coding
NC_054857.1_3186707_3186829_Aspergillus_puulaauensis,0.998,19,218,Coding
NC_054857.1_3187234_3187441_Aspergillus_puulaauensis,1.238,70,269,Coding
NC_054857.1_3200545_3199521_Aspergillus_puulaauensis,1.339,511,710,Coding
NC_054857.1_3200934_3200848_Aspergillus_puulaauensis,0.868,4,203,No
NC_054857.1_3207758_3208188_Aspergillus_puulaauensis,1.054,118,317,Coding
NC_054857.1_321425_321084_Aspergillus_puulaauensis,1.311,13,212,Coding
NC_054857.1_3358793_3359131_Aspergillus_puulaauensis,1.116,211,410,Coding
NC_054857.1_337509_337414_Aspergillus_puulaauensis,0.913,25,224,No
NC_054857.1_3393766_3393585_Aspergillus_puulaauensis,1.339,91,290,Coding
NC_054857.1_343165_342220_Aspergillus_puulaauensis,1.199,307,506,Coding
NC_054857.1_3510109_3510324_Aspergillus_puulaauensis,1.257,61,260,Coding
NC_054857.1_3515361_3516134_Aspergillus_puulaauensis,1.223,523,722,Coding
NC_054857.1_3516213_3516739_Aspergillus_puulaauensis,1.296,400,599,Coding
NC_054857.1_3530158_3530610_Aspergillus_puulaauensis,1.192,22,221,Coding
NC_054857.1_3538424_3537660_Aspergillus_puulaauensis,1.255,463,662,Coding
NC_054857.1_357236_356738_Aspergillus_puulaauensis,1.325,67,266,Coding
NC_054857.1_362096_362227_Aspergillus_puulaauensis,1.260,55,254,Coding
NC_054857.1_3633614_3633708_Aspergillus_puulaauensis,1.040,40,239,Coding
NC_054857.1_3634262_3634526_Aspergillus_puulaauensis,0.990,214,413,Coding
NC_054857.1_3643026_3643203_Aspergillus_puulaauensis,1.309,115,314,Coding
NC_054857.1_3663703_3663228_Aspergillus_puulaauensis,1.253,337,536,Coding
NC_054857.1_3682868_3682685_Aspergillus_puulaauensis,1.077,40,239,Coding
NC_054857.1_3686796_3686877_Aspergillus_puulaauensis,1.144,22,221,Coding
NC_054857.1_3687631_3687823_Aspergillus_puulaauensis,1.056,61,260,Coding
NC_054857.1_369274_370051_Aspergillus_puulaauensis,1.342,127,326,Coding
NC_054857.1_3736552_3735778_Aspergillus_puulaauensis,1.333,397,596,Coding
NC_054857.1_3744725_3744227_Aspergillus_puulaauensis,1.298,136,335,Coding
NC_054857.1_3810006_3809312_Aspergillus_puulaauensis,1.338,124,323,Coding
NC_054857.1_3877031_3876739_Aspergillus_puulaauensis,1.297,121,320,Coding
NC_054857.1_3890261_3889942_Aspergillus_puulaauensis,1.151,106,305,Coding
NC_054857.1_3936117_3935836_Aspergillus_puulaauensis,1.366,73,272,Coding
NC_054857.1_3980768_3980505_Aspergillus_puulaauensis,1.341,76,275,Coding
NC_054857.1_3998622_3998170_Aspergillus_puulaauensis,1.270,226,425,Coding
NC_054857.1_4073983_4074924_Aspergillus_puulaauensis,1.316,523,722,Coding
NC_054857.1_4139011_4138159_Aspergillus_puulaauensis,1.278,4,203,Coding
NC_054857.1_4161071_4160641_Aspergillus_puulaauensis,1.354,127,326,Coding
NC_054857.1_4236709_4237256_Aspergillus_puulaauensis,1.360,388,587,Coding
NC_054857.1_4279450_4279178_Aspergillus_puulaauensis,1.005,40,239,Coding
NC_054857.1_4287962_4288306_Aspergillus_puulaauensis,1.245,214,413,Coding
NC_054857.1_4288723_4289298_Aspergillus_puulaauensis,1.324,304,503,Coding
NC_054857.1_4355118_4354798_Aspergillus_puulaauensis,1.339,151,350,Coding
NC_054857.1_4378005_4378125_Aspergillus_puulaauensis,0.793,1,200,No
NC_054857.1_4408949_4407954_Aspergillus_puulaauensis,1.339,871,1070,Coding
NC_054857.1_4449291_4449501_Aspergillus_puulaauensis,1.064,58,257,Coding
NC_054857.1_4464390_4464718_Aspergillus_puulaauensis,1.125,40,239,Coding
NC_054857.1_4503113_4504056_Aspergillus_puulaauensis,1.304,223,422,Coding
NC_054857.1_4564230_4563943_Aspergillus_puulaauensis,1.047,235,434,Coding
NC_054857.1_4572606_4573371_Aspergillus_puulaauensis,1.176,445,644,Coding
NC_054857.1_4574555_4574641_Aspergillus_puulaauensis,0.962,28,227,Coding
NC_054857.1_462130_462661_Aspergillus_puulaauensis,1.308,196,395,Coding
NC_054857.1_4648826_4649024_Aspergillus_puulaauensis,1.022,61,260,Coding
NC_054857.1_4660499_4661403_Aspergillus_puulaauensis,1.339,418,617,Coding
NC_054857.1_4661454_4662560_Aspergillus_puulaauensis,1.337,244,443,Coding
NC_054857.1_4721987_4721886_Aspergillus_puulaauensis,1.280,28,227,Coding
NC_054857.1_4728037_4728378_Aspergillus_puulaauensis,1.209,55,254,Coding
NC_054857.1_4784210_4785131_Aspergillus_puulaauensis,1.339,553,752,Coding
NC_054857.1_4814665_4814539_Aspergillus_puulaauensis,1.283,40,239,Coding
NC_054857.1_4820435_4820281_Aspergillus_puulaauensis,1.313,64,263,Coding
NC_054857.1_4822234_4823003_Aspergillus_puulaauensis,1.184,613,812,Coding
NC_054857.1_4824284_4824124_Aspergillus_puulaauensis,1.130,1,200,Coding
NC_054857.1_4863615_4863471_Aspergillus_puulaauensis,0.875,88,287,No
NC_054857.1_4877398_4877068_Aspergillus_puulaauensis,1.372,115,314,Coding
NC_054857.1_4899003_4898691_Aspergillus_puulaauensis,1.265,85,284,Coding
NC_054857.1_4927418_4927893_Aspergillus_puulaauensis,1.157,115,314,Coding
NC_054857.1_4960162_4960354_Aspergillus_puulaauensis,1.247,127,326,Coding
NC_054857.1_4973363_4974119_Aspergillus_puulaauensis,1.275,385,584,Coding
NC_054857.1_4999063_4999162_Aspergillus_puulaauensis,0.864,31,230,No
NC_054857.1_5048382_5047281_Aspergillus_puulaauensis,1.242,724,923,Coding
NC_054857.1_5140064_5139491_Aspergillus_puulaauensis,1.235,358,557,Coding
NC_054857.1_515639_516220_Aspergillus_puulaauensis,1.242,400,599,Coding
NC_054857.1_5163319_5163220_Aspergillus_puulaauensis,0.966,7,206,Coding
NC_054857.1_517081_516765_Aspergillus_puulaauensis,1.333,145,344,Coding
NC_054857.1_5205587_5205089_Aspergillus_puulaauensis,1.284,118,317,Coding
NC_054857.1_529183_528133_Aspergillus_puulaauensis,1.302,892,1091,Coding
NC_054857.1_5410025_5410727_Aspergillus_puulaauensis,1.277,46,245,Coding
NC_054857.1_5424740_5425248_Aspergillus_puulaauensis,1.337,262,461,Coding
NC_054857.1_5465244_5465328_Aspergillus_puulaauensis,1.190,7,206,Coding
NC_054857.1_547021_547138_Aspergillus_puulaauensis,1.037,1,200,Coding
NC_054857.1_5487300_5486956_Aspergillus_puulaauensis,1.320,85,284,Coding
NC_054857.1_5498959_5499218_Aspergillus_puulaauensis,1.159,55,254,Coding
NC_054857.1_5530778_5530910_Aspergillus_puulaauensis,0.837,73,272,No
NC_054857.1_5531251_5531335_Aspergillus_puulaauensis,0.605,13,212,Non-coding
NC_054857.1_5544445_5544285_Aspergillus_puulaauensis,1.036,94,293,Coding
NC_054857.1_5549034_5549135_Aspergillus_puulaauensis,1.025,49,248,Coding
NC_054857.1_5590938_5591733_Aspergillus_puulaauensis,1.318,85,284,Coding
NC_054857.1_5623331_5623234_Aspergillus_puulaauensis,0.977,46,245,Coding
NC_054857.1_5644012_5644609_Aspergillus_puulaauensis,1.311,151,350,Coding
NC_054857.1_5655997_5656219_Aspergillus_puulaauensis,1.178,82,281,Coding
NC_054857.1_5692877_5692459_Aspergillus_puulaauensis,1.319,34,233,Coding
NC_054857.1_575040_574572_Aspergillus_puulaauensis,1.132,367,566,Coding
NC_054857.1_5767930_5767653_Aspergillus_puulaauensis,1.332,103,302,Coding
NC_054857.1_5778968_5779220_Aspergillus_puulaauensis,1.231,175,374,Coding
NC_054857.1_5786354_5786079_Aspergillus_puulaauensis,1.307,199,398,Coding
NC_054857.1_5813448_5813307_Aspergillus_puulaauensis,1.160,13,212,Coding
NC_054857.1_5824477_5824642_Aspergillus_puulaauensis,1.179,76,275,Coding
NC_054857.1_5839253_5839163_Aspergillus_puulaauensis,1.205,13,212,Coding
NC_054857.1_5854875_5855280_Aspergillus_puulaauensis,1.302,166,365,Coding
NC_054857.1_5867280_5867627_Aspergillus_puulaauensis,1.198,1,200,Coding
NC_054857.1_5867673_5868126_Aspergillus_puulaauensis,1.261,94,293,Coding
NC_054857.1_592636_591848_Aspergillus_puulaauensis,1.292,64,263,Coding
NC_054857.1_5955931_5956031_Aspergillus_puulaauensis,1.107,22,221,Coding
NC_054857.1_6001119_6001007_Aspergillus_puulaauensis,1.119,28,227,Coding
NC_054857.1_670993_671405_Aspergillus_puulaauensis,1.315,16,215,Coding
NC_054857.1_682866_683219_Aspergillus_puulaauensis,1.183,79,278,Coding
NC_054857.1_687730_687946_Aspergillus_puulaauensis,1.336,49,248,Coding
NC_054857.1_805243_806353_Aspergillus_puulaauensis,1.281,331,530,Coding
NC_054857.1_823993_825040_Aspergillus_puulaauensis,1.378,436,635,Coding
NC_054857.1_836923_837435_Aspergillus_puulaauensis,1.271,367,566,Coding
NC_054857.1_855432_854877_Aspergillus_puulaauensis,1.350,160,359,Coding
NC_054857.1_927595_927750_Aspergillus_puulaauensis,1.132,103,302,Coding
NC_054857.1_94608_94738_Aspergillus_puulaauensis,1.235,61,260,Coding
NC_054858.1_1017705_1017406_Aspergillus_puulaauensis,1.150,169,368,Coding
NC_054858.1_104046_103585_Aspergillus_puulaauensis,1.279,376,575,Coding
NC_054858.1_1068279_1067820_Aspergillus_puulaauensis,1.244,289,488,Coding
NC_054858.1_1073971_1074141_Aspergillus_puulaauensis,1.097,61,260,Coding
NC_054858.1_1092994_1093079_Aspergillus_puulaauensis,1.103,31,230,Coding
NC_054858.1_1104866_1104985_Aspergillus_puulaauensis,1.096,55,254,Coding
NC_054858.1_1134220_1133938_Aspergillus_puulaauensis,1.170,100,299,Coding
NC_054858.1_1138002_1137792_Aspergillus_puulaauensis,1.162,157,356,Coding
NC_054858.1_1167952_1167834_Aspergillus_puulaauensis,0.921,55,254,No
NC_054858.1_1181192_1181543_Aspergillus_puulaauensis,0.715,49,248,Non-coding
NC_054858.1_122584_123103_Aspergillus_puulaauensis,1.312,13,212,Coding
NC_054858.1_1227430_1227172_Aspergillus_puulaauensis,1.284,91,290,Coding
NC_054858.1_124772_124433_Aspergillus_puulaauensis,1.310,193,392,Coding
NC_054858.1_1267151_1267399_Aspergillus_puulaauensis,1.085,100,299,Coding
NC_054858.1_1339498_1339388_Aspergillus_puulaauensis,0.922,4,203,No
NC_054858.1_1370981_1371621_Aspergillus_puulaauensis,1.061,502,701,Coding
NC_054858.1_1386577_1386130_Aspergillus_puulaauensis,1.323,274,473,Coding
NC_054858.1_1392017_1392961_Aspergillus_puulaauensis,1.236,739,938,Coding
NC_054858.1_1471038_1470843_Aspergillus_puulaauensis,1.268,112,311,Coding
NC_054858.1_1490723_1490910_Aspergillus_puulaauensis,1.247,133,332,Coding
NC_054858.1_1533667_1533967_Aspergillus_puulaauensis,1.293,76,275,Coding
NC_054858.1_1544587_1544463_Aspergillus_puulaauensis,0.912,73,272,No
NC_054858.1_159152_160112_Aspergillus_puulaauensis,1.322,478,677,Coding
NC_054858.1_1603971_1604057_Aspergillus_puulaauensis,1.245,4,203,Coding
NC_054858.1_164669_164411_Aspergillus_puulaauensis,1.181,121,320,Coding
NC_054858.1_1658556_1658968_Aspergillus_puulaauensis,1.350,115,314,Coding
NC_054858.1_1705682_1705496_Aspergillus_puulaauensis,1.032,136,335,Coding
NC_054858.1_170633_169674_Aspergillus_puulaauensis,1.366,127,326,Coding
NC_054858.1_1743787_1743663_Aspergillus_puulaauensis,1.033,1,200,Coding
NC_054858.1_1877702_1877838_Aspergillus_puulaauensis,0.980,52,251,Coding
NC_054858.1_1879299_1879502_Aspergillus_puulaauensis,1.339,103,302,Coding
NC_054858.1_1904991_1903869_Aspergillus_puulaauensis,1.335,151,350,Coding
NC_054858.1_1917335_1917711_Aspergillus_puulaauensis,1.270,256,455,Coding
NC_054858.1_204019_204247_Aspergillus_puulaauensis,1.279,127,326,Coding
NC_054858.1_2041041_2041273_Aspergillus_puulaauensis,1.238,166,365,Coding
NC_054858.1_2042537_2041886_Aspergillus_puulaauensis,1.232,424,623,Coding
NC_054858.1_2060888_2060705_Aspergillus_puulaauensis,1.229,61,260,Coding
NC_054858.1_206192_206338_Aspergillus_puulaauensis,1.301,16,215,Coding
NC_054858.1_2097259_2097883_Aspergillus_puulaauensis,1.240,364,563,Coding
NC_054858.1_2153160_2152479_Aspergillus_puulaauensis,1.324,76,275,Coding
NC_054858.1_2189610_2189450_Aspergillus_puulaauensis,1.074,70,269,Coding
NC_054858.1_2220758_2220664_Aspergillus_puulaauensis,0.873,43,242,No
NC_054858.1_225144_225715_Aspergillus_puulaauensis,1.241,286,485,Coding
NC_054858.1_2262636_2262788_Aspergillus_puulaauensis,1.242,13,212,Coding
NC_054858.1_2269020_2269281_Aspergillus_puulaauensis,1.345,133,332,Coding
NC_054858.1_2285830_2285912_Aspergillus_puulaauensis,1.087,4,203,Coding
NC_054858.1_2311433_2312009_Aspergillus_puulaauensis,1.217,178,377,Coding
NC_054858.1_2322422_2323285_Aspergillus_puulaauensis,1.281,700,899,Coding
NC_054858.1_2345487_2344793_Aspergillus_puulaauensis,1.278,307,506,Coding
NC_054858.1_237921_236871_Aspergillus_puulaauensis,1.320,88,287,Coding
NC_054858.1_239421_239868_Aspergillus_puulaauensis,1.212,181,380,Coding
NC_054858.1_244390_244231_Aspergillus_puulaauensis,1.066,73,272,Coding
NC_054858.1_2555461_2555182_Aspergillus_puulaauensis,1.168,67,266,Coding
NC_054858.1_2614635_2614093_Aspergillus_puulaauensis,1.202,442,641,Coding
NC_054858.1_2640650_2640537_Aspergillus_puulaauensis,1.220,43,242,Coding
NC_054858.1_2651997_2652431_Aspergillus_puulaauensis,1.240,187,386,Coding
NC_054858.1_2655788_2656055_Aspergillus_puulaauensis,1.239,217,416,Coding
NC_054858.1_267694_267497_Aspergillus_puulaauensis,1.092,52,251,Coding
NC_054858.1_2693341_2693232_Aspergillus_puulaauensis,0.753,4,203,No
NC_054858.1_2693617_2693532_Aspergillus_puulaauensis,0.759,4,203,No
NC_054858.1_2707896_2708340_Aspergillus_puulaauensis,1.220,106,305,Coding
NC_054858.1_2720039_2720168_Aspergillus_puulaauensis,1.088,67,266,Coding
NC_054858.1_2740596_2740778_Aspergillus_puulaauensis,1.064,43,242,Coding
NC_054858.1_2772553_2772351_Aspergillus_puulaauensis,1.064,106,305,Coding
NC_054858.1_2794895_2794484_Aspergillus_puulaauensis,1.185,52,251,Coding
NC_054858.1_2805478_2805285_Aspergillus_puulaauensis,1.235,91,290,Coding
NC_054858.1_284315_285029_Aspergillus_puulaauensis,1.195,526,725,Coding
NC_054858.1_285728_285940_Aspergillus_puulaauensis,1.011,163,362,Coding
NC_054858.1_2864921_2865102_Aspergillus_puulaauensis,1.215,55,254,Coding
NC_054858.1_2890103_2891256_Aspergillus_puulaauensis,1.325,163,362,Coding
NC_054858.1_2891908_2892001_Aspergillus_puulaauensis,1.212,37,236,Coding
NC_054858.1_2971921_2972179_Aspergillus_puulaauensis,1.119,160,359,Coding
NC_054858.1_2976398_2976306_Aspergillus_puulaauensis,0.769,31,230,No
NC_054858.1_305736_305911_Aspergillus_puulaauensis,1.233,76,275,Coding
NC_054858.1_3062855_3062390_Aspergillus_puulaauensis,1.321,175,374,Coding
NC_054858.1_3113494_3113773_Aspergillus_puulaauensis,1.166,100,299,Coding
NC_054858.1_3114180_3114033_Aspergillus_puulaauensis,1.198,19,218,Coding
NC_054858.1_312565_312079_Aspergillus_puulaauensis,1.208,133,332,Coding
NC_054858.1_3177132_3176569_Aspergillus_puulaauensis,1.299,190,389,Coding
NC_054858.1_3185961_3186854_Aspergillus_puulaauensis,1.309,622,821,Coding
NC_054858.1_3222481_3222571_Aspergillus_puulaauensis,0.847,40,239,No
NC_054858.1_3285837_3285951_Aspergillus_puulaauensis,1.240,58,257,Coding
NC_054858.1_3338274_3338579_Aspergillus_puulaauensis,1.198,145,344,Coding
NC_054858.1_3344057_3343296_Aspergillus_puulaauensis,1.322,160,359,Coding
NC_054858.1_3344431_3344133_Aspergillus_puulaauensis,1.160,1,200,Coding
NC_054858.1_3374877_3374227_Aspergillus_puulaauensis,1.340,286,485,Coding
NC_054858.1_3383319_3383122_Aspergillus_puulaauensis,1.183,61,260,Coding
NC_054858.1_3390308_3390178_Aspergillus_puulaauensis,0.912,4,203,No
NC_054858.1_34128_33648_Aspergillus_puulaauensis,1.331,124,323,Coding
NC_054858.1_3428018_3428720_Aspergillus_puulaauensis,1.327,385,584,Coding
NC_054858.1_3429858_3429511_Aspergillus_puulaauensis,1.331,91,290,Coding
NC_054858.1_3492198_3492552_Aspergillus_puulaauensis,0.849,106,305,No
NC_054858.1_3506722_3506921_Aspergillus_puulaauensis,1.244,73,272,Coding
NC_054858.1_3540237_3540132_Aspergillus_puulaauensis,1.075,7,206,Coding
NC_054858.1_3594593_3594459_Aspergillus_puulaauensis,0.694,55,254,Non-coding
NC_054858.1_3606113_3606360_Aspergillus_puulaauensis,0.956,1,200,Coding
NC_054858.1_3612256_3612380_Aspergillus_puulaauensis,1.026,34,233,Coding
NC_054858.1_3691888_3692402_Aspergillus_puulaauensis,1.304,115,314,Coding
NC_054858.1_3760685_3760434_Aspergillus_puulaauensis,1.135,70,269,Coding
NC_054858.1_3793838_3793934_Aspergillus_puulaauensis,0.957,4,203,Coding
NC_054858.1_3803533_3803929_Aspergillus_puulaauensis,1.279,121,320,Coding
NC_054858.1_3889953_3890889_Aspergillus_puulaauensis,1.292,310,509,Coding
NC_054858.1_3918139_3917093_Aspergillus_puulaauensis,1.353,661,860,Coding
NC_054858.1_3927279_3926247_Aspergillus_puulaauensis,1.255,373,572,Coding
NC_054858.1_3935843_3935433_Aspergillus_puulaauensis,1.307,142,341,Coding
NC_054858.1_3972010_3971204_Aspergillus_puulaauensis,1.333,244,443,Coding
NC_054858.1_4000909_4001034_Aspergillus_puulaauensis,1.115,61,260,Coding
NC_054858.1_4004399_4004256_Aspergillus_puulaauensis,0.900,55,254,No
NC_054858.1_4069270_4069567_Aspergillus_puulaauensis,1.227,151,350,Coding
NC_054858.1_4070148_4070058_Aspergillus_puulaauensis,1.032,40,239,Coding
NC_054858.1_4072886_4072105_Aspergillus_puulaauensis,1.353,565,764,Coding
NC_054858.1_4087469_4087692_Aspergillus_puulaauensis,1.119,13,212,Coding
NC_054858.1_4091818_4091986_Aspergillus_puulaauensis,1.191,118,317,Coding
NC_054858.1_4097506_4097282_Aspergillus_puulaauensis,1.078,124,323,Coding
NC_054858.1_4097678_4097565_Aspergillus_puulaauensis,1.183,31,230,Coding
NC_054858.1_41138_39987_Aspergillus_puulaauensis,1.256,88,287,Coding
NC_054858.1_4169739_4169421_Aspergillus_puulaauensis,1.250,88,287,Coding
NC_054858.1_4211186_4211400_Aspergillus_puulaauensis,0.952,28,227,Coding
NC_054858.1_4211463_4211687_Aspergillus_puulaauensis,1.226,64,263,Coding
NC_054858.1_4282106_4281908_Aspergillus_puulaauensis,1.176,115,314,Coding
NC_054858.1_4357612_4357822_Aspergillus_puulaauensis,0.856,16,215,No
NC_054858.1_4365630_4365257_Aspergillus_puulaauensis,1.345,298,497,Coding
NC_054858.1_4435939_4436502_Aspergillus_puulaauensis,1.148,343,542,Coding
NC_054858.1_4589536_4590445_Aspergillus_puulaauensis,1.266,163,362,Coding
NC_054858.1_4596358_4596272_Aspergillus_puulaauensis,0.845,37,236,No
NC_054858.1_4636582_4636356_Aspergillus_puulaauensis,1.228,76,275,Coding
NC_054858.1_4668328_4668538_Aspergillus_puulaauensis,1.042,151,350,Coding
NC_054858.1_467064_467798_Aspergillus_puulaauensis,1.288,349,548,Coding
NC_054858.1_4686040_4685173_Aspergillus_puulaauensis,1.297,64,263,Coding
NC_054858.1_4686721_4686290_Aspergillus_puulaauensis,1.293,85,284,Coding
NC_054858.1_4766976_4766785_Aspergillus_puulaauensis,1.191,52,251,Coding
NC_054858.1_4777919_4778476_Aspergillus_puulaauensis,1.265,73,272,Coding
NC_054858.1_4780044_4779761_Aspergillus_puulaauensis,1.284,58,257,Coding
NC_054858.1_4783151_4782905_Aspergillus_puulaauensis,1.301,103,302,Coding
NC_054858.1_4788630_4788714_Aspergillus_puulaauensis,1.156,1,200,Coding
NC_054858.1_48650_48864_Aspergillus_puulaauensis,1.197,109,308,Coding
NC_054858.1_4902421_4902868_Aspergillus_puulaauensis,1.366,4,203,Coding
NC_054858.1_4929563_4929681_Aspergillus_puulaauensis,0.952,64,263,Coding
NC_054858.1_4938024_4937604_Aspergillus_puulaauensis,1.254,295,494,Coding
