Name,Score
NC_066860.1_33755534_33755898_Cucumis_melo,41
NC_066860.1_33758134_33758041_Cucumis_melo,73
NC_066860.1_34027788_34027980_Cucumis_melo,15
NC_066860.1_34187759_34187652_Cucumis_melo,89
NC_066860.1_34206039_34205906_Cucumis_melo,26
NC_066860.1_3431512_3431668_Cucumis_melo,89
NC_066860.1_3432735_3432833_Cucumis_melo,73
NC_066860.1_34373751_34374348_Cucumis_melo,8
NC_066860.1_34603580_34603743_Cucumis_melo,85
NC_066860.1_34675509_34675400_Cucumis_melo,61
NC_066860.1_34752710_34752843_Cucumis_melo,29
NC_066860.1_3483753_3483917_Cucumis_melo,35
NC_066860.1_3752353_3752242_Cucumis_melo,63
NC_066860.1_3898752_3898653_Cucumis_melo,89
NC_066860.1_3902482_3902331_Cucumis_melo,3
NC_066860.1_452513_452630_Cucumis_melo,57
NC_066860.1_456612_456704_Cucumis_melo,29
NC_066860.1_5022757_5022838_Cucumis_melo,59
NC_066860.1_5041590_5041492_Cucumis_melo,59
NC_066860.1_5466045_5466138_Cucumis_melo,80
NC_066860.1_892066_891133_Cucumis_melo,13
NC_066860.1_921237_921096_Cucumis_melo,32
NC_066860.1_929702_930619_Cucumis_melo,50
NC_066860.1_9497183_9497050_Cucumis_melo,54
NC_066860.1_9831721_9831848_Cucumis_melo,71
NC_066861.1_1001201_1001393_Cucumis_melo,92
NC_066861.1_10569546_10569945_Cucumis_melo,28
NC_066861.1_10575830_10575956_Cucumis_melo,92
NC_066861.1_10908153_10907976_Cucumis_melo,12
NC_066861.1_11382963_11382802_Cucumis_melo,17
NC_066861.1_1190639_1190831_Cucumis_melo,51
NC_066861.1_1237161_1237400_Cucumis_melo,33
NC_066861.1_1387705_1387584_Cucumis_melo,48
NC_066861.1_1390523_1390622_Cucumis_melo,47
NC_066861.1_14456527_14456834_Cucumis_melo,84
NC_066861.1_15096820_15096605_Cucumis_melo,11
NC_066861.1_1579645_1579396_Cucumis_melo,91
NC_066861.1_16212522_16212647_Cucumis_melo,1
NC_066861.1_1636361_1636235_Cucumis_melo,68
NC_066861.1_17520906_17520775_Cucumis_melo,47
NC_066861.1_19022250_19022403_Cucumis_melo,29
NC_066861.1_1955160_1955420_Cucumis_melo,16
NC_066861.1_19883350_19883974_Cucumis_melo,53
NC_066861.1_20262149_20262316_Cucumis_melo,38
NC_066861.1_20794168_20794030_Cucumis_melo,95
NC_066861.1_21008131_21007986_Cucumis_melo,49
NC_066861.1_21014471_21014564_Cucumis_melo,82
NC_066861.1_21036446_21036323_Cucumis_melo,14
NC_066861.1_2113227_2112836_Cucumis_melo,21
NC_066861.1_2194351_2194072_Cucumis_melo,48
NC_066861.1_22355032_22355327_Cucumis_melo,22
NC_066861.1_22371226_22370908_Cucumis_melo,56
NC_066861.1_22382567_22382476_Cucumis_melo,85
NC_066861.1_2281085_2280999_Cucumis_melo,18
NC_066861.1_23246001_23245836_Cucumis_melo,68
NC_066861.1_23837572_23837654_Cucumis_melo,58
NC_066861.1_24767611_24767705_Cucumis_melo,67
NC_066861.1_24865789_24865653_Cucumis_melo,59
NC_066861.1_24904879_24904694_Cucumis_melo,21
NC_066861.1_25710142_25709969_Cucumis_melo,68
NC_066861.1_25923769_25923462_Cucumis_melo,66
NC_066861.1_26026579_26026045_Cucumis_melo,71
NC_066861.1_26098000_26098099_Cucumis_melo,70
NC_066861.1_26175215_26175340_Cucumis_melo,22
NC_066861.1_26285292_26285031_Cucumis_melo,13
NC_066861.1_26338499_26338264_Cucumis_melo,32
NC_066861.1_264692_264839_Cucumis_melo,28
NC_066861.1_26476075_26475913_Cucumis_melo,7
NC_066861.1_26611797_26612383_Cucumis_melo,34
NC_066861.1_27671048_27670891_Cucumis_melo,4
NC_066861.1_27687460_27687351_Cucumis_melo,22
NC_066861.1_27924526_27924178_Cucumis_melo,57
NC_066861.1_2801202_2801085_Cucumis_melo,100
NC_066861.1_28292228_28292104_Cucumis_melo,56
NC_066861.1_28298167_28298057_Cucumis_melo,99
NC_066861.1_28403291_28403588_Cucumis_melo,5
NC_066861.1_28411871_28411974_Cucumis_melo,36
NC_066861.1_28695451_28695701_Cucumis_melo,42
NC_066861.1_29095128_29094990_Cucumis_melo,7
NC_066861.1_29097844_29097673_Cucumis_melo,35
NC_066861.1_29165585_29165411_Cucumis_melo,29
NC_066861.1_29617655_29618159_Cucumis_melo,98
NC_066861.1_29966253_29965623_Cucumis_melo,88
NC_066861.1_29975784_29975700_Cucumis_melo,47
NC_066861.1_30106968_30106852_Cucumis_melo,61
NC_066861.1_30180440_30180351_Cucumis_melo,71
NC_066861.1_3152638_3152550_Cucumis_melo,89
NC_066861.1_3530470_3530359_Cucumis_melo,16
NC_066861.1_3579800_3579569_Cucumis_melo,21
NC_066861.1_3753908_3754036_Cucumis_melo,75
NC_066861.1_3931843_3931703_Cucumis_melo,11
NC_066861.1_4030658_4030794_Cucumis_melo,76
NC_066861.1_4083279_4083405_Cucumis_melo,93
NC_066861.1_4846674_4846584_Cucumis_melo,51
NC_066861.1_494556_494651_Cucumis_melo,44
NC_066861.1_495167_495293_Cucumis_melo,74
NC_066861.1_5612262_5612173_Cucumis_melo,76
NC_066861.1_582589_582457_Cucumis_melo,78
NC_066861.1_6069781_6069883_Cucumis_melo,25
NC_066861.1_617348_617705_Cucumis_melo,88
NC_066861.1_628133_627782_Cucumis_melo,68
NC_066861.1_8707605_8707517_Cucumis_melo,24
NC_066861.1_887587_887889_Cucumis_melo,28
NC_066861.1_887981_888248_Cucumis_melo,83
NC_066862.1_1024680_1024846_Cucumis_melo,84
NC_066862.1_1086371_1086542_Cucumis_melo,50
NC_066862.1_11180251_11180167_Cucumis_melo,15
NC_066862.1_12138413_12138534_Cucumis_melo,56
NC_066862.1_1313401_1313230_Cucumis_melo,68
NC_066862.1_1353638_1353792_Cucumis_melo,39
NC_066862.1_1407235_1407830_Cucumis_melo,64
NC_066862.1_14487277_14487049_Cucumis_melo,65
NC_066862.1_14488204_14488100_Cucumis_melo,46
NC_066862.1_1464544_1464735_Cucumis_melo,56
NC_066862.1_1492658_1492534_Cucumis_melo,30
NC_066862.1_1494404_1494319_Cucumis_melo,8
NC_066862.1_1538036_1537856_Cucumis_melo,9
NC_066862.1_1596621_1596502_Cucumis_melo,24
NC_066862.1_15969590_15969453_Cucumis_melo,28
NC_066862.1_16300976_16300740_Cucumis_melo,37
NC_066862.1_16685991_16686182_Cucumis_melo,99
NC_066862.1_1749399_1749524_Cucumis_melo,14
NC_066862.1_1844780_1844867_Cucumis_melo,90
NC_066862.1_1854519_1854618_Cucumis_melo,11
NC_066862.1_18760318_18760155_Cucumis_melo,77
NC_066862.1_18778458_18778328_Cucumis_melo,12
NC_066862.1_19325686_19325590_Cucumis_melo,92
NC_066862.1_1940061_1940189_Cucumis_melo,23
NC_066862.1_1991627_1991479_Cucumis_melo,38
NC_066862.1_20374449_20374580_Cucumis_melo,34
NC_066862.1_2093819_2093675_Cucumis_melo,20
NC_066862.1_2248193_2248088_Cucumis_melo,31
NC_066862.1_2297874_2298094_Cucumis_melo,38
NC_066862.1_2330618_2330510_Cucumis_melo,49
NC_066862.1_24072697_24072613_Cucumis_melo,87
NC_066862.1_24372903_24373520_Cucumis_melo,100
NC_066862.1_2449312_2450455_Cucumis_melo,57
NC_066862.1_2473307_2473460_Cucumis_melo,9
NC_066862.1_2480241_2479854_Cucumis_melo,57
NC_066862.1_25374785_25374540_Cucumis_melo,97
NC_066862.1_25418999_25419155_Cucumis_melo,56
NC_066862.1_26032377_26032506_Cucumis_melo,85
NC_066862.1_26297256_26297161_Cucumis_melo,56
NC_066862.1_2661898_2661701_Cucumis_melo,59
NC_066862.1_26802250_26802148_Cucumis_melo,68
NC_066862.1_27396729_27396858_Cucumis_melo,7
NC_066862.1_27437284_27437431_Cucumis_melo,5
NC_066862.1_27501794_27501705_Cucumis_melo,64
NC_066862.1_27595570_27595474_Cucumis_melo,63
NC_066862.1_27661107_27661005_Cucumis_melo,77
NC_066862.1_2769623_2769541_Cucumis_melo,27
NC_066862.1_277688_277526_Cucumis_melo,51
NC_066862.1_27834820_27834647_Cucumis_melo,99
NC_066862.1_28154057_28154272_Cucumis_melo,65
NC_066862.1_28213815_28213713_Cucumis_melo,45
NC_066862.1_28309187_28308950_Cucumis_melo,37
NC_066862.1_28631493_28631757_Cucumis_melo,62
NC_066862.1_28810306_28810480_Cucumis_melo,48
NC_066862.1_28846031_28846157_Cucumis_melo,1
NC_066862.1_28901195_28901566_Cucumis_melo,98
NC_066862.1_29200424_29200293_Cucumis_melo,23
NC_066862.1_2999887_2999659_Cucumis_melo,97
NC_066862.1_30038624_30038760_Cucumis_melo,67
NC_066862.1_30055889_30055991_Cucumis_melo,60
NC_066862.1_30487498_30487594_Cucumis_melo,88
NC_066862.1_30505048_30504726_Cucumis_melo,66
NC_066862.1_30925296_30925164_Cucumis_melo,80
NC_066862.1_31142465_31142273_Cucumis_melo,39
NC_066862.1_31189205_31189036_Cucumis_melo,28
NC_066862.1_31511230_31511415_Cucumis_melo,94
NC_066862.1_31675097_31674973_Cucumis_melo,45
NC_066862.1_3187195_3187062_Cucumis_melo,94
NC_066862.1_31932310_31932440_Cucumis_melo,67
NC_066862.1_3207526_3207308_Cucumis_melo,54
NC_066862.1_32205581_32205320_Cucumis_melo,97
NC_066862.1_34466150_34466244_Cucumis_melo,62
NC_066862.1_3576111_3576001_Cucumis_melo,75
NC_066862.1_36997322_36997223_Cucumis_melo,81
NC_066862.1_3739787_3739568_Cucumis_melo,9
NC_066862.1_3764947_3764840_Cucumis_melo,8
NC_066862.1_4201531_4201750_Cucumis_melo,80
NC_066862.1_4303888_4303975_Cucumis_melo,63
NC_066862.1_4393138_4393051_Cucumis_melo,22
NC_066862.1_4434278_4434419_Cucumis_melo,13
NC_066862.1_4498715_4499639_Cucumis_melo,71
NC_066862.1_4507119_4506202_Cucumis_melo,87
NC_066862.1_4512337_4511954_Cucumis_melo,92
NC_066862.1_4877323_4876225_Cucumis_melo,62
NC_066862.1_4911986_4912335_Cucumis_melo,31
NC_066862.1_4913838_4914056_Cucumis_melo,20
NC_066862.1_498247_498010_Cucumis_melo,87
NC_066862.1_5972430_5972519_Cucumis_melo,51
NC_066862.1_6006288_6006135_Cucumis_melo,2
NC_066862.1_612086_612181_Cucumis_melo,82
NC_066862.1_6169998_6169236_Cucumis_melo,20
NC_066862.1_6177191_6177278_Cucumis_melo,26
NC_066862.1_6257638_6257545_Cucumis_melo,24
NC_066862.1_6271493_6271797_Cucumis_melo,97
NC_066862.1_6966138_6966236_Cucumis_melo,47
NC_066862.1_7095891_7096020_Cucumis_melo,98
NC_066862.1_7204137_7204255_Cucumis_melo,23
