Name,Score,Start,End,Label
NC_066860.1_2196342_2196228_Cucumis_melo,-0.479,none,none,Non-coding
NC_066860.1_22006241_22006362_Cucumis_melo,0,none,none,Non-coding
NC_066860.1_2234500_2234372_Cucumis_melo,-1.283,none,none,Non-coding
NC_066860.1_24385533_24386402_Cucumis_melo,0.982,none,none,Coding
NC_066860.1_2442124_2441983_Cucumis_melo,-0.904,none,none,Non-coding
NC_066860.1_24550866_24551126_Cucumis_melo,0.126,none,none,Coding
NC_066860.1_2464894_2465019_Cucumis_melo,-1.129,none,none,Non-coding
NC_066860.1_2499234_2499453_Cucumis_melo,-0.763,none,none,Non-coding
NC_066860.1_25209204_25209323_Cucumis_melo,0.366,none,none,Coding
NC_066860.1_26554442_26554279_Cucumis_melo,-0.278,none,none,Non-coding
NC_066860.1_27337020_27336797_Cucumis_melo,-1.201,none,none,Non-coding
NC_066860.1_2747657_2747545_Cucumis_melo,-0.549,none,none,Non-coding
NC_066860.1_28218077_28217956_Cucumis_melo,-0.618,none,none,Non-coding
NC_066860.1_28744174_28744265_Cucumis_melo,-0.226,none,none,Non-coding
NC_066860.1_28751789_28751639_Cucumis_melo,-0.799,none,none,Non-coding
NC_066860.1_28947322_28947223_Cucumis_melo,-0.648,none,none,Non-coding
NC_066860.1_28950489_28950380_Cucumis_melo,-0.379,none,none,Non-coding
NC_066860.1_28951806_28951700_Cucumis_melo,-0.779,none,none,Non-coding
NC_066860.1_28970275_28970172_Cucumis_melo,-1.356,none,none,Non-coding
NC_066860.1_29350410_29350746_Cucumis_melo,-0.487,none,none,Non-coding
NC_066860.1_29377379_29377100_Cucumis_melo,-0.434,none,none,Non-coding
NC_066860.1_29553587_29553477_Cucumis_melo,-1.56,none,none,Non-coding
NC_066860.1_29869304_29869392_Cucumis_melo,-1.101,none,none,Non-coding
NC_066860.1_29930008_29930172_Cucumis_melo,-0.371,none,none,Non-coding
NC_066860.1_29945182_29945098_Cucumis_melo,-1.004,none,none,Non-coding
NC_066860.1_30125093_30125343_Cucumis_melo,-0.32,none,none,Non-coding
NC_066860.1_30149316_30149118_Cucumis_melo,-0.767,none,none,Non-coding
NC_066860.1_30281884_30282514_Cucumis_melo,0.1,none,none,Coding
NC_066860.1_3033397_3033497_Cucumis_melo,-0.808,none,none,Non-coding
NC_066860.1_3041480_3041642_Cucumis_melo,-0.693,none,none,Non-coding
NC_066860.1_30455495_30455402_Cucumis_melo,-0.352,none,none,Non-coding
NC_066860.1_30554004_30554196_Cucumis_melo,-1.247,none,none,Non-coding
NC_066860.1_30575059_30575201_Cucumis_melo,-1.01,none,none,Non-coding
NC_066860.1_30602796_30602346_Cucumis_melo,-0.649,none,none,Non-coding
NC_066860.1_30620626_30620469_Cucumis_melo,-1.772,none,none,Non-coding
NC_066860.1_3069323_3069673_Cucumis_melo,-0.818,none,none,Non-coding
NC_066860.1_30767774_30767614_Cucumis_melo,-1.516,none,none,Non-coding
NC_066860.1_31462050_31461742_Cucumis_melo,-0.996,none,none,Non-coding
NC_066860.1_31652039_31651924_Cucumis_melo,-1.761,none,none,Non-coding
NC_066860.1_31778830_31778688_Cucumis_melo,-1.243,none,none,Non-coding
NC_066860.1_31885383_31885223_Cucumis_melo,-0.108,none,none,Non-coding
NC_066860.1_31888328_31888428_Cucumis_melo,-0.973,none,none,Non-coding
NC_066860.1_31893630_31893845_Cucumis_melo,-0.837,none,none,Non-coding
NC_066860.1_32066358_32066129_Cucumis_melo,-0.219,none,none,Non-coding
NC_066860.1_32257915_32257802_Cucumis_melo,-1.416,none,none,Non-coding
NC_066860.1_32300085_32299998_Cucumis_melo,-2.023,none,none,Non-coding
NC_066860.1_32393868_32393650_Cucumis_melo,-1.945,none,none,Non-coding
NC_066860.1_32611438_32611537_Cucumis_melo,-1.619,none,none,Non-coding
NC_066860.1_3295847_3296114_Cucumis_melo,-0.968,none,none,Non-coding
NC_066860.1_33008819_33008046_Cucumis_melo,0.681,none,none,Coding
NC_066860.1_33082293_33082203_Cucumis_melo,-0.705,none,none,Non-coding
NC_066860.1_33128628_33128343_Cucumis_melo,-1.587,none,none,Non-coding
NC_066860.1_33140020_33139924_Cucumis_melo,-0.573,none,none,Non-coding
NC_066860.1_33176407_33176306_Cucumis_melo,-1.499,none,none,Non-coding
NC_066860.1_33345184_33344647_Cucumis_melo,0.426,none,none,Coding
NC_066860.1_33412163_33412329_Cucumis_melo,-0.512,none,none,Non-coding
NC_066860.1_33755534_33755898_Cucumis_melo,-1.335,none,none,Non-coding
NC_066860.1_33758134_33758041_Cucumis_melo,-1.111,none,none,Non-coding
NC_066860.1_34027788_34027980_Cucumis_melo,-1.139,none,none,Non-coding
NC_066860.1_34187759_34187652_Cucumis_melo,-0.165,none,none,Non-coding
NC_066860.1_34206039_34205906_Cucumis_melo,-0.311,none,none,Non-coding
NC_066860.1_3431512_3431668_Cucumis_melo,-0.89,none,none,Non-coding
NC_066860.1_3432735_3432833_Cucumis_melo,-0.651,none,none,Non-coding
NC_066860.1_34373751_34374348_Cucumis_melo,-0.149,none,none,Non-coding
NC_066860.1_34603580_34603743_Cucumis_melo,-1.54,none,none,Non-coding
NC_066860.1_34675509_34675400_Cucumis_melo,-1.127,none,none,Non-coding
NC_066860.1_34752710_34752843_Cucumis_melo,-1.45,none,none,Non-coding
NC_066860.1_3483753_3483917_Cucumis_melo,-0.84,none,none,Non-coding
NC_066860.1_3752353_3752242_Cucumis_melo,-1.194,none,none,Non-coding
NC_066860.1_3898752_3898653_Cucumis_melo,-0.584,none,none,Non-coding
NC_066860.1_3902482_3902331_Cucumis_melo,1.028,none,none,Coding
NC_066860.1_452513_452630_Cucumis_melo,-0.303,none,none,Non-coding
NC_066860.1_456612_456704_Cucumis_melo,-0.744,none,none,Non-coding
NC_066860.1_5022757_5022838_Cucumis_melo,-0.988,none,none,Non-coding
NC_066860.1_5041590_5041492_Cucumis_melo,0,none,none,Non-coding
NC_066860.1_5466045_5466138_Cucumis_melo,-0.853,none,none,Non-coding
NC_066860.1_892066_891133_Cucumis_melo,1.126,none,none,Coding
NC_066860.1_921237_921096_Cucumis_melo,-0.515,none,none,Non-coding
NC_066860.1_929702_930619_Cucumis_melo,1.077,none,none,Coding
NC_066860.1_9497183_9497050_Cucumis_melo,0.832,none,none,Coding
NC_066860.1_9831721_9831848_Cucumis_melo,1.53,none,none,Coding
NC_066861.1_1001201_1001393_Cucumis_melo,2,none,none,Coding
NC_066861.1_10569546_10569945_Cucumis_melo,0.768,none,none,Coding
NC_066861.1_10575830_10575956_Cucumis_melo,-0.201,none,none,Non-coding
NC_066861.1_10908153_10907976_Cucumis_melo,-0.741,none,none,Non-coding
NC_066861.1_11382963_11382802_Cucumis_melo,-0.786,none,none,Non-coding
NC_066861.1_1190639_1190831_Cucumis_melo,-0.042,none,none,Non-coding
NC_066861.1_1237161_1237400_Cucumis_melo,-0.446,none,none,Non-coding
NC_066861.1_1387705_1387584_Cucumis_melo,-0.167,none,none,Non-coding
NC_066861.1_1390523_1390622_Cucumis_melo,-0.805,none,none,Non-coding
NC_066861.1_14456527_14456834_Cucumis_melo,-1.468,none,none,Non-coding
