Name,Score,Start,End,Fickett,pI,ORF_integrity,Label
NC_054857.1_1875479_1875564_Aspergillus_puulaauensis,0.0249643,142,234,0.4693,7.97564697266,-1,noncoding
NC_054857.1_1879625_1879480_Aspergillus_puulaauensis,0.140133,76,279,0.44586,9.18389892578,1,noncoding
NC_054857.1_1881589_1881878_Aspergillus_puulaauensis,0.427304,138,392,0.43594,4.91937255859,1,noncoding
NC_054857.1_1881941_1882069_Aspergillus_puulaauensis,0.0157086,16,105,0.40881,4.79437255859,1,noncoding
NC_054857.1_1887830_1887395_Aspergillus_puulaauensis,0.792217,127,537,0.40343,7.84588623047,1,coding
NC_054857.1_1945425_1945506_Aspergillus_puulaauensis,0.00952415,111,164,0.42223,4.48504638672,1,noncoding
NC_054857.1_2031966_2032049_Aspergillus_puulaauensis,0.0408557,77,232,0.34562,6.37677001953,-1,noncoding
NC_054857.1_2062741_2062867_Aspergillus_puulaauensis,0.0189871,19,129,0.454,5.96514892578,1,noncoding
NC_054857.1_2088903_2089769_Aspergillus_puulaauensis,0.999996,77,946,0.46973,7.00811767578,1,coding
NC_054857.1_214391_214616_Aspergillus_puulaauensis,0.717726,4,336,0.45588,10.0845336914,1,coding
NC_054857.1_2155202_2154431_Aspergillus_puulaauensis,0.999992,98,880,0.43771,4.78411865234,1,coding
NC_054857.1_2222971_2223174_Aspergillus_puulaauensis,0.0808505,126,317,0.39774,5.53826904297,1,noncoding
NC_054857.1_2244922_2245035_Aspergillus_puulaauensis,0.0411547,31,222,0.36277,8.88433837891,1,noncoding
NC_054857.1_2269076_2268796_Aspergillus_puulaauensis,0.0369647,21,185,0.39382,9.00665283203,1,noncoding
NC_054857.1_2320940_2319965_Aspergillus_puulaauensis,0.999987,199,1050,0.4489,7.65130615234,1,coding
NC_054857.1_2375710_2375627_Aspergillus_puulaauensis,0.091304,131,232,0.42961,10.2772827148,-1,noncoding
NC_054857.1_2392940_2393201_Aspergillus_puulaauensis,0.388234,77,343,0.45461,9.25079345703,1,noncoding
NC_054857.1_2447596_2447715_Aspergillus_puulaauensis,0.139089,105,269,0.47018,10.971862793,-1,noncoding
NC_054857.1_2449753_2449624_Aspergillus_puulaauensis,0.25634,60,251,0.47867,10.2744750977,1,noncoding
NC_054857.1_2465745_2465859_Aspergillus_puulaauensis,0.169668,77,256,0.4377,4.35882568359,1,noncoding
NC_054857.1_2477444_2478015_Aspergillus_puulaauensis,0.990339,87,653,0.40066,6.97296142578,1,coding
NC_054857.1_2501116_2501200_Aspergillus_puulaauensis,0.166361,22,234,0.2975,9.29974365234,-1,noncoding
NC_054857.1_2524069_2523884_Aspergillus_puulaauensis,0.13049,13,336,0.44856,9.62908935547,-1,noncoding
NC_054857.1_257343_257678_Aspergillus_puulaauensis,0.183653,136,411,0.36106,6.25164794922,1,noncoding
NC_054857.1_2612020_2612311_Aspergillus_puulaauensis,0.314549,37,285,0.45863,9.01873779297,1,noncoding
NC_054857.1_265610_265754_Aspergillus_puulaauensis,0.118315,77,253,0.42248,4.69842529297,1,noncoding
NC_054857.1_2657425_2657556_Aspergillus_puulaauensis,0.00924193,158,211,0.44683,4.67706298828,1,noncoding
NC_054857.1_2690148_2690235_Aspergillus_puulaauensis,0.0677038,42,236,0.43709,9.09759521484,-1,noncoding
NC_054857.1_2740932_2740379_Aspergillus_puulaauensis,0.350975,15,704,0.44137,9.64947509766,-1,noncoding
NC_054857.1_2755132_2755285_Aspergillus_puulaauensis,0.166408,77,274,0.4603,9.42938232422,1,noncoding
NC_054857.1_2811608_2811495_Aspergillus_puulaauensis,0.0626636,44,202,0.42027,10.7649536133,1,noncoding
NC_054857.1_2836467_2836184_Aspergillus_puulaauensis,0.0588964,156,386,0.32356,11.131652832,1,noncoding
NC_054857.1_2859032_2859166_Aspergillus_puulaauensis,0.0186246,77,214,0.36589,8.93902587891,1,noncoding
NC_054857.1_2861532_2861647_Aspergillus_puulaauensis,0.058336,42,206,0.40877,10.6397094727,1,noncoding
NC_054857.1_2865502_2865359_Aspergillus_puulaauensis,0.181997,60,293,0.39367,11.6513061523,-1,noncoding
NC_054857.1_2918407_2917708_Aspergillus_puulaauensis,0.646981,11,322,0.46088,11.3632202148,1,coding
NC_054857.1_2937335_2937884_Aspergillus_puulaauensis,0.11987,209,388,0.44245,11.3648071289,1,noncoding
NC_054857.1_300743_300841_Aspergillus_puulaauensis,0.0237479,77,190,0.45249,8.38482666016,1,noncoding
NC_054857.1_3007976_3008075_Aspergillus_puulaauensis,0.00800974,103,204,0.34545,5.95758056641,1,noncoding
NC_054857.1_3036899_3037192_Aspergillus_puulaauensis,0.181133,158,367,0.44917,11.8880004883,1,noncoding
NC_054857.1_3048801_3049872_Aspergillus_puulaauensis,0.565022,307,567,0.44961,4.41412353516,1,coding
NC_054857.1_3049946_3050390_Aspergillus_puulaauensis,0.575663,206,493,0.46792,11.7556762695,1,coding
NC_054857.1_3059363_3058421_Aspergillus_puulaauensis,1,76,1017,0.45736,5.51861572266,1,coding
NC_054857.1_3062689_3062778_Aspergillus_puulaauensis,0.00969044,103,177,0.45802,7.84710693359,1,noncoding
NC_054857.1_3064239_3064836_Aspergillus_puulaauensis,0.996185,107,673,0.43618,6.64654541016,1,coding
NC_054857.1_3109846_3109756_Aspergillus_puulaauensis,0.0179477,100,222,0.41825,7.89776611328,1,noncoding
NC_054857.1_3144646_3144796_Aspergillus_puulaauensis,0.1744,59,301,0.36721,11.0491333008,-1,noncoding
NC_054857.1_3168567_3169234_Aspergillus_puulaauensis,0.262303,405,617,0.46058,11.3814086914,1,noncoding
NC_054857.1_3173585_3173426_Aspergillus_puulaauensis,0.0917023,29,220,0.43381,12.2267456055,1,noncoding
NC_054857.1_3183845_3183685_Aspergillus_puulaauensis,0.0774058,83,232,0.46921,9.18353271484,1,noncoding
NC_054857.1_3184942_3183896_Aspergillus_puulaauensis,1,76,1125,0.46999,4.76190185547,1,coding
NC_054857.1_3186707_3186829_Aspergillus_puulaauensis,0.0590284,77,220,0.42331,4.73455810547,1,noncoding
NC_054857.1_3187234_3187441_Aspergillus_puulaauensis,0.0086652,52,129,0.47382,6.50189208984,1,noncoding
NC_054857.1_3200545_3199521_Aspergillus_puulaauensis,0.999996,260,1099,0.43535,5.31134033203,1,coding
NC_054857.1_3200934_3200848_Aspergillus_puulaauensis,0.0330014,76,225,0.38354,10.0366821289,1,noncoding
NC_054857.1_3207758_3208188_Aspergillus_puulaauensis,0.174868,77,580,0.39521,9.18829345703,-1,noncoding
NC_054857.1_321425_321084_Aspergillus_puulaauensis,0.74875,76,420,0.46237,6.57342529297,1,coding
NC_054857.1_3358793_3359131_Aspergillus_puulaauensis,0.272402,206,466,0.43622,6.82562255859,1,noncoding
NC_054857.1_337509_337414_Aspergillus_puulaauensis,0.122922,62,241,0.44307,10.8147583008,1,noncoding
NC_054857.1_3393766_3393585_Aspergillus_puulaauensis,0.247267,102,302,0.44693,4.40435791016,1,noncoding
NC_054857.1_343165_342220_Aspergillus_puulaauensis,0.999999,67,1020,0.43098,6.66705322266,1,coding
NC_054857.1_3510109_3510324_Aspergillus_puulaauensis,0.363845,77,295,0.45922,4.17291259766,1,noncoding
NC_054857.1_3515361_3516134_Aspergillus_puulaauensis,0.997112,77,853,0.36299,9.17694091797,1,coding
NC_054857.1_3516213_3516739_Aspergillus_puulaauensis,0.989964,84,602,0.46095,7.73382568359,1,coding
NC_054857.1_3530158_3530610_Aspergillus_puulaauensis,0.962651,77,532,0.44792,6.88226318359,1,coding
NC_054857.1_3538424_3537660_Aspergillus_puulaauensis,0.999568,240,839,0.45867,4.77728271484,1,coding
NC_054857.1_357236_356738_Aspergillus_puulaauensis,0.5,306,587,0.45846,9.69696044922,1,coding
NC_054857.1_362096_362227_Aspergillus_puulaauensis,0.0282929,77,211,0.40993,5.56414794922,1,noncoding
NC_054857.1_3633614_3633708_Aspergillus_puulaauensis,0.0172996,90,200,0.48284,6.50457763672,1,noncoding
NC_054857.1_3634262_3634526_Aspergillus_puulaauensis,0.253637,15,272,0.43347,8.71380615234,1,noncoding
NC_054857.1_3643026_3643203_Aspergillus_puulaauensis,0.0989442,55,249,0.45874,6.69659423828,1,noncoding
NC_054857.1_3663703_3663228_Aspergillus_puulaauensis,0.239627,76,624,0.47053,8.86761474609,-1,noncoding
NC_054857.1_3682868_3682685_Aspergillus_puulaauensis,0.0588562,102,236,0.43879,11.2509155273,1,noncoding
NC_054857.1_3686796_3686877_Aspergillus_puulaauensis,0.0383641,70,198,0.48433,8.05804443359,1,noncoding
NC_054857.1_3687631_3687823_Aspergillus_puulaauensis,0.0735557,87,272,0.44145,6.89337158203,1,noncoding
NC_054857.1_369274_370051_Aspergillus_puulaauensis,0.999988,77,853,0.44046,5.11431884766,1,coding
NC_054857.1_3736552_3735778_Aspergillus_puulaauensis,0.999986,76,849,0.43863,5.18914794922,1,coding
NC_054857.1_3744725_3744227_Aspergillus_puulaauensis,0.346107,345,584,0.45743,10.6524047852,1,noncoding
NC_054857.1_3810006_3809312_Aspergillus_puulaauensis,0.999977,76,816,0.46136,5.11126708984,1,coding
NC_054857.1_3877031_3876739_Aspergillus_puulaauensis,0.717444,76,375,0.45406,4.71734619141,1,coding
NC_054857.1_3890261_3889942_Aspergillus_puulaauensis,0.916405,76,438,0.43941,4.63226318359,1,coding
NC_054857.1_3936117_3935836_Aspergillus_puulaauensis,0.921936,58,420,0.42153,4.33538818359,1,coding
NC_054857.1_3980768_3980505_Aspergillus_puulaauensis,0.0690919,93,413,0.43638,4.46051025391,-1,noncoding
NC_054857.1_3998622_3998170_Aspergillus_puulaauensis,0.986379,76,531,0.47247,4.88336181641,1,coding
NC_054857.1_4073983_4074924_Aspergillus_puulaauensis,0.667456,691,1017,0.42695,5.77838134766,1,coding
NC_054857.1_4139011_4138159_Aspergillus_puulaauensis,0.995553,349,927,0.45287,9.41046142578,1,coding
NC_054857.1_4161071_4160641_Aspergillus_puulaauensis,0.934617,151,513,0.43652,4.28973388672,1,coding
NC_054857.1_4236709_4237256_Aspergillus_puulaauensis,0.999554,77,667,0.44646,4.54669189453,1,coding
NC_054857.1_4279450_4279178_Aspergillus_puulaauensis,0.0591299,76,423,0.39829,4.23297119141,-1,noncoding
NC_054857.1_4287962_4288306_Aspergillus_puulaauensis,0.0977054,19,162,0.4609,11.7767944336,1,noncoding
NC_054857.1_4288723_4289298_Aspergillus_puulaauensis,0.990626,53,655,0.41996,10.0062866211,1,coding
NC_054857.1_4355118_4354798_Aspergillus_puulaauensis,0.663672,76,423,0.42413,6.82525634766,1,coding
NC_054857.1_4378005_4378125_Aspergillus_puulaauensis,0.00724915,126,209,0.40912,6.81329345703,1,noncoding
NC_054857.1_4408949_4407954_Aspergillus_puulaauensis,0.999998,96,1070,0.44333,8.56549072266,1,coding
NC_054857.1_4449291_4449501_Aspergillus_puulaauensis,0.1384,20,232,0.4329,9.29840087891,1,noncoding
NC_054857.1_4464390_4464718_Aspergillus_puulaauensis,0.642742,116,472,0.42261,9.50445556641,1,coding
NC_054857.1_4503113_4504056_Aspergillus_puulaauensis,0.999996,176,1066,0.44423,6.92547607422,1,coding
NC_054857.1_4564230_4563943_Aspergillus_puulaauensis,0.189164,76,366,0.37024,9.72894287109,1,noncoding
NC_054857.1_4572606_4573371_Aspergillus_puulaauensis,0.999526,77,841,0.40489,8.59564208984,1,coding
NC_054857.1_4574555_4574641_Aspergillus_puulaauensis,0.0539751,54,176,0.43817,4.31610107422,1,noncoding
NC_054857.1_462130_462661_Aspergillus_puulaauensis,0.251789,77,682,0.47883,7.63690185547,-1,noncoding
NC_054857.1_4648826_4649024_Aspergillus_puulaauensis,0.0915176,33,272,0.36659,9.39410400391,1,noncoding
NC_054857.1_4660499_4661403_Aspergillus_puulaauensis,0.999999,77,997,0.46256,6.12396240234,1,coding
NC_054857.1_4661454_4662560_Aspergillus_puulaauensis,1,82,1182,0.44289,5.08734130859,1,coding
NC_054857.1_4721987_4721886_Aspergillus_puulaauensis,0.0374357,76,252,0.44652,7.89776611328,-1,noncoding
NC_054857.1_4728037_4728378_Aspergillus_puulaauensis,0.5,77,421,0.39821,7.82501220703,1,coding
NC_054857.1_4784210_4785131_Aspergillus_puulaauensis,0.999999,113,1012,0.43627,5.75640869141,1,coding
NC_054857.1_4814665_4814539_Aspergillus_puulaauensis,0.100258,56,238,0.48547,4.99298095703,1,noncoding
NC_054857.1_4820435_4820281_Aspergillus_puulaauensis,0.117097,76,276,0.44942,6.14727783203,1,noncoding
NC_054857.1_4822234_4823003_Aspergillus_puulaauensis,0.921934,414,845,0.44453,8.79962158203,1,coding
NC_054857.1_4824284_4824124_Aspergillus_puulaauensis,0.0513681,78,212,0.43241,11.5767211914,1,noncoding
NC_054857.1_4863615_4863471_Aspergillus_puulaauensis,0.0310956,105,224,0.42517,12.1857299805,1,noncoding
NC_054857.1_4877398_4877068_Aspergillus_puulaauensis,0.88381,6,449,0.43425,11.2025756836,1,coding
NC_054857.1_4899003_4898691_Aspergillus_puulaauensis,0.137952,7,462,0.45807,5.33599853516,-1,noncoding
NC_054857.1_4927418_4927893_Aspergillus_puulaauensis,0.211906,77,625,0.42085,9.29473876953,-1,noncoding
NC_054857.1_4960162_4960354_Aspergillus_puulaauensis,0.235437,77,316,0.45122,6.23480224609,1,noncoding
NC_054857.1_4973363_4974119_Aspergillus_puulaauensis,0.986573,314,832,0.45843,10.3955688477,1,coding
NC_054857.1_4999063_4999162_Aspergillus_puulaauensis,0.0320011,24,248,0.41044,6.02423095703,-1,noncoding
NC_054857.1_5048382_5047281_Aspergillus_puulaauensis,0.999999,289,1191,0.42909,5.01776123047,1,coding
NC_054857.1_5140064_5139491_Aspergillus_puulaauensis,0.977616,205,648,0.43031,5.07366943359,1,coding
NC_054857.1_515639_516220_Aspergillus_puulaauensis,0.999666,79,693,0.42605,4.58843994141,1,coding
NC_054857.1_5163319_5163220_Aspergillus_puulaauensis,0.00622913,84,167,0.36464,5.89788818359,1,noncoding
NC_054857.1_517081_516765_Aspergillus_puulaauensis,0.632417,65,391,0.45474,8.08489990234,1,coding
NC_054857.1_5205587_5205089_Aspergillus_puulaauensis,0.203872,396,647,0.42182,8.82464599609,1,noncoding
NC_054857.1_529183_528133_Aspergillus_puulaauensis,1,76,1125,0.45945,5.51885986328,1,coding
NC_054857.1_5410025_5410727_Aspergillus_puulaauensis,0.398455,77,853,0.43344,9.59600830078,-1,noncoding
NC_054857.1_5424740_5425248_Aspergillus_puulaauensis,0.233069,294,539,0.44762,6.80377197266,1,noncoding
NC_054857.1_5465244_5465328_Aspergillus_puulaauensis,0.0195899,77,166,0.4085,10.8344116211,1,noncoding
NC_054857.1_547021_547138_Aspergillus_puulaauensis,0.0268246,104,235,0.44418,7.77923583984,1,noncoding
NC_054857.1_5487300_5486956_Aspergillus_puulaauensis,0.511016,90,419,0.41972,8.83087158203,1,coding
NC_054857.1_5498959_5499218_Aspergillus_puulaauensis,0.0548312,77,409,0.41512,5.59893798828,-1,noncoding
NC_054857.1_5530778_5530910_Aspergillus_puulaauensis,0.0406381,77,244,0.38443,9.69415283203,1,noncoding
NC_054857.1_5531251_5531335_Aspergillus_puulaauensis,0.00983078,88,126,0.32538,12.3010864258,1,noncoding
NC_054857.1_5544445_5544285_Aspergillus_puulaauensis,0.0661972,76,252,0.40445,10.9467163086,1,noncoding
NC_054857.1_5549034_5549135_Aspergillus_puulaauensis,0.089196,77,250,0.4427,9.86260986328,-1,noncoding
NC_054857.1_5590938_5591733_Aspergillus_puulaauensis,0.999898,146,871,0.46345,7.04705810547,1,coding
NC_054857.1_5623331_5623234_Aspergillus_puulaauensis,0.0792723,54,197,0.4519,10.4962768555,1,noncoding
NC_054857.1_5644012_5644609_Aspergillus_puulaauensis,0.998961,98,673,0.49922,4.14178466797,1,coding
NC_054857.1_5655997_5656219_Aspergillus_puulaauensis,0.164363,83,334,0.35869,5.44097900391,1,noncoding
NC_054857.1_5692877_5692459_Aspergillus_puulaauensis,0.96984,55,537,0.4447,8.36761474609,1,coding
NC_054857.1_575040_574572_Aspergillus_puulaauensis,0.195587,47,619,0.45355,6.82904052734,-1,noncoding
NC_054857.1_5767930_5767653_Aspergillus_puulaauensis,0.0567485,206,352,0.45698,5.11541748047,1,noncoding
NC_054857.1_5778968_5779220_Aspergillus_puulaauensis,0.0119313,234,353,0.3729,7.99884033203,1,noncoding
NC_054857.1_5786354_5786079_Aspergillus_puulaauensis,0.065427,76,426,0.43286,6.81793212891,-1,noncoding
NC_054857.1_5813448_5813307_Aspergillus_puulaauensis,0.0575504,105,200,0.47998,12.6021118164,1,noncoding
NC_054857.1_5824477_5824642_Aspergillus_puulaauensis,0.0817384,77,316,0.42048,9.09613037109,-1,noncoding
NC_054857.1_5839253_5839163_Aspergillus_puulaauensis,0.0160022,159,239,0.44115,4.68927001953,-1,noncoding
NC_054857.1_5854875_5855280_Aspergillus_puulaauensis,0.948604,86,481,0.42923,4.75469970703,1,coding
NC_054857.1_5867280_5867627_Aspergillus_puulaauensis,0.125565,58,498,0.48798,7.70159912109,-1,noncoding
NC_054857.1_5867673_5868126_Aspergillus_puulaauensis,0.955557,119,553,0.44908,6.17706298828,1,coding
NC_054857.1_592636_591848_Aspergillus_puulaauensis,0.999969,171,896,0.44472,4.96270751953,1,coding
NC_054857.1_5955931_5956031_Aspergillus_puulaauensis,0.223108,13,189,0.47531,11.4985961914,1,noncoding
NC_054857.1_6001119_6001007_Aspergillus_puulaauensis,0.0269724,76,261,0.43901,5.47991943359,-1,noncoding
NC_054857.1_670993_671405_Aspergillus_puulaauensis,0.370751,282,494,0.4573,3.97882080078,1,noncoding
NC_054857.1_682866_683219_Aspergillus_puulaauensis,0.523885,95,463,0.41636,11.7892456055,1,coding
NC_054857.1_687730_687946_Aspergillus_puulaauensis,0.0667891,35,367,0.45845,5.59783935547,-1,noncoding
NC_054857.1_805243_806353_Aspergillus_puulaauensis,1,77,1186,0.44972,6.15142822266,1,coding
NC_054857.1_823993_825040_Aspergillus_puulaauensis,1,77,1123,0.41327,5.41241455078,1,coding
NC_054857.1_836923_837435_Aspergillus_puulaauensis,0.992384,77,592,0.48216,6.56317138672,1,coding
NC_054857.1_855432_854877_Aspergillus_puulaauensis,0.998949,76,651,0.42427,4.84674072266,1,coding
NC_054857.1_927595_927750_Aspergillus_puulaauensis,0.111047,77,304,0.45662,9.97991943359,-1,noncoding
NC_054857.1_94608_94738_Aspergillus_puulaauensis,0.156815,35,250,0.42899,10.1948852539,1,noncoding
NC_054858.1_1017705_1017406_Aspergillus_puulaauensis,0.200324,69,374,0.3609,9.88787841797,1,noncoding
NC_054858.1_104046_103585_Aspergillus_puulaauensis,0.921378,147,536,0.43083,5.26007080078,1,coding
NC_054858.1_1068279_1067820_Aspergillus_puulaauensis,0.976296,76,555,0.46014,9.35491943359,1,coding
NC_054858.1_1073971_1074141_Aspergillus_puulaauensis,0.0669818,78,239,0.4006,4.79327392578,1,noncoding
NC_054858.1_1092994_1093079_Aspergillus_puulaauensis,0.0714976,77,235,0.42502,9.39654541016,-1,noncoding
NC_054858.1_1104866_1104985_Aspergillus_puulaauensis,0.0768091,42,191,0.44285,4.67803955078,1,noncoding
NC_054858.1_1134220_1133938_Aspergillus_puulaauensis,0.56079,76,378,0.45911,8.84539794922,1,coding
NC_054858.1_1138002_1137792_Aspergillus_puulaauensis,0.0978646,99,359,0.45442,9.42779541016,-1,noncoding
NC_054858.1_1167952_1167834_Aspergillus_puulaauensis,0.0339283,76,210,0.41349,9.84613037109,1,noncoding
NC_054858.1_1181192_1181543_Aspergillus_puulaauensis,0.216454,77,448,0.31441,9.85443115234,1,noncoding
NC_054858.1_122584_123103_Aspergillus_puulaauensis,0.260462,47,670,0.43966,5.59686279297,-1,noncoding
NC_054858.1_1227430_1227172_Aspergillus_puulaauensis,0.0746605,76,408,0.46902,7.76080322266,-1,noncoding
NC_054858.1_124772_124433_Aspergillus_puulaauensis,0.861065,22,414,0.45009,7.84930419922,1,coding
NC_054858.1_1267151_1267399_Aspergillus_puulaauensis,0.466666,77,331,0.47213,4.59918212891,1,noncoding
NC_054858.1_1339498_1339388_Aspergillus_puulaauensis,0.0355807,27,146,0.44402,4.88934326172,1,noncoding
NC_054858.1_1370981_1371621_Aspergillus_puulaauensis,0.974703,87,710,0.38173,10.1342163086,1,coding
NC_054858.1_1386577_1386130_Aspergillus_puulaauensis,0.98531,76,567,0.44486,6.36383056641,1,coding
NC_054858.1_1392017_1392961_Aspergillus_puulaauensis,1,61,1035,0.43476,5.19757080078,1,coding
NC_054858.1_1471038_1470843_Aspergillus_puulaauensis,0.0575142,76,345,0.46949,4.88409423828,-1,noncoding
NC_054858.1_1490723_1490910_Aspergillus_puulaauensis,0.293156,100,315,0.48664,9.20062255859,1,noncoding
NC_054858.1_1533667_1533967_Aspergillus_puulaauensis,0.0951023,77,451,0.47906,7.89605712891,-1,noncoding
NC_054858.1_1544587_1544463_Aspergillus_puulaauensis,0.0216648,153,275,0.38705,5.12530517578,1,noncoding
NC_054858.1_159152_160112_Aspergillus_puulaauensis,0.999999,38,1036,0.40072,6.39385986328,1,coding
NC_054858.1_1603971_1604057_Aspergillus_puulaauensis,0.0515442,119,235,0.41842,8.93890380859,-1,noncoding
NC_054858.1_164669_164411_Aspergillus_puulaauensis,0.265719,76,360,0.38239,6.25286865234,1,noncoding
NC_054858.1_1658556_1658968_Aspergillus_puulaauensis,0.783178,187,534,0.4828,7.84527587891,1,coding
NC_054858.1_1705682_1705496_Aspergillus_puulaauensis,0.0811569,98,283,0.43342,8.83843994141,1,noncoding
NC_054858.1_170633_169674_Aspergillus_puulaauensis,0.99987,147,1034,0.38901,8.92523193359,1,coding
NC_054858.1_1743787_1743663_Aspergillus_puulaauensis,0.0548748,84,245,0.44684,5.99505615234,1,noncoding
NC_054858.1_1877702_1877838_Aspergillus_puulaauensis,0.0663052,49,249,0.40512,7.59197998047,1,noncoding
NC_054858.1_1879299_1879502_Aspergillus_puulaauensis,0.109277,65,238,0.47718,8.68280029297,1,noncoding
NC_054858.1_1904991_1903869_Aspergillus_puulaauensis,0.999999,283,1197,0.46863,5.91143798828,1,coding
NC_054858.1_1917335_1917711_Aspergillus_puulaauensis,0.0885671,77,526,0.375,4.60601806641,-1,noncoding
NC_054858.1_204019_204247_Aspergillus_puulaauensis,0.276307,77,304,0.47001,4.99542236328,1,noncoding
NC_054858.1_2041041_2041273_Aspergillus_puulaauensis,0.517839,77,364,0.46361,9.03094482422,1,coding
NC_054858.1_2042537_2041886_Aspergillus_puulaauensis,0.999658,124,726,0.46976,4.49493408203,1,coding
NC_054858.1_2060888_2060705_Aspergillus_puulaauensis,0.0269991,25,114,0.45088,9.97650146484,1,noncoding
NC_054858.1_206192_206338_Aspergillus_puulaauensis,0.0302885,185,271,0.4431,11.524597168,1,noncoding
NC_054858.1_2097259_2097883_Aspergillus_puulaauensis,0.862232,359,724,0.4464,5.62493896484,1,coding
NC_054858.1_2153160_2152479_Aspergillus_puulaauensis,0.999651,130,756,0.42647,4.92718505859,1,coding
NC_054858.1_2189610_2189450_Aspergillus_puulaauensis,0.0344397,83,262,0.37685,7.92425537109,1,noncoding
NC_054858.1_2220758_2220664_Aspergillus_puulaauensis,0.015516,106,174,0.45671,4.36907958984,1,noncoding
NC_054858.1_225144_225715_Aspergillus_puulaauensis,0.962813,249,647,0.43649,4.52105712891,1,coding
NC_054858.1_2262636_2262788_Aspergillus_puulaauensis,0.0734875,154,303,0.46212,9.68023681641,-1,noncoding
NC_054858.1_2269020_2269281_Aspergillus_puulaauensis,0.124625,256,411,0.41827,10.626159668,-1,noncoding
